cell_id,scale_km2,variant,area_effective_km2,n_wells,support_points_n,hydro_surface_units_n,hydro_surface_domains_n,hydro_context_state,hydro_dominant_unit,hydro_dominant_domain,q01_cell_state_code,q01_cell_state_label,q01_direct_evidence_n,q01_cross_scale_exact_pct,q01_origin_exact_pct,q01_top_blocking_requirements,q02_cell_state_code,q02_cell_state_label,q02_direct_evidence_n,q02_cross_scale_exact_pct,q02_origin_exact_pct,q02_top_blocking_requirements,q03_cell_state_code,q03_cell_state_label,q03_direct_evidence_n,q03_cross_scale_exact_pct,q03_origin_exact_pct,q03_top_blocking_requirements,q04_cell_state_code,q04_cell_state_label,q04_direct_evidence_n,q04_cross_scale_exact_pct,q04_origin_exact_pct,q04_top_blocking_requirements,q05_cell_state_code,q05_cell_state_label,q05_direct_evidence_n,q05_cross_scale_exact_pct,q05_origin_exact_pct,q05_top_blocking_requirements,grid_family,cutoff_date,method_version,weight_used,score_used
SCALE-1000-O00-00011,1000,O00,1000.0000000000462,19,41,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,17,12.195122,92.682927,Q01_R05=19|Q01_R03=18|Q01_R06=6|Q01_R02=2|Q01_R04=1,2,EVIDENCIA_DIRETA_PRESENTE,17,12.195122,92.682927,Q02_R02=19|Q02_R06=19|Q02_R07=19|Q02_R08=19|Q02_R04=11,2,EVIDENCIA_DIRETA_PRESENTE,8,7.317073,68.292683,Q03_R02=19|Q03_R07=19|Q03_R08=19|Q03_R05=15|Q03_R04=11,2,EVIDENCIA_DIRETA_PRESENTE,18,12.195122,92.682927,Q04_R03=19|Q04_R04=19|Q04_R05=6|Q04_R02=1,2,EVIDENCIA_DIRETA_PRESENTE,13,4.878049,7.317073,Q05_R02=19|Q05_R04=19|Q05_R06=19|Q05_R07=19|Q05_R03=6,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00012,1000,O00,1000.0000000000462,3,40,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,2,17.5,92.5,Q01_R03=3|Q01_R05=3|Q01_R06=3|Q01_R02=1|Q01_R04=1,2,EVIDENCIA_DIRETA_PRESENTE,2,17.5,92.5,Q02_R02=3|Q02_R03=3|Q02_R04=3|Q02_R05=3|Q02_R06=3,2,EVIDENCIA_DIRETA_PRESENTE,2,17.5,92.5,Q03_R02=3|Q03_R03=3|Q03_R05=3|Q03_R07=3|Q03_R08=3,2,EVIDENCIA_DIRETA_PRESENTE,2,17.5,92.5,Q04_R03=3|Q04_R04=3|Q04_R05=3|Q04_R02=1,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,0,7.5,0.0,Q05_R02=3|Q05_R03=3|Q05_R04=3|Q05_R05=3|Q05_R06=3,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00013,1000,O00,556.6526560683305,20,21,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,18,28.571429,100.0,Q01_R03=20|Q01_R05=20|Q01_R06=20|Q01_R02=2|Q01_R04=2,2,EVIDENCIA_DIRETA_PRESENTE,16,28.571429,100.0,Q02_R02=20|Q02_R03=20|Q02_R04=20|Q02_R05=20|Q02_R06=20,2,EVIDENCIA_DIRETA_PRESENTE,17,28.571429,100.0,Q03_R02=20|Q03_R03=20|Q03_R05=20|Q03_R07=20|Q03_R08=20,2,EVIDENCIA_DIRETA_PRESENTE,18,28.571429,100.0,Q04_R03=20|Q04_R04=20|Q04_R05=20|Q04_R02=2,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,0,23.809524,0.0,Q05_R02=20|Q05_R03=20|Q05_R04=20|Q05_R05=20|Q05_R06=20,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00014,1000,O00,472.30636329660996,0,21,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Serra Geral,Fraturada (Fr),0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,90.47619,23.809524,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,90.47619,23.809524,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,90.47619,23.809524,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,90.47619,23.809524,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,90.47619,23.809524,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00015,1000,O00,1000.0000000000462,0,41,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,41.463415,9.756098,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,41.463415,9.756098,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,41.463415,9.756098,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,41.463415,9.756098,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,41.463415,9.756098,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00016,1000,O00,1000.0000000000462,0,36,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,94.444444,52.777778,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,94.444444,52.777778,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,94.444444,52.777778,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,94.444444,52.777778,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,94.444444,52.777778,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00017,1000,O00,1000.0000000000462,0,41,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,97.560976,14.634146,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,97.560976,14.634146,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,97.560976,14.634146,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,97.560976,14.634146,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,97.560976,14.634146,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00018,1000,O00,1000.0000000000462,26,41,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,24,36.585366,80.487805,Q01_R03=26|Q01_R05=26|Q01_R06=23|Q01_R02=2|Q01_R04=2,2,EVIDENCIA_DIRETA_PRESENTE,23,36.585366,80.487805,Q02_R02=26|Q02_R06=26|Q02_R07=26|Q02_R08=26|Q02_R03=23,2,EVIDENCIA_DIRETA_PRESENTE,18,34.146341,80.487805,Q03_R02=26|Q03_R05=26|Q03_R07=26|Q03_R08=26|Q03_R03=23,2,EVIDENCIA_DIRETA_PRESENTE,24,36.585366,80.487805,Q04_R03=26|Q04_R04=26|Q04_R05=23|Q04_R02=2,2,EVIDENCIA_DIRETA_PRESENTE,6,2.439024,2.439024,Q05_R02=26|Q05_R04=26|Q05_R06=26|Q05_R07=26|Q05_R05=23,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00019,1000,O00,703.1974532685759,1,28,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,1,7.142857,39.285714,Q01_R03=1|Q01_R05=1|Q01_R06=1,2,EVIDENCIA_DIRETA_PRESENTE,1,7.142857,39.285714,Q02_R02=1|Q02_R03=1|Q02_R04=1|Q02_R05=1|Q02_R06=1,2,EVIDENCIA_DIRETA_PRESENTE,1,7.142857,39.285714,Q03_R02=1|Q03_R03=1|Q03_R05=1|Q03_R07=1|Q03_R08=1,2,EVIDENCIA_DIRETA_PRESENTE,1,7.142857,39.285714,Q04_R03=1|Q04_R04=1|Q04_R05=1,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,0,7.142857,10.714286,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00020,1000,O00,0.7868386305493345,0,0,0,0,UNKNOWN_SEM_CONTEXTO_CLASSIFICADO,,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,,,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,,,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,,,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,,,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,,,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00021,1000,O00,158.23825009377998,16,5,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Serra Geral,Fraturada (Fr),2,EVIDENCIA_DIRETA_PRESENTE,15,60.0,100.0,Q01_R03=16|Q01_R05=16|Q01_R06=3|Q01_R02=1|Q01_R04=1,2,EVIDENCIA_DIRETA_PRESENTE,15,60.0,100.0,Q02_R02=16|Q02_R06=16|Q02_R07=16|Q02_R08=16|Q02_R04=6,2,EVIDENCIA_DIRETA_PRESENTE,6,60.0,100.0,Q03_R02=16|Q03_R07=16|Q03_R08=16|Q03_R05=13|Q03_R04=10,2,EVIDENCIA_DIRETA_PRESENTE,15,60.0,100.0,Q04_R03=16|Q04_R04=16|Q04_R05=3|Q04_R02=1,2,EVIDENCIA_DIRETA_PRESENTE,13,60.0,100.0,Q05_R02=16|Q05_R04=16|Q05_R06=16|Q05_R07=16|Q05_R03=3,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00022,1000,O00,999.9999783244283,38,40,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Serra Geral,Fraturada (Fr),2,EVIDENCIA_DIRETA_PRESENTE,31,25.0,75.0,Q01_R03=38|Q01_R05=38|Q01_R06=26|Q01_R02=7|Q01_R04=4,2,EVIDENCIA_DIRETA_PRESENTE,29,25.0,75.0,Q02_R02=38|Q02_R06=38|Q02_R07=38|Q02_R08=38|Q02_R03=26,2,EVIDENCIA_DIRETA_PRESENTE,10,10.0,75.0,Q03_R02=38|Q03_R07=38|Q03_R08=38|Q03_R05=35|Q03_R06=29,2,EVIDENCIA_DIRETA_PRESENTE,34,25.0,75.0,Q04_R03=38|Q04_R04=38|Q04_R05=26|Q04_R02=4,2,EVIDENCIA_DIRETA_PRESENTE,24,17.5,75.0,Q05_R02=38|Q05_R04=38|Q05_R06=38|Q05_R07=38|Q05_R05=26,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00023,1000,O00,1000.0000000000462,12,41,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,9,21.95122,90.243902,Q01_R03=12|Q01_R05=12|Q01_R06=5|Q01_R02=3,2,EVIDENCIA_DIRETA_PRESENTE,9,19.512195,90.243902,Q02_R02=12|Q02_R06=12|Q02_R07=12|Q02_R08=12|Q02_R04=10,2,EVIDENCIA_DIRETA_PRESENTE,5,9.756098,34.146341,Q03_R02=12|Q03_R05=12|Q03_R07=12|Q03_R08=12|Q03_R06=9,2,EVIDENCIA_DIRETA_PRESENTE,12,21.95122,90.243902,Q04_R03=12|Q04_R04=12|Q04_R05=5,2,EVIDENCIA_DIRETA_PRESENTE,4,14.634146,82.926829,Q05_R02=12|Q05_R04=12|Q05_R06=12|Q05_R07=12|Q05_R03=8,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00024,1000,O00,1000.0000000000462,0,40,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,77.5,12.5,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,77.5,12.5,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,77.5,12.5,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,77.5,12.5,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,0,77.5,12.5,,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00025,1000,O00,1000.0000000000462,15,41,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,14,36.585366,73.170732,Q01_R03=15|Q01_R05=15|Q01_R06=15|Q01_R02=1|Q01_R04=1,2,EVIDENCIA_DIRETA_PRESENTE,14,36.585366,73.170732,Q02_R02=15|Q02_R03=15|Q02_R06=15|Q02_R07=15|Q02_R08=15,2,EVIDENCIA_DIRETA_PRESENTE,13,31.707317,73.170732,Q03_R02=15|Q03_R03=15|Q03_R07=15|Q03_R08=15|Q03_R05=14,2,EVIDENCIA_DIRETA_PRESENTE,14,36.585366,73.170732,Q04_R03=15|Q04_R04=15|Q04_R05=15|Q04_R02=1,2,EVIDENCIA_DIRETA_PRESENTE,1,9.756098,56.097561,Q05_R02=15|Q05_R04=15|Q05_R05=15|Q05_R06=15|Q05_R07=15,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00026,1000,O00,1000.0000000000462,43,38,3,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,37,34.210526,100.0,Q01_R03=43|Q01_R05=43|Q01_R06=22|Q01_R02=6|Q01_R04=2,2,EVIDENCIA_DIRETA_PRESENTE,36,34.210526,100.0,Q02_R02=43|Q02_R06=43|Q02_R07=43|Q02_R08=43|Q02_R04=26,2,EVIDENCIA_DIRETA_PRESENTE,20,23.684211,100.0,Q03_R02=43|Q03_R07=43|Q03_R08=43|Q03_R05=38|Q03_R06=28,2,EVIDENCIA_DIRETA_PRESENTE,41,34.210526,100.0,Q04_R03=43|Q04_R04=43|Q04_R05=22|Q04_R02=2,2,EVIDENCIA_DIRETA_PRESENTE,23,5.263158,18.421053,Q05_R02=43|Q05_R04=43|Q05_R06=43|Q05_R07=43|Q05_R05=22,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00027,1000,O00,741.3026227986777,4,33,3,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Depósitos aluvionares,Granular (Gr),2,EVIDENCIA_DIRETA_PRESENTE,4,9.090909,27.272727,Q01_R03=4|Q01_R05=4|Q01_R06=4,2,EVIDENCIA_DIRETA_PRESENTE,4,9.090909,27.272727,Q02_R02=4|Q02_R03=4|Q02_R04=4|Q02_R05=4|Q02_R06=4,2,EVIDENCIA_DIRETA_PRESENTE,4,9.090909,27.272727,Q03_R02=4|Q03_R03=4|Q03_R05=4|Q03_R07=4|Q03_R08=4,2,EVIDENCIA_DIRETA_PRESENTE,4,9.090909,27.272727,Q04_R03=4|Q04_R04=4|Q04_R05=4,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,0,9.090909,6.060606,Q05_R02=4|Q05_R03=4|Q05_R04=4|Q05_R05=4|Q05_R06=4,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
SCALE-1000-O00-00028,1000,O00,855.9995402673668,12,34,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Serra Geral,Fraturada (Fr),2,EVIDENCIA_DIRETA_PRESENTE,11,29.411765,100.0,Q01_R03=12|Q01_R05=12|Q01_R02=1,2,EVIDENCIA_DIRETA_PRESENTE,10,29.411765,100.0,Q02_R02=12|Q02_R06=12|Q02_R07=12|Q02_R08=12|Q02_R04=7,2,EVIDENCIA_DIRETA_PRESENTE,7,20.588235,91.176471,Q03_R02=12|Q03_R07=12|Q03_R08=12|Q03_R05=11|Q03_R04=5,2,EVIDENCIA_DIRETA_PRESENTE,12,29.411765,100.0,Q04_R03=12|Q04_R04=12,2,EVIDENCIA_DIRETA_PRESENTE,7,14.705882,100.0,Q05_R02=12|Q05_R04=12|Q05_R06=12|Q05_R07=12|Q05_R03=5,SCALE_PRIMARY_O00_V1,2026-08-29,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1,False,False
