scale_km2,unit,unit_area_km2,support_points_n,cells_intersecting_unit,cells_where_unit_dominant,unit_area_in_mixed_cells_pct,unit_area_in_non_dominant_cells_pct,unit_area_weighted_cell_purity_pct,E01_same_unit_support_coverage_pct,E01_apparent_total_support_coverage_pct,E01_cross_unit_masking_pct,E01_masking_share_of_apparent_pct,E07_same_unit_support_coverage_pct,E07_apparent_total_support_coverage_pct,E07_cross_unit_masking_pct,E07_masking_share_of_apparent_pct,E09_same_unit_support_coverage_pct,E09_apparent_total_support_coverage_pct,E09_cross_unit_masking_pct,E09_masking_share_of_apparent_pct,E10_same_unit_support_coverage_pct,E10_apparent_total_support_coverage_pct,E10_cross_unit_masking_pct,E10_masking_share_of_apparent_pct
150,Formação Pantanal,75612.279243078,3032,719,562,50.174680805176614,5.610681130099666,87.93094961477577,2.077836411609499,3.1332453825857516,1.0554089709762533,33.68421052631579,0.395778364116095,0.8905013192612138,0.49472295514511877,55.55555555555556,0.0,0.0,0.0,,1.121372031662269,1.682058047493404,0.5606860158311345,33.333333333333336
150,Formação Ponta Grossa,1848.67307640244,74,51,7,100.0,59.21103396373402,46.359272749285424,43.24324324324324,55.4054054054054,12.162162162162163,21.951219512195124,31.08108108108108,40.54054054054054,9.45945945945946,23.333333333333332,0.0,1.3513513513513513,1.3513513513513513,100.0,17.56756756756757,27.027027027027028,9.45945945945946,35.0
150,Formação Serra Geral,50682.87005918666,2016,613,328,49.36316916696411,16.7233672378319,82.03902272888419,55.55555555555556,62.05357142857143,6.4980158730158735,10.471622701838529,22.371031746031747,25.843253968253972,3.4722222222222223,13.435700575815739,2.3313492063492065,2.976190476190476,0.6448412698412698,21.666666666666668,40.52579365079365,45.33730158730159,4.811507936507937,10.61269146608315
150,Formação Xaraiés,343.75923352279045,14,18,1,100.0,74.4726063489223,28.225579418326987,21.428571428571427,42.857142857142854,21.428571428571427,50.0,14.285714285714285,42.857142857142854,28.57142857142857,66.66666666666667,0.0,14.285714285714285,14.285714285714285,100.0,0.0,21.428571428571427,21.428571428571427,100.0
150,Grupo Bauru,12528.337567810395,489,171,93,64.20539944669837,14.036421055000625,80.19308740314708,24.335378323108383,29.447852760736197,5.112474437627812,17.36111111111111,8.588957055214724,8.588957055214724,0.0,0.0,0.0,0.0,0.0,,20.449897750511248,25.153374233128833,4.703476482617587,18.69918699186992
150,Grupo Caiuá,119664.62021003172,4809,1054,840,36.81954541458923,5.779591987503654,90.44600490766379,28.716988978997716,30.650862965273447,1.9338739862757333,6.309362279511533,10.854647535870242,11.499272197962155,0.6446246620919109,5.605786618444847,1.5179871075067581,1.9338739862757333,0.4158868787689748,21.50537634408602,20.607194843002702,22.52027448533999,1.9130796423372842,8.494921514312097
150,Grupo Corumbá,4809.995188364966,190,99,31,93.7387527943088,30.763631552486252,66.63873294246166,17.894736842105264,26.842105263157894,8.947368421052632,33.333333333333336,14.210526315789473,18.421052631578945,4.2105263157894735,22.857142857142858,2.1052631578947367,2.1052631578947367,0.0,0.0,6.315789473684211,15.789473684210526,9.473684210526317,60.0
150,Grupo Cuiaba,7297.786607315828,294,126,48,95.88916453518574,25.280433307528586,67.2322112282186,32.99319727891156,37.07482993197279,4.081632653061225,11.009174311926605,13.945578231292515,17.346938775510203,3.4013605442176873,19.607843137254903,3.061224489795918,3.061224489795918,0.0,0.0,14.285714285714285,18.70748299319728,4.421768707482993,23.636363636363637
150,Grupo Rio Ivaí,805.1540399989029,35,34,3,99.5357549293398,87.55154907918227,23.166036293226007,0.0,20.0,20.0,100.0,0.0,11.428571428571429,11.428571428571429,100.0,0.0,0.0,0.0,,0.0,8.571428571428571,8.571428571428571,100.0
250,Depósitos aluvionares,25494.831247864422,1008,387,112,73.20966325861127,33.50017017506472,67.46591646994494,2.6785714285714284,9.424603174603174,6.746031746031746,71.57894736842105,0.496031746031746,3.968253968253968,3.4722222222222223,87.5,0.3968253968253968,0.5952380952380952,0.1984126984126984,33.333333333333336,2.083333333333333,6.4484126984126995,4.365079365079365,67.6923076923077
250,Embasamento Indiferenciado,15977.562385507877,642,174,62,87.48244452470229,23.341726133585293,72.62694875122172,7.632398753894081,12.461059190031152,4.8286604361370715,38.75,4.049844236760125,6.853582554517133,2.803738317757009,40.90909090909091,0.0,0.9345794392523363,0.9345794392523363,100.0,3.115264797507788,6.386292834890965,3.2710280373831773,51.21951219512195
250,Formação Aquidauana,14941.116542751855,598,121,66,87.3112926546344,15.354860419179829,75.9278051250703,36.2876254180602,42.97658862876254,6.688963210702341,15.56420233463035,12.876254180602006,21.906354515050168,9.03010033444816,41.221374045801525,0.0,0.8361204013377926,0.8361204013377926,100.0,21.906354515050168,24.74916387959866,2.842809364548495,11.486486486486486
250,Formação Botucatu,20768.560894567352,822,187,93,80.86089191538487,18.265792221324574,74.44064652464373,34.0632603406326,40.87591240875913,6.81265206812652,16.666666666666668,15.571776155717762,18.126520681265205,2.5547445255474455,14.093959731543624,1.2165450121654502,1.2165450121654502,0.0,0.0,20.559610705596107,27.37226277372263,6.81265206812652,24.88888888888889
250,Formação Cachoeirinha,2112.5851476416437,87,31,15,97.52701702851037,30.262648726241753,56.80332428490024,52.87356321839081,67.81609195402298,14.942528735632186,22.033898305084747,13.793103448275861,19.54022988505747,5.747126436781609,29.41176470588235,0.0,0.0,0.0,,52.87356321839081,64.36781609195403,11.494252873563218,17.857142857142858
250,Formação Furnas,4382.366366832952,172,49,20,100.0,29.75728649553757,56.888516718686695,30.23255813953488,37.2093023255814,6.976744186046512,18.75,20.930232558139537,26.744186046511626,5.813953488372093,21.73913043478261,2.3255813953488373,2.3255813953488373,0.0,0.0,19.767441860465116,26.16279069767442,6.395348837209303,24.444444444444443
250,Formação Palermo,43.941366421895324,2,4,0,100.0,100.0,5.074666589874734,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
250,Formação Pantanal,75612.279243078,3032,454,345,56.88876688483548,5.800483944418277,86.59742943364111,3.2981530343007917,5.145118733509235,1.8469656992084433,35.8974358974359,0.8245382585751979,1.3852242744063323,0.5606860158311345,40.476190476190474,0.0,0.0,0.0,,1.3522427440633245,2.440633245382586,1.0883905013192612,44.5945945945946
250,Formação Ponta Grossa,1848.67307640244,74,34,7,99.99999999999999,45.70105020368453,43.39016967006721,55.4054054054054,64.86486486486487,9.45945945945946,14.583333333333334,44.5945945945946,56.75675675675676,12.162162162162163,21.428571428571427,0.0,1.3513513513513513,1.3513513513513513,100.0,27.027027027027028,39.189189189189186,12.162162162162163,31.03448275862069
250,Formação Serra Geral,50682.87005918666,2016,400,198,57.778218024251586,18.66076820965165,79.43701201881883,68.60119047619048,76.93452380952381,8.333333333333332,10.831721470019342,31.89484126984127,37.25198412698413,5.357142857142857,14.380825565912117,4.017857142857143,4.613095238095238,0.5952380952380952,12.903225806451612,49.60317460317461,57.787698412698404,8.18452380952381,14.163090128755364
250,Formação Xaraiés,343.75923352279045,14,18,0,100.00000000000001,100.00000000000001,20.966512595282758,14.285714285714285,64.28571428571429,50.0,77.77777777777777,7.142857142857142,64.28571428571429,57.14285714285714,88.88888888888889,0.0,7.142857142857142,7.142857142857142,100.0,0.0,50.0,50.0,100.0
250,Grupo Bauru,12528.337567810395,489,113,55,71.33883205680597,16.7394627254232,77.88516114546394,26.993865030674847,32.10633946830266,5.112474437627812,15.92356687898089,15.337423312883436,16.56441717791411,1.2269938650306749,7.407407407407407,0.0,1.0224948875255624,1.0224948875255624,100.0,21.267893660531698,26.1758691206544,4.9079754601226995,18.75
250,Grupo Caiuá,119664.62021003172,4809,663,511,42.09790498620725,6.438110397065877,88.95247712018848,38.261592846745685,41.94219172385111,3.680598877105427,8.775409023301934,15.179871075067581,16.968184653774173,1.7883135787065918,10.53921568627451,2.3705552089831565,2.8072364316905802,0.43668122270742354,15.555555555555555,27.44853399875234,30.193387398627575,2.744853399875234,9.090909090909092
250,Grupo Corumbá,4809.995188364966,190,67,22,100.0,24.86176551333997,63.17309221862664,26.842105263157894,35.78947368421053,8.947368421052632,25.0,18.947368421052634,19.473684210526315,0.5263157894736842,2.7027027027027026,2.631578947368421,4.736842105263158,2.1052631578947367,44.44444444444444,13.157894736842104,27.368421052631582,14.210526315789473,51.92307692307692
250,Grupo Cuiaba,7297.786607315828,294,89,30,100.00000000000001,24.342940405469502,64.36717783398244,41.156462585034014,48.29931972789115,7.142857142857142,14.788732394366198,20.068027210884352,25.510204081632654,5.442176870748299,21.333333333333332,3.741496598639456,3.741496598639456,0.0,0.0,21.768707482993197,30.952380952380953,9.183673469387756,29.67032967032967
250,Grupo Rio Ivaí,805.1540399989029,35,27,1,100.0,87.42455944853513,19.9742982492059,0.0,45.714285714285715,45.714285714285715,100.0,0.0,25.71428571428571,25.71428571428571,100.0,0.0,0.0,0.0,,0.0,11.428571428571429,11.428571428571429,100.0
500,Depósitos aluvionares,25494.831247864422,1008,246,58,84.16562988384962,38.823154044249186,61.56690782578979,4.662698412698413,15.674603174603174,11.011904761904761,70.25316455696202,1.984126984126984,6.845238095238096,4.861111111111112,71.01449275362319,1.3888888888888888,2.2817460317460316,0.8928571428571428,39.130434782608695,3.7698412698412698,12.103174603174603,8.333333333333332,68.85245901639344
500,Embasamento Indiferenciado,15977.562385507877,642,104,35,96.87061113117562,22.58233056946221,68.00574213105193,16.666666666666664,22.429906542056074,5.763239875389408,25.694444444444443,6.074766355140187,12.92834890965732,6.853582554517133,53.01204819277108,0.0,1.4018691588785046,1.4018691588785046,100.0,9.345794392523365,14.485981308411214,5.14018691588785,35.483870967741936
500,Formação Aquidauana,14941.116542751855,598,76,35,96.65352983063171,17.686774805887506,68.87284757546892,52.17391304347826,71.73913043478261,19.565217391304348,27.272727272727273,23.244147157190636,44.98327759197324,21.73913043478261,48.3271375464684,0.0,1.5050167224080269,1.5050167224080269,100.0,42.80936454849498,52.675585284280935,9.866220735785953,18.73015873015873
500,Formação Botucatu,20768.560894567352,822,107,51,88.8475640871987,20.39153270736181,67.83863454520828,45.01216545012166,57.17761557177615,12.165450121654501,21.27659574468085,19.464720194647203,29.927007299270077,10.46228710462287,34.959349593495936,2.3114355231143553,2.5547445255474455,0.24330900243309003,9.523809523809524,31.02189781021898,44.76885644768856,13.746958637469586,30.706521739130434
500,Formação Cachoeirinha,2112.5851476416437,87,24,9,99.9916986465213,35.915770254394516,48.18564582241439,72.41379310344827,89.65517241379311,17.24137931034483,19.23076923076923,18.39080459770115,33.33333333333333,14.942528735632186,44.827586206896555,0.0,0.0,0.0,,65.51724137931035,77.01149425287356,11.494252873563218,14.925373134328359
500,Formação Furnas,4382.366366832952,172,31,11,100.0,29.99740642196311,47.40371099278136,54.06976744186046,65.11627906976744,11.046511627906977,16.964285714285715,24.418604651162788,27.325581395348834,2.9069767441860463,10.638297872340425,5.232558139534884,5.232558139534884,0.0,0.0,45.348837209302324,52.32558139534884,6.976744186046512,13.333333333333334
500,Formação Palermo,43.941366421895324,2,3,0,100.0,100.0,4.462949054748008,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
500,Formação Pantanal,75612.279243078,3032,248,176,67.0937488957561,8.23728079670384,84.00986848142287,4.716358839050132,8.311345646437996,3.594986807387863,43.25396825396825,1.0883905013192612,3.496042216358839,2.4076517150395778,68.86792452830188,0.0,0.09894459102902375,0.09894459102902375,100.0,2.5065963060686016,4.353562005277045,1.8469656992084433,42.42424242424242
500,Formação Ponta Grossa,1848.67307640244,74,25,2,99.99999999999999,71.06900584007874,32.30162802826119,47.2972972972973,64.86486486486487,17.56756756756757,27.083333333333332,40.54054054054054,48.64864864864865,8.108108108108109,16.666666666666668,0.0,5.405405405405405,5.405405405405405,100.0,33.78378378378378,52.702702702702695,18.91891891891892,35.8974358974359
500,Formação Serra Geral,50682.87005918666,2016,232,97,68.43114804256268,21.76196104986422,76.18790772432467,78.3234126984127,86.35912698412699,8.035714285714286,9.304997128087306,44.394841269841265,50.644841269841265,6.25,12.340842311459353,5.4563492063492065,7.142857142857142,1.6865079365079365,23.61111111111111,62.89682539682539,70.78373015873017,7.886904761904762,11.142256482130344
500,Formação Xaraiés,343.75923352279045,14,10,0,100.0,100.0,13.99381050890379,21.428571428571427,64.28571428571429,42.857142857142854,66.66666666666667,21.428571428571427,64.28571428571429,42.857142857142854,66.66666666666667,0.0,35.714285714285715,35.714285714285715,100.0,0.0,57.14285714285714,57.14285714285714,100.0
500,Grupo Bauru,12528.337567810395,489,67,30,83.5462310845849,19.954444591182185,73.07862303559992,34.96932515337423,49.079754601226995,14.11042944785276,28.75,22.085889570552148,25.766871165644172,3.6809815950920246,14.285714285714286,0.0,2.044989775051125,2.044989775051125,100.0,28.629856850715747,42.12678936605317,13.496932515337424,32.03883495145631
500,Grupo Caiuá,119664.62021003172,4809,358,261,53.00088117531567,7.391092880964291,87.15237695842158,53.50384695362861,57.74589311707216,4.242046163443543,7.346056895930861,23.663963401954668,27.718860469952173,4.054897067997505,14.628657164291074,4.845082137658556,5.676855895196507,0.8317737575379496,14.652014652014651,41.110417966313165,45.49802453732585,4.387606571012684,9.643510054844606
500,Grupo Corumbá,4809.995188364966,190,45,12,100.0,30.91692803585443,51.70946840432677,40.0,56.315789473684205,16.315789473684212,28.97196261682243,27.368421052631582,37.368421052631575,10.0,26.760563380281692,3.684210526315789,10.526315789473683,6.842105263157896,65.0,21.578947368421055,45.26315789473684,23.684210526315788,52.325581395348834
500,Grupo Cuiaba,7297.786607315828,294,57,14,100.0,32.301650037328514,57.62867696241102,58.16326530612245,65.64625850340136,7.482993197278912,11.398963730569948,24.829931972789115,31.63265306122449,6.802721088435375,21.50537634408602,6.462585034013606,6.462585034013606,0.0,0.0,33.33333333333333,41.49659863945578,8.16326530612245,19.672131147540984
500,Grupo Rio Ivaí,805.1540399989029,35,17,0,100.0,100.0,14.810539190680561,0.0,71.42857142857143,71.42857142857143,100.0,0.0,37.142857142857146,37.142857142857146,100.0,0.0,0.0,0.0,,0.0,45.714285714285715,45.714285714285715,100.0
1000,Depósitos aluvionares,25494.831247864422,1008,152,32,97.49672868466163,40.83016903580936,55.4438222046299,6.746031746031746,23.809523809523807,17.063492063492063,71.66666666666667,2.7777777777777777,12.202380952380953,9.424603174603174,77.23577235772358,2.1825396825396823,4.563492063492063,2.380952380952381,52.17391304347826,4.662698412698413,19.543650793650794,14.880952380952381,76.14213197969544
1000,Embasamento Indiferenciado,15977.562385507877,642,62,20,93.74122226235141,23.4361692144734,61.81298323059235,24.766355140186917,43.14641744548287,18.38006230529595,42.59927797833935,9.813084112149532,27.570093457943923,17.75700934579439,64.40677966101696,0.0,1.8691588785046727,1.8691588785046727,100.0,17.289719626168225,27.8816199376947,10.59190031152648,37.98882681564246
1000,Formação Aquidauana,14941.116542751855,598,43,18,99.08338132000063,25.113058106138975,59.24826483715636,64.88294314381271,81.77257525083613,16.88963210702341,20.65439672801636,24.08026755852843,53.84615384615385,29.76588628762542,55.27950310559006,0.0,0.33444816053511706,0.33444816053511706,100.0,50.668896321070235,74.5819397993311,23.91304347826087,32.062780269058294
1000,Formação Botucatu,20768.560894567352,822,62,27,94.6281987342739,28.965882713550034,59.89549568903941,62.04379562043796,75.54744525547446,13.503649635036496,17.8743961352657,30.5352798053528,46.59367396593674,16.05839416058394,34.46475195822455,6.447688564476886,7.785888077858881,1.338199513381995,17.1875,42.700729927007295,57.420924574209245,14.720194647201945,25.635593220338983
1000,Formação Cachoeirinha,2112.5851476416437,87,16,6,99.90837787931144,38.922121586480614,36.57454168749717,72.41379310344827,82.75862068965517,10.344827586206897,12.5,31.03448275862069,32.18390804597701,1.1494252873563218,3.5714285714285716,0.0,0.0,0.0,,72.41379310344827,82.75862068965517,10.344827586206897,12.5
1000,Formação Furnas,4382.366366832952,172,21,6,100.0,44.567840272159756,38.12552635969389,53.48837209302325,91.27906976744185,37.7906976744186,41.40127388535032,51.162790697674424,85.46511627906976,34.30232558139535,40.136054421768705,9.30232558139535,9.30232558139535,0.0,0.0,52.90697674418605,84.30232558139535,31.3953488372093,37.241379310344826
1000,Formação Palermo,43.941366421895324,2,5,0,100.0,100.0,1.4626910098894503,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1000,Formação Pantanal,75612.279243078,3032,139,91,77.98811865799979,11.397930181116163,81.79513783576921,10.059366754617415,14.742744063324539,4.683377308707124,31.767337807606264,2.5065963060686016,8.146437994722955,5.639841688654354,69.23076923076923,0.0,1.2532981530343008,1.2532981530343008,100.0,6.167546174142481,8.87203166226913,2.704485488126649,30.483271375464685
1000,Formação Ponta Grossa,1848.67307640244,74,18,0,100.0,100.0,23.957737031648065,72.97297297297297,98.64864864864865,25.675675675675674,26.027397260273972,72.97297297297297,85.13513513513513,12.162162162162163,14.285714285714286,0.0,0.0,0.0,,63.51351351351351,95.94594594594594,32.432432432432435,33.80281690140845
1000,Formação Serra Geral,50682.87005918666,2016,126,51,76.32321500918704,24.006409363448117,72.89825120098382,89.78174603174604,96.6765873015873,6.894841269841271,7.131862493586454,57.688492063492056,67.7579365079365,10.069444444444445,14.86090775988287,7.688492063492064,12.053571428571429,4.365079365079365,36.21399176954733,80.70436507936508,89.38492063492063,8.680555555555555,9.711431742508324
1000,Formação Xaraiés,343.75923352279045,14,8,0,100.00000000000001,100.00000000000001,11.782155725455384,28.57142857142857,100.0,71.42857142857143,71.42857142857143,21.428571428571427,100.0,78.57142857142857,78.57142857142857,0.0,42.857142857142854,42.857142857142854,100.0,0.0,100.0,100.0,100.0
1000,Grupo Bauru,12528.337567810395,489,41,15,92.01809482426853,24.92870635104589,67.83721602400524,56.032719836400815,66.66666666666666,10.633946830265849,15.950920245398773,35.991820040899796,38.85480572597137,2.8629856850715747,7.368421052631579,0.0,0.0,0.0,,46.216768916155424,61.34969325153374,15.132924335378323,24.666666666666668
1000,Grupo Caiuá,119664.62021003172,4809,195,133,61.90209362730169,8.91787346612062,85.20341694884817,73.5495945102932,77.72925764192141,4.179663131628198,5.377207062600321,35.495945102932005,43.41859014348097,7.92264504054897,18.24712643678161,8.359326263256396,10.376377625285922,2.0170513620295276,19.438877755511022,60.92742773965482,67.24890829694323,6.321480557288417,9.400123685837972
1000,Grupo Corumbá,4809.995188364966,190,34,6,100.0,47.706764381941724,43.84888641827259,64.21052631578948,91.05263157894737,26.842105263157894,29.479768786127167,46.8421052631579,66.3157894736842,19.473684210526315,29.365079365079364,3.1578947368421053,11.578947368421053,8.421052631578947,72.72727272727273,17.894736842105264,66.84210526315789,48.94736842105264,73.22834645669292
1000,Grupo Cuiaba,7297.786607315828,294,35,8,100.0,28.6631830822048,53.69312020676795,85.03401360544217,96.93877551020408,11.904761904761903,12.280701754385966,44.5578231292517,62.585034013605444,18.027210884353742,28.804347826086957,12.585034013605442,12.585034013605442,0.0,0.0,51.02040816326531,62.585034013605444,11.564625850340136,18.47826086956522
