support_id,unit,unit_assignment_status,domain,domain_assignment_status,x_5880,y_5880
SP5-0031-0088,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7777500.0
SP5-0031-0089,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7782500.0
SP5-0031-0090,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7787500.0
SP5-0031-0091,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7792500.0
SP5-0031-0092,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7797500.0
SP5-0031-0093,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7802500.0
SP5-0031-0094,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7807500.0
SP5-0031-0095,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7812500.0
SP5-0031-0096,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7817500.0
SP5-0031-0097,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7822500.0
SP5-0031-0098,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7827500.0
SP5-0031-0099,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7832500.0
SP5-0031-0100,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7837500.0
SP5-0031-0101,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7842500.0
SP5-0031-0102,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7847500.0
SP5-0031-0103,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7852500.0
SP5-0031-0104,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7857500.0
SP5-0031-0105,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7862500.0
SP5-0031-0106,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7867500.0
SP5-0031-0107,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7872500.0
SP5-0031-0108,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7877500.0
SP5-0031-0109,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7882500.0
SP5-0031-0110,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7887500.0
SP5-0031-0111,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7892500.0
SP5-0031-0112,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7897500.0
SP5-0031-0113,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7902500.0
SP5-0031-0114,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7907500.0
SP5-0031-0115,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7912500.0
SP5-0031-0116,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7917500.0
SP5-0031-0117,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7922500.0
SP5-0031-0118,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7927500.0
SP5-0031-0119,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7932500.0
SP5-0031-0120,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7937500.0
SP5-0031-0121,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7942500.0
SP5-0031-0122,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7947500.0
SP5-0031-0123,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7952500.0
SP5-0031-0124,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7957500.0
SP5-0031-0125,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7962500.0
SP5-0031-0126,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7967500.0
SP5-0031-0127,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7972500.0
SP5-0031-0128,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7977500.0
SP5-0031-0129,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,7982500.0
SP5-0031-0130,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7987500.0
SP5-0031-0131,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7992500.0
SP5-0031-0132,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,7997500.0
SP5-0031-0133,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8002500.0
SP5-0031-0134,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8007500.0
SP5-0031-0135,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8012500.0
SP5-0031-0136,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8017500.0
SP5-0031-0137,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8022500.0
SP5-0031-0138,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8027500.0
SP5-0031-0139,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8032500.0
SP5-0031-0140,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8037500.0
SP5-0031-0141,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8042500.0
SP5-0031-0142,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8047500.0
SP5-0031-0143,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8052500.0
SP5-0031-0144,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8057500.0
SP5-0031-0145,Formação Pantanal,OK,Granular (Gr),OK,4717500.0,8062500.0
SP5-0031-0146,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,8067500.0
SP5-0031-0147,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,8072500.0
SP5-0031-0148,Depósitos aluvionares,OK,Granular (Gr),OK,4717500.0,8077500.0
SP5-0032-0041,Formação Aquidauana,OK,Granular (Gr),OK,4722500.0,7542500.0
SP5-0032-0042,Formação Aquidauana,OK,Granular (Gr),OK,4722500.0,7547500.0
SP5-0032-0043,Formação Aquidauana,OK,Granular (Gr),OK,4722500.0,7552500.0
SP5-0032-0044,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7557500.0
SP5-0032-0045,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7562500.0
SP5-0032-0046,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7567500.0
SP5-0032-0047,Formação Aquidauana,OK,Granular (Gr),OK,4722500.0,7572500.0
SP5-0032-0048,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7577500.0
SP5-0032-0049,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7582500.0
SP5-0032-0050,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7587500.0
SP5-0032-0051,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7592500.0
SP5-0032-0052,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7597500.0
SP5-0032-0053,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7602500.0
SP5-0032-0054,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7607500.0
SP5-0032-0055,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7612500.0
SP5-0032-0056,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7617500.0
SP5-0032-0057,Formação Xaraiés,OK,Cárstica (K),OK,4722500.0,7622500.0
SP5-0032-0058,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7627500.0
SP5-0032-0059,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7632500.0
SP5-0032-0060,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7637500.0
SP5-0032-0061,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7642500.0
SP5-0032-0062,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7647500.0
SP5-0032-0063,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7652500.0
SP5-0032-0064,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7657500.0
SP5-0032-0065,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7662500.0
SP5-0032-0066,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7667500.0
SP5-0032-0067,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7672500.0
SP5-0032-0068,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7677500.0
SP5-0032-0069,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7682500.0
SP5-0032-0070,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7687500.0
SP5-0032-0071,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7692500.0
SP5-0032-0072,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7697500.0
SP5-0032-0073,Grupo Corumbá,OK,Cárstica (K),OK,4722500.0,7702500.0
SP5-0032-0074,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4722500.0,7707500.0
SP5-0032-0075,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7712500.0
SP5-0032-0076,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7717500.0
SP5-0032-0077,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7722500.0
SP5-0032-0078,Grupo Cuiaba,OK,Cárstica (K),OK,4722500.0,7727500.0
SP5-0032-0079,Grupo Cuiaba,OK,Cárstica (K),OK,4722500.0,7732500.0
SP5-0032-0080,Grupo Cuiaba,OK,Cárstica (K),OK,4722500.0,7737500.0
SP5-0032-0081,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7742500.0
SP5-0032-0082,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7747500.0
SP5-0032-0083,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7752500.0
SP5-0032-0084,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7757500.0
SP5-0032-0085,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7762500.0
SP5-0032-0086,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7767500.0
SP5-0032-0087,Grupo Cuiaba,OK,Fraturada (Fr),OK,4722500.0,7772500.0
SP5-0032-0088,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7777500.0
SP5-0032-0089,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7782500.0
SP5-0032-0090,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7787500.0
SP5-0032-0091,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7792500.0
SP5-0032-0092,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7797500.0
SP5-0032-0093,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7802500.0
SP5-0032-0094,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7807500.0
SP5-0032-0095,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7812500.0
SP5-0032-0096,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7817500.0
SP5-0032-0097,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7822500.0
SP5-0032-0098,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7827500.0
SP5-0032-0099,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7832500.0
SP5-0032-0100,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7837500.0
SP5-0032-0101,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7842500.0
SP5-0032-0102,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7847500.0
SP5-0032-0103,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7852500.0
SP5-0032-0104,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7857500.0
SP5-0032-0105,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7862500.0
SP5-0032-0106,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7867500.0
SP5-0032-0107,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7872500.0
SP5-0032-0108,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7877500.0
SP5-0032-0109,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7882500.0
SP5-0032-0110,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7887500.0
SP5-0032-0111,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7892500.0
SP5-0032-0112,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7897500.0
SP5-0032-0113,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7902500.0
SP5-0032-0114,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7907500.0
SP5-0032-0115,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7912500.0
SP5-0032-0116,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7917500.0
SP5-0032-0117,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7922500.0
SP5-0032-0118,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7927500.0
SP5-0032-0119,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7932500.0
SP5-0032-0120,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7937500.0
SP5-0032-0121,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7942500.0
SP5-0032-0122,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7947500.0
SP5-0032-0123,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7952500.0
SP5-0032-0124,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7957500.0
SP5-0032-0125,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7962500.0
SP5-0032-0126,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7967500.0
SP5-0032-0127,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7972500.0
SP5-0032-0128,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7977500.0
SP5-0032-0129,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,7982500.0
SP5-0032-0130,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7987500.0
SP5-0032-0131,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7992500.0
SP5-0032-0132,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,7997500.0
SP5-0032-0133,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8002500.0
SP5-0032-0134,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8007500.0
SP5-0032-0135,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8012500.0
SP5-0032-0136,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8017500.0
SP5-0032-0137,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8022500.0
SP5-0032-0138,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8027500.0
SP5-0032-0139,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8032500.0
SP5-0032-0140,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8037500.0
SP5-0032-0141,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8042500.0
SP5-0032-0142,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8047500.0
SP5-0032-0143,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8052500.0
SP5-0032-0144,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8057500.0
SP5-0032-0145,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8062500.0
SP5-0032-0146,Formação Pantanal,OK,Granular (Gr),OK,4722500.0,8067500.0
SP5-0032-0147,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,8072500.0
SP5-0032-0148,Depósitos aluvionares,OK,Granular (Gr),OK,4722500.0,8077500.0
SP5-0033-0040,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7537500.0
SP5-0033-0041,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7542500.0
SP5-0033-0042,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7547500.0
SP5-0033-0043,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7552500.0
SP5-0033-0044,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7557500.0
SP5-0033-0045,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7562500.0
SP5-0033-0046,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7567500.0
SP5-0033-0047,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7572500.0
SP5-0033-0048,Formação Aquidauana,OK,Granular (Gr),OK,4727500.0,7577500.0
SP5-0033-0049,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7582500.0
SP5-0033-0050,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7587500.0
SP5-0033-0051,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7592500.0
SP5-0033-0052,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7597500.0
SP5-0033-0053,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7602500.0
SP5-0033-0054,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7607500.0
SP5-0033-0055,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7612500.0
SP5-0033-0056,Formação Xaraiés,OK,Cárstica (K),OK,4727500.0,7617500.0
SP5-0033-0057,Grupo Cuiaba,OK,Cárstica (K),OK,4727500.0,7622500.0
SP5-0033-0058,Grupo Cuiaba,OK,Cárstica (K),OK,4727500.0,7627500.0
SP5-0033-0059,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7632500.0
SP5-0033-0060,Formação Xaraiés,OK,Cárstica (K),OK,4727500.0,7637500.0
SP5-0033-0061,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7642500.0
SP5-0033-0062,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7647500.0
SP5-0033-0063,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7652500.0
SP5-0033-0064,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7657500.0
SP5-0033-0065,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7662500.0
SP5-0033-0066,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7667500.0
SP5-0033-0067,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7672500.0
SP5-0033-0068,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7677500.0
SP5-0033-0069,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7682500.0
SP5-0033-0070,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7687500.0
SP5-0033-0071,Grupo Corumbá,OK,Cárstica (K),OK,4727500.0,7692500.0
SP5-0033-0072,Grupo Cuiaba,OK,Cárstica (K),OK,4727500.0,7697500.0
SP5-0033-0073,Grupo Cuiaba,OK,Cárstica (K),OK,4727500.0,7702500.0
SP5-0033-0074,Grupo Cuiaba,OK,Cárstica (K),OK,4727500.0,7707500.0
SP5-0033-0075,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4727500.0,7712500.0
SP5-0033-0076,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4727500.0,7717500.0
SP5-0033-0077,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4727500.0,7722500.0
SP5-0033-0078,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4727500.0,7727500.0
SP5-0033-0079,Embasamento Indiferenciado,OK,Fraturada (Fr),OK,4727500.0,7732500.0
SP5-0033-0080,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7737500.0
SP5-0033-0081,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7742500.0
SP5-0033-0082,Grupo Cuiaba,OK,Fraturada (Fr),OK,4727500.0,7747500.0
SP5-0033-0083,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7752500.0
SP5-0033-0084,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7757500.0
SP5-0033-0085,Grupo Cuiaba,OK,Fraturada (Fr),OK,4727500.0,7762500.0
SP5-0033-0086,Grupo Cuiaba,OK,Fraturada (Fr),OK,4727500.0,7767500.0
SP5-0033-0087,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7772500.0
SP5-0033-0088,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7777500.0
SP5-0033-0089,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7782500.0
SP5-0033-0090,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7787500.0
SP5-0033-0091,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7792500.0
SP5-0033-0092,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7797500.0
SP5-0033-0093,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7802500.0
SP5-0033-0094,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7807500.0
SP5-0033-0095,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7812500.0
SP5-0033-0096,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7817500.0
SP5-0033-0097,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7822500.0
SP5-0033-0098,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7827500.0
SP5-0033-0099,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7832500.0
SP5-0033-0100,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7837500.0
SP5-0033-0101,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7842500.0
SP5-0033-0102,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7847500.0
SP5-0033-0103,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7852500.0
SP5-0033-0104,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7857500.0
SP5-0033-0105,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7862500.0
SP5-0033-0106,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7867500.0
SP5-0033-0107,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7872500.0
SP5-0033-0108,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7877500.0
SP5-0033-0109,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7882500.0
SP5-0033-0110,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7887500.0
SP5-0033-0111,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7892500.0
SP5-0033-0112,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7897500.0
SP5-0033-0113,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7902500.0
SP5-0033-0114,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7907500.0
SP5-0033-0115,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7912500.0
SP5-0033-0116,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7917500.0
SP5-0033-0117,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7922500.0
SP5-0033-0118,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7927500.0
SP5-0033-0119,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7932500.0
SP5-0033-0120,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7937500.0
SP5-0033-0121,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7942500.0
SP5-0033-0122,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7947500.0
SP5-0033-0123,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7952500.0
SP5-0033-0124,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7957500.0
SP5-0033-0125,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7962500.0
SP5-0033-0126,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7967500.0
SP5-0033-0127,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7972500.0
SP5-0033-0128,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7977500.0
SP5-0033-0129,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,7982500.0
SP5-0033-0130,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7987500.0
SP5-0033-0131,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7992500.0
SP5-0033-0132,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,7997500.0
SP5-0033-0133,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8002500.0
SP5-0033-0134,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8007500.0
SP5-0033-0135,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8012500.0
SP5-0033-0136,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8017500.0
SP5-0033-0137,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8022500.0
SP5-0033-0138,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8027500.0
SP5-0033-0139,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8032500.0
SP5-0033-0140,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8037500.0
SP5-0033-0141,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8042500.0
SP5-0033-0142,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8047500.0
SP5-0033-0143,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8052500.0
SP5-0033-0144,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8057500.0
SP5-0033-0145,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8062500.0
SP5-0033-0146,Formação Pantanal,OK,Granular (Gr),OK,4727500.0,8067500.0
SP5-0033-0147,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,8072500.0
SP5-0033-0148,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,8077500.0
SP5-0033-0149,Depósitos aluvionares,OK,Granular (Gr),OK,4727500.0,8082500.0
SP5-0034-0041,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7542500.0
SP5-0034-0042,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7547500.0
SP5-0034-0043,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7552500.0
SP5-0034-0044,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7557500.0
SP5-0034-0045,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7562500.0
SP5-0034-0046,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7567500.0
SP5-0034-0047,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7572500.0
SP5-0034-0048,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7577500.0
SP5-0034-0049,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7582500.0
SP5-0034-0050,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7587500.0
SP5-0034-0051,Formação Aquidauana,OK,Granular (Gr),OK,4732500.0,7592500.0
SP5-0034-0052,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7597500.0
SP5-0034-0053,Grupo Cuiaba,OK,Cárstica (K),OK,4732500.0,7602500.0
SP5-0034-0054,Grupo Cuiaba,OK,Cárstica (K),OK,4732500.0,7607500.0
SP5-0034-0055,Grupo Cuiaba,OK,Cárstica (K),OK,4732500.0,7612500.0
SP5-0034-0056,Grupo Cuiaba,OK,Cárstica (K),OK,4732500.0,7617500.0
SP5-0034-0057,Formação Xaraiés,OK,Cárstica (K),OK,4732500.0,7622500.0
SP5-0034-0058,Formação Xaraiés,OK,Cárstica (K),OK,4732500.0,7627500.0
SP5-0034-0059,Formação Xaraiés,OK,Cárstica (K),OK,4732500.0,7632500.0
SP5-0034-0060,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7637500.0
SP5-0034-0061,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7642500.0
SP5-0034-0062,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7647500.0
SP5-0034-0063,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7652500.0
SP5-0034-0064,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7657500.0
SP5-0034-0065,Grupo Corumbá,OK,Cárstica (K),OK,4732500.0,7662500.0
