support_id,unit,unit_assignment_status,domain,domain_assignment_status,x_5880,y_5880
SP5-0069-0111,Formação Ponta Grossa,OK,Granular (Gr),OK,4907500.0,7892500.0
SP5-0069-0112,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7897500.0
SP5-0069-0113,Formação Aquidauana,OK,Granular (Gr),OK,4907500.0,7902500.0
SP5-0069-0114,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7907500.0
SP5-0069-0115,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7912500.0
SP5-0069-0116,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7917500.0
SP5-0069-0117,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7922500.0
SP5-0069-0118,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7927500.0
SP5-0069-0119,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7932500.0
SP5-0069-0120,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7937500.0
SP5-0069-0121,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7942500.0
SP5-0069-0122,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7947500.0
SP5-0069-0123,Formação Furnas,OK,Granular (Gr),OK,4907500.0,7952500.0
SP5-0069-0124,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,7957500.0
SP5-0069-0125,Grupo Cuiaba,OK,Fraturada (Fr),OK,4907500.0,7962500.0
SP5-0069-0126,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,7967500.0
SP5-0069-0127,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,7972500.0
SP5-0069-0128,Grupo Cuiaba,OK,Fraturada (Fr),OK,4907500.0,7977500.0
SP5-0069-0129,Grupo Cuiaba,OK,Fraturada (Fr),OK,4907500.0,7982500.0
SP5-0069-0130,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,7987500.0
SP5-0069-0131,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,7992500.0
SP5-0069-0132,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,7997500.0
SP5-0069-0133,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,8002500.0
SP5-0069-0134,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,8007500.0
SP5-0069-0135,Formação Pantanal,OK,Granular (Gr),OK,4907500.0,8012500.0
SP5-0069-0136,Formação Furnas,OK,Granular (Gr),OK,4907500.0,8017500.0
SP5-0069-0137,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,8022500.0
SP5-0069-0138,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,8027500.0
SP5-0069-0139,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,8032500.0
SP5-0069-0140,Formação Furnas,OK,Granular (Gr),OK,4907500.0,8037500.0
SP5-0069-0141,Formação Cachoeirinha,OK,Granular (Gr),OK,4907500.0,8042500.0
SP5-0069-0142,Grupo Rio Ivaí,OK,Granular (Gr),OK,4907500.0,8047500.0
SP5-0070-0004,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7357500.0
SP5-0070-0005,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7362500.0
SP5-0070-0006,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7367500.0
SP5-0070-0007,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7372500.0
SP5-0070-0008,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7377500.0
SP5-0070-0009,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7382500.0
SP5-0070-0010,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7387500.0
SP5-0070-0011,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7392500.0
SP5-0070-0012,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7397500.0
SP5-0070-0013,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7402500.0
SP5-0070-0014,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7407500.0
SP5-0070-0015,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7412500.0
SP5-0070-0016,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7417500.0
SP5-0070-0017,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7422500.0
SP5-0070-0018,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7427500.0
SP5-0070-0019,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7432500.0
SP5-0070-0020,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7437500.0
SP5-0070-0021,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7442500.0
SP5-0070-0022,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7447500.0
SP5-0070-0023,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7452500.0
SP5-0070-0024,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7457500.0
SP5-0070-0025,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7462500.0
SP5-0070-0026,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7467500.0
SP5-0070-0027,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7472500.0
SP5-0070-0028,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7477500.0
SP5-0070-0029,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7482500.0
SP5-0070-0030,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7487500.0
SP5-0070-0031,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7492500.0
SP5-0070-0032,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7497500.0
SP5-0070-0033,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7502500.0
SP5-0070-0034,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7507500.0
SP5-0070-0035,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7512500.0
SP5-0070-0036,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7517500.0
SP5-0070-0037,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7522500.0
SP5-0070-0038,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7527500.0
SP5-0070-0039,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7532500.0
SP5-0070-0040,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7537500.0
SP5-0070-0041,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7542500.0
SP5-0070-0042,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7547500.0
SP5-0070-0043,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7552500.0
SP5-0070-0044,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7557500.0
SP5-0070-0045,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7562500.0
SP5-0070-0046,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7567500.0
SP5-0070-0047,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7572500.0
SP5-0070-0048,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7577500.0
SP5-0070-0049,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7582500.0
SP5-0070-0050,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7587500.0
SP5-0070-0051,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7592500.0
SP5-0070-0052,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7597500.0
SP5-0070-0053,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7602500.0
SP5-0070-0054,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7607500.0
SP5-0070-0055,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7612500.0
SP5-0070-0056,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7617500.0
SP5-0070-0057,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7622500.0
SP5-0070-0058,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7627500.0
SP5-0070-0059,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7632500.0
SP5-0070-0060,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7637500.0
SP5-0070-0061,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7642500.0
SP5-0070-0062,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7647500.0
SP5-0070-0063,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7652500.0
SP5-0070-0064,Grupo Caiuá,OK,Granular (Gr),OK,4912500.0,7657500.0
SP5-0070-0065,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7662500.0
SP5-0070-0066,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7667500.0
SP5-0070-0067,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7672500.0
SP5-0070-0068,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7677500.0
SP5-0070-0069,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7682500.0
SP5-0070-0070,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7687500.0
SP5-0070-0071,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7692500.0
SP5-0070-0072,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7697500.0
SP5-0070-0073,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7702500.0
SP5-0070-0074,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7707500.0
SP5-0070-0075,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7712500.0
SP5-0070-0076,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7717500.0
SP5-0070-0077,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7722500.0
SP5-0070-0078,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7727500.0
SP5-0070-0079,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7732500.0
SP5-0070-0080,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7737500.0
SP5-0070-0081,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7742500.0
SP5-0070-0082,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7747500.0
SP5-0070-0083,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7752500.0
SP5-0070-0084,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7757500.0
SP5-0070-0085,Formação Serra Geral,OK,Fraturada (Fr),OK,4912500.0,7762500.0
SP5-0070-0086,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7767500.0
SP5-0070-0087,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7772500.0
SP5-0070-0088,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7777500.0
SP5-0070-0089,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7782500.0
SP5-0070-0090,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7787500.0
SP5-0070-0091,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7792500.0
SP5-0070-0092,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7797500.0
SP5-0070-0093,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7802500.0
SP5-0070-0094,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7807500.0
SP5-0070-0095,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7812500.0
SP5-0070-0096,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7817500.0
SP5-0070-0097,Formação Botucatu,OK,Granular (Gr),OK,4912500.0,7822500.0
SP5-0070-0098,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7827500.0
SP5-0070-0099,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7832500.0
SP5-0070-0100,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7837500.0
SP5-0070-0101,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7842500.0
SP5-0070-0102,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7847500.0
SP5-0070-0103,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7852500.0
SP5-0070-0104,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7857500.0
SP5-0070-0105,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7862500.0
SP5-0070-0106,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7867500.0
SP5-0070-0107,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7872500.0
SP5-0070-0108,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7877500.0
SP5-0070-0109,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7882500.0
SP5-0070-0110,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7887500.0
SP5-0070-0111,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7892500.0
SP5-0070-0112,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7897500.0
SP5-0070-0113,Formação Aquidauana,OK,Granular (Gr),OK,4912500.0,7902500.0
SP5-0070-0114,Formação Ponta Grossa,OK,Granular (Gr),OK,4912500.0,7907500.0
SP5-0070-0115,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7912500.0
SP5-0070-0116,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7917500.0
SP5-0070-0117,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7922500.0
SP5-0070-0118,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7927500.0
SP5-0070-0119,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7932500.0
SP5-0070-0120,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7937500.0
SP5-0070-0121,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7942500.0
SP5-0070-0122,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7947500.0
SP5-0070-0123,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7952500.0
SP5-0070-0124,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,7957500.0
SP5-0070-0125,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,7962500.0
SP5-0070-0126,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,7967500.0
SP5-0070-0127,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7972500.0
SP5-0070-0128,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7977500.0
SP5-0070-0129,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7982500.0
SP5-0070-0130,Formação Furnas,OK,Granular (Gr),OK,4912500.0,7987500.0
SP5-0070-0131,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,7992500.0
SP5-0070-0132,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,7997500.0
SP5-0070-0133,Formação Pantanal,OK,Granular (Gr),OK,4912500.0,8002500.0
SP5-0070-0134,Formação Pantanal,OK,Granular (Gr),OK,4912500.0,8007500.0
SP5-0070-0135,Formação Pantanal,OK,Granular (Gr),OK,4912500.0,8012500.0
SP5-0070-0136,Formação Furnas,OK,Granular (Gr),OK,4912500.0,8017500.0
SP5-0070-0137,Formação Cachoeirinha,OK,Granular (Gr),OK,4912500.0,8022500.0
SP5-0070-0138,Formação Cachoeirinha,OK,Granular (Gr),OK,4912500.0,8027500.0
SP5-0070-0139,Formação Cachoeirinha,OK,Granular (Gr),OK,4912500.0,8032500.0
SP5-0070-0140,Grupo Rio Ivaí,OK,Granular (Gr),OK,4912500.0,8037500.0
SP5-0070-0141,Formação Furnas,OK,Granular (Gr),OK,4912500.0,8042500.0
SP5-0070-0142,Formação Cachoeirinha,OK,Granular (Gr),OK,4912500.0,8047500.0
SP5-0071-0004,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7357500.0
SP5-0071-0005,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7362500.0
SP5-0071-0006,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7367500.0
SP5-0071-0007,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7372500.0
SP5-0071-0008,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7377500.0
SP5-0071-0009,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7382500.0
SP5-0071-0010,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7387500.0
SP5-0071-0011,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7392500.0
SP5-0071-0012,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7397500.0
SP5-0071-0013,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7402500.0
SP5-0071-0014,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7407500.0
SP5-0071-0015,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7412500.0
SP5-0071-0016,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7417500.0
SP5-0071-0017,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7422500.0
SP5-0071-0018,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7427500.0
SP5-0071-0019,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7432500.0
SP5-0071-0020,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7437500.0
SP5-0071-0021,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7442500.0
SP5-0071-0022,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7447500.0
SP5-0071-0023,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7452500.0
SP5-0071-0024,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7457500.0
SP5-0071-0025,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7462500.0
SP5-0071-0026,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7467500.0
SP5-0071-0027,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7472500.0
SP5-0071-0028,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7477500.0
SP5-0071-0029,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7482500.0
SP5-0071-0030,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7487500.0
SP5-0071-0031,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7492500.0
SP5-0071-0032,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7497500.0
SP5-0071-0033,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7502500.0
SP5-0071-0034,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7507500.0
SP5-0071-0035,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7512500.0
SP5-0071-0036,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7517500.0
SP5-0071-0037,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7522500.0
SP5-0071-0038,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7527500.0
SP5-0071-0039,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7532500.0
SP5-0071-0040,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7537500.0
SP5-0071-0041,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7542500.0
SP5-0071-0042,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7547500.0
SP5-0071-0043,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7552500.0
SP5-0071-0044,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7557500.0
SP5-0071-0045,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7562500.0
SP5-0071-0046,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7567500.0
SP5-0071-0047,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7572500.0
SP5-0071-0048,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7577500.0
SP5-0071-0049,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7582500.0
SP5-0071-0050,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7587500.0
SP5-0071-0051,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7592500.0
SP5-0071-0052,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7597500.0
SP5-0071-0053,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7602500.0
SP5-0071-0054,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7607500.0
SP5-0071-0055,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7612500.0
SP5-0071-0056,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7617500.0
SP5-0071-0057,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7622500.0
SP5-0071-0058,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7627500.0
SP5-0071-0059,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7632500.0
SP5-0071-0060,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7637500.0
SP5-0071-0061,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7642500.0
SP5-0071-0062,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7647500.0
SP5-0071-0063,Grupo Caiuá,OK,Granular (Gr),OK,4917500.0,7652500.0
SP5-0071-0064,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7657500.0
SP5-0071-0065,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7662500.0
SP5-0071-0066,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7667500.0
SP5-0071-0067,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7672500.0
SP5-0071-0068,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7677500.0
SP5-0071-0069,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7682500.0
SP5-0071-0070,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7687500.0
SP5-0071-0071,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7692500.0
SP5-0071-0072,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7697500.0
SP5-0071-0073,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7702500.0
SP5-0071-0074,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7707500.0
SP5-0071-0075,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7712500.0
SP5-0071-0076,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7717500.0
SP5-0071-0077,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7722500.0
SP5-0071-0078,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7727500.0
SP5-0071-0079,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7732500.0
SP5-0071-0080,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7737500.0
SP5-0071-0081,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7742500.0
SP5-0071-0082,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7747500.0
SP5-0071-0083,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7752500.0
SP5-0071-0084,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7757500.0
SP5-0071-0085,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7762500.0
SP5-0071-0086,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7767500.0
SP5-0071-0087,Formação Serra Geral,OK,Fraturada (Fr),OK,4917500.0,7772500.0
SP5-0071-0088,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7777500.0
SP5-0071-0089,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7782500.0
SP5-0071-0090,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7787500.0
SP5-0071-0091,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7792500.0
SP5-0071-0092,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7797500.0
SP5-0071-0093,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7802500.0
SP5-0071-0094,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7807500.0
SP5-0071-0095,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7812500.0
SP5-0071-0096,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7817500.0
SP5-0071-0097,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7822500.0
SP5-0071-0098,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7827500.0
SP5-0071-0099,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7832500.0
SP5-0071-0100,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7837500.0
SP5-0071-0101,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7842500.0
SP5-0071-0102,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7847500.0
SP5-0071-0103,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7852500.0
SP5-0071-0104,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7857500.0
SP5-0071-0105,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7862500.0
SP5-0071-0106,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7867500.0
SP5-0071-0107,Formação Botucatu,OK,Granular (Gr),OK,4917500.0,7872500.0
SP5-0071-0108,Grupo Bauru,OK,Granular (Gr),OK,4917500.0,7877500.0
SP5-0071-0109,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7882500.0
SP5-0071-0110,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7887500.0
SP5-0071-0111,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7892500.0
SP5-0071-0112,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7897500.0
SP5-0071-0113,Formação Aquidauana,OK,Granular (Gr),OK,4917500.0,7902500.0
SP5-0071-0114,Formação Ponta Grossa,OK,Granular (Gr),OK,4917500.0,7907500.0
SP5-0071-0115,Formação Ponta Grossa,OK,Granular (Gr),OK,4917500.0,7912500.0
SP5-0071-0116,Formação Ponta Grossa,OK,Granular (Gr),OK,4917500.0,7917500.0
SP5-0071-0117,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7922500.0
SP5-0071-0118,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7927500.0
SP5-0071-0119,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7932500.0
SP5-0071-0120,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7937500.0
SP5-0071-0121,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7942500.0
SP5-0071-0122,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7947500.0
SP5-0071-0123,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7952500.0
SP5-0071-0124,Grupo Rio Ivaí,OK,Granular (Gr),OK,4917500.0,7957500.0
SP5-0071-0125,Grupo Rio Ivaí,OK,Granular (Gr),OK,4917500.0,7962500.0
SP5-0071-0126,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7967500.0
SP5-0071-0127,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7972500.0
SP5-0071-0128,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7977500.0
SP5-0071-0129,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7982500.0
SP5-0071-0130,Formação Furnas,OK,Granular (Gr),OK,4917500.0,7987500.0
SP5-0071-0131,Grupo Rio Ivaí,OK,Granular (Gr),OK,4917500.0,7992500.0
