cell_id,scale_km2,variant,area_effective_km2,area_effective_pct_nominal,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,gap_E01_median_km,gap_E01_p90_km,gap_E07_median_km,gap_E07_p90_km,gap_E09_median_km,gap_E09_p90_km,gap_E10_median_km,gap_E10_p90_km,hydro_support_points_n,hydro_support_units_n,hydro_support_dominant_pct,hydro_support_entropy,hydro_support_classes_n
SCALE-100-O00-00075,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,11.68004278711229,13.856307516767483,11.720866175785545,13.856307516767483,34.64856690987315,37.252108549345415,12.126153622455792,14.367160743305753,4,1,100.0,,1
SCALE-100-O00-00076,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,15.195861607808439,17.675861630884803,19.472203956371622,20.465363899507103,33.61285192632696,36.138213298125834,15.362339977810654,18.02355451402768,4,1,100.0,,1
SCALE-100-O00-00077,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,7.582472299929886,9.973264513192367,15.957294418707363,18.061404930089413,35.563178235812636,38.172599640332585,7.582472299929886,9.973264513192367,4,1,100.0,,1
SCALE-100-O00-00078,100,O00,100.00000000000786,100.00000000000786,4,4,4,4,4,3,0,0,0,3,0,3,3.5411966186438235,4.050376297871952,11.237842671268432,13.685274902346514,39.977653481007216,42.51953221073997,3.5411966186438235,4.050376297871952,4,1,100.0,,1
SCALE-100-O00-00079,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,6.245407257583615,8.563910512434425,13.708807029978463,16.06103958897235,46.1563992385134,48.56617032994228,6.495340434833623,8.713870418784431,4,1,100.0,,1
SCALE-100-O00-00080,100,O00,4.829236200101649,4.829236200101649,0,0,0,0,0,0,0,0,0,0,0,0,6.0284352050741,6.0284352050741,16.914940629948756,16.914940629948756,53.11809826807473,53.11809826807473,6.0284352050741,6.0284352050741,1,1,100.0,,1
SCALE-100-O00-00081,100,O00,0.3344902108757558,0.3344902108757558,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0
SCALE-100-O00-00082,100,O00,92.70706568750016,92.70706568750016,0,0,0,0,0,0,0,0,0,0,0,0,37.745070846550696,39.745279758447985,43.11217676316846,44.66055274211442,118.24293749292931,118.26926161478974,37.83492595496936,39.76325078013172,3,1,100.0,,1
SCALE-100-O00-00083,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,28.205738667545695,31.484803330602368,34.83232700565971,38.06674130005623,109.90649486754015,112.76476122648013,28.205738667545695,31.484803330602368,4,1,100.0,,1
SCALE-100-O00-00084,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,17.953945108987273,21.252349371364456,24.441069373245888,28.006538274639993,99.72315841979088,103.3329318351479,17.953945108987273,21.252349371364456,5,1,100.0,,1
SCALE-100-O00-00085,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,7.913463492510679,8.003558899981938,14.855528972554673,16.8234462400664,90.6993183786387,92.59187429047576,7.913463492510679,8.003558899981938,3,1,100.0,,1
SCALE-100-O00-00086,100,O00,100.00000000000786,100.00000000000786,2,2,2,2,2,2,0,0,0,2,0,1,2.7402799948700016,4.756305466912017,8.556311977105683,10.911585086891503,81.1339220242782,83.73113261827658,2.7402799948700016,5.152805084871257,4,1,100.0,,1
SCALE-100-O00-00087,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,9.7425208886316,12.070353410798083,12.25576419278559,14.410696131486535,72.90198531870493,75.44682516067196,9.959388354706164,12.293620760045625,4,1,100.0,,1
SCALE-100-O00-00088,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,14.606949794216657,17.25367998140946,18.29906532380624,20.927271256733366,65.16582036264384,67.62721305719262,14.606949794216657,17.25367998140946,4,1,100.0,,1
SCALE-100-O00-00089,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,17.103379976898957,20.072029121700435,24.513378250719093,27.07546561793033,57.90508156348197,58.25303157318959,17.103379976898957,20.072029121700435,3,1,100.0,,1
SCALE-100-O00-00090,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,11.858057623541772,15.599877330065508,18.6178139075504,22.481895131640155,48.48180601596784,52.19664861907997,11.858057623541772,15.599877330065508,5,1,100.0,,1
SCALE-100-O00-00091,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,15.13283133386208,17.66332911731719,16.133247390347393,19.475012361131874,43.17933064836133,47.24221610333986,15.349962577461078,17.793607863476588,4,1,100.0,,1
SCALE-100-O00-00092,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,18.674239305572588,21.35126734535359,21.77735678125782,22.79201426128983,41.3980865841871,45.36142450590453,19.21328815156792,21.45907711455266,3,1,100.0,,1
SCALE-100-O00-00093,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,10.262385624096737,12.66605662288277,16.423903858130053,18.91511148537254,44.06084499846101,46.649384459021114,10.262385624096737,12.66605662288277,4,1,100.0,,1
SCALE-100-O00-00094,100,O00,100.00000000000786,100.00000000000786,3,3,3,3,3,3,0,0,0,3,0,3,3.367187635244029,5.020046521384685,6.904517768412703,9.164378176086922,46.6403237565446,49.267892575473056,3.367187635244029,5.020046521384685,4,1,100.0,,1
SCALE-100-O00-00095,100,O00,100.00000000000786,100.00000000000786,18,18,16,18,18,17,3,3,0,14,4,15,1.6979797917399986,2.9228028983750525,4.596599135200546,5.5994405023280365,50.24544431876591,53.56890515082516,1.6979797917399986,2.9228028983750525,3,1,100.0,,1
SCALE-100-O00-00096,100,O00,81.538268454259,81.538268454259,4,3,3,3,3,3,0,0,0,3,0,3,4.709913078101649,5.65055208754214,14.48875888185266,14.844826403423374,56.62387044278379,59.597287471477976,4.709913078101649,5.65055208754214,3,1,100.0,,1
SCALE-100-O00-00097,100,O00,19.40393754490642,19.40393754490642,0,0,0,0,0,0,0,0,0,0,0,0,38.76389734115624,38.76389734115624,45.291487307072245,45.291487307072245,113.36044852058944,113.36044852058944,42.8193048380282,42.8193048380282,1,1,100.0,,1
SCALE-100-O00-00098,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,30.417564051515523,32.52635531131905,40.12688053801284,40.33863931144895,110.19186885539037,114.07782594300717,34.17408415571636,37.355802964455876,4,2,75.0,0.8112781244591328,2
SCALE-100-O00-00099,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,22.922650100634044,25.749575281545187,32.5935941314134,35.38583719707696,107.96976365162254,110.86024014990336,23.78406995156996,27.41529689349685,5,2,80.0,0.7219280948873623,2
SCALE-100-O00-00100,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,13.694955666736572,16.3903552493748,22.929232016869612,26.74350943784347,98.67180208858086,101.44814354903606,13.694955666736572,16.3903552493748,4,1,100.0,,1
SCALE-100-O00-00101,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,6.28351645572149,10.376650787418086,16.824566006348544,20.899945422930525,90.09706873052363,93.45708746701327,6.28351645572149,10.376650787418086,4,1,100.0,,1
SCALE-100-O00-00102,100,O00,100.00000000000786,100.00000000000786,1,1,1,1,1,1,0,0,0,1,0,1,7.421747027604907,8.769806162885933,16.601292759147917,19.677856575310855,83.32655086258366,85.8458596653749,7.421747027604907,8.769806162885933,3,1,100.0,,1
SCALE-100-O00-00103,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,16.728012551365296,18.206026196737465,22.33660202943882,25.299004142123003,75.6635454349431,75.66650242673828,16.728012551365296,18.206026196737465,3,1,100.0,,1
SCALE-100-O00-00104,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,22.862690853487315,26.65480035823036,27.329301517530972,31.526504526425335,66.98446755844041,69.11519426519449,22.862690853487315,26.65480035823036,4,1,100.0,,1
SCALE-100-O00-00105,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,23.923723017074934,26.8379991504964,30.57751755264295,33.343062033579166,60.986278400807656,63.467709717952495,23.923723017074934,26.8379991504964,4,1,100.0,,1
SCALE-100-O00-00106,100,O00,100.00000000000786,100.00000000000786,0,0,0,0,0,0,0,0,0,0,0,0,21.726100553581265,25.129817494231325,26.20880060787048,29.7171423992014,55.09786937572135,58.72560179641026,21.726100553581265,25.129817494231325,5,1,100.0,,1
