cell_id,scale_km2,variant,area_effective_km2,area_effective_pct_nominal,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,gap_E01_median_km,gap_E01_p90_km,gap_E07_median_km,gap_E07_p90_km,gap_E09_median_km,gap_E09_p90_km,gap_E10_median_km,gap_E10_p90_km,hydro_support_points_n,hydro_support_units_n,hydro_support_dominant_pct,hydro_support_entropy,hydro_support_classes_n
SCALE-1000-O00-00001,1000,O00,1.403442840943237,0.1403442840943237,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0
SCALE-1000-O00-00002,1000,O00,3.210240193438637,0.32102401934386365,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0
SCALE-1000-O00-00003,1000,O00,28.644078713823372,2.8644078713823373,0,0,0,0,0,0,0,0,0,0,0,0,6.424187854182392,6.424187854182392,10.257877670688476,10.257877670688476,16.710920775971083,16.710920775971083,6.424187854182392,6.424187854182392,1,1,100.0,,1
SCALE-1000-O00-00004,1000,O00,116.32899926364401,11.6328999263644,8,8,7,8,8,8,3,3,0,5,5,6,3.0653795643130146,5.781764308022798,6.911766490506237,10.37470710854222,101.09370857752484,101.43515599917141,3.0653795643130146,5.781764308022798,5,1,100.0,,1
SCALE-1000-O00-00005,1000,O00,882.424123183556,88.2424123183556,3,3,3,3,3,3,3,3,0,1,3,3,9.683929099096778,18.167209630558006,10.017684826350786,18.68029995744269,81.41905766653454,95.9697705782539,13.77315225385867,19.098280508914137,35,1,100.0,,1
SCALE-1000-O00-00006,1000,O00,613.0405743185787,61.30405743185787,5,5,5,5,5,5,2,1,0,2,2,4,13.890267364716522,16.475857386342813,13.976319916350336,16.55563051814971,51.09632095043892,61.03753741301595,17.814055004854353,22.904461811836743,22,1,100.0,,1
SCALE-1000-O00-00007,1000,O00,457.10667930018633,45.71066793001863,13,13,13,13,13,13,9,9,1,2,12,1,5.20012239518145,8.426210264280762,5.338328629178812,8.745859622747446,15.47871171772574,26.68365723265597,6.167381772406824,11.239527042136597,19,1,100.0,,1
SCALE-1000-O00-00008,1000,O00,847.9687751622524,84.79687751622524,42,41,39,41,41,39,12,12,0,19,20,22,5.003267906640046,9.077087567469968,6.849183106102887,12.368500325160277,19.87671722760731,29.255894688300735,5.946844891173875,12.115940724968318,35,2,88.57142857142857,0.5127091420308771,1
SCALE-1000-O00-00009,1000,O00,899.0093507174781,89.90093507174781,0,0,0,0,0,0,0,0,0,0,0,0,21.80378063827387,31.35570753084381,26.061205534829192,36.10477458321676,102.75718442358743,113.05392737606236,21.80378063827387,31.35570753084381,34,1,100.0,,1
SCALE-1000-O00-00010,1000,O00,1000.0000000000462,100.00000000000462,9,9,9,9,9,9,3,3,0,6,4,4,7.474452438785862,15.075680492734062,9.084836653907054,15.361640013198551,72.76247637513957,84.46420959172876,8.179279396215415,15.075680492734062,42,1,100.0,,1
SCALE-1000-O00-00011,1000,O00,1000.0000000000462,100.00000000000462,19,18,17,17,17,17,8,8,0,8,13,6,10.098835143390469,15.54522258597115,14.089206241321303,21.991713568014003,44.3368376665005,55.40204725737828,10.351460489050506,17.103379976898957,41,1,100.0,,1
SCALE-1000-O00-00012,1000,O00,1000.0000000000462,100.00000000000462,3,2,2,2,2,2,0,0,0,2,0,3,9.028211231338805,16.577997353546422,13.951949065944362,19.127348820734206,31.881451649552233,42.01118894199555,9.19008698264341,16.968833592024616,40,1,100.0,,1
SCALE-1000-O00-00013,1000,O00,556.6526560683305,55.66526560683306,20,18,18,18,18,16,0,0,0,17,0,18,4.770847534419259,8.925600597442907,12.570823679944898,16.72761347713522,43.290245089632,56.62387044278379,6.0284352050741,16.453224915432486,21,2,95.23809523809523,0.2761954276479391,1
SCALE-1000-O00-00014,1000,O00,472.30636329660996,47.230636329660996,0,0,0,0,0,0,0,0,0,0,0,0,24.433070680995925,35.908877765816825,30.51003332362912,43.11217676316846,102.93769755377956,114.40149059229871,31.11492790055869,39.58466827678117,21,2,57.14285714285714,0.9852281360342515,3
SCALE-1000-O00-00015,1000,O00,1000.0000000000462,100.00000000000462,0,0,0,0,0,0,0,0,0,0,0,0,12.976173344173317,19.01890935733905,21.5331655079888,27.93884399998217,93.06501326843502,104.07754029787286,14.518472597658851,23.13714775918464,41,2,92.6829268292683,0.3776463213737003,2
SCALE-1000-O00-00016,1000,O00,1000.0000000000462,100.00000000000462,0,0,0,0,0,0,0,0,0,0,0,0,22.58392684130653,33.19890635103978,30.244662154383057,39.871790095014404,73.34955841757419,80.48875599665418,23.592443363519234,33.862943364972566,36,1,100.0,,1
SCALE-1000-O00-00017,1000,O00,1000.0000000000462,100.00000000000462,0,0,0,0,0,0,0,0,0,0,0,0,22.56742757022525,29.6157537937716,31.15011121506928,41.03692848044196,61.94266638984512,70.97895905987383,22.56742757022525,29.6157537937716,41,1,100.0,,1
SCALE-1000-O00-00018,1000,O00,1000.0000000000462,100.00000000000462,26,24,20,24,24,23,4,4,0,18,6,21,4.704827743901123,11.29268171586601,15.38470388757246,21.846606918955693,62.57826293778889,72.09893464061587,4.968185328477174,11.29268171586601,41,1,100.0,,1
SCALE-1000-O00-00019,1000,O00,703.1974532685759,70.3197453268576,1,1,1,1,1,1,0,0,0,1,0,1,11.16337342588484,18.831460233219566,31.660068406878928,42.88834197975754,71.35088125152521,76.45338601737186,11.47068671435446,18.831460233219566,28,2,57.14285714285714,0.9852281360342515,2
SCALE-1000-O00-00020,1000,O00,0.7868386305493345,0.07868386305493344,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0
SCALE-1000-O00-00021,1000,O00,158.23825009377998,15.823825009377998,16,15,13,15,15,15,10,10,0,6,13,3,4.435922887436376,7.400073802304764,4.435922887436376,7.614838055661503,63.463728863657984,71.22986876156791,4.527221200494823,7.643018572803603,5,1,100.0,,1
SCALE-1000-O00-00022,1000,O00,999.9999783244283,99.99999783244283,38,34,32,31,30,29,17,17,0,10,24,7,5.549429530209014,10.190043184074847,6.190883619429252,12.562143915982961,76.1362310475902,87.33092426527203,11.417246001308422,17.857236203211578,40,2,87.5,0.5435644431995964,3
SCALE-1000-O00-00023,1000,O00,1000.0000000000462,100.00000000000462,12,12,10,9,9,9,2,2,0,5,4,2,8.690451441482418,16.55284215912183,18.77619334244061,27.968848954745795,64.75668563309613,75.95679521793485,10.313275878306374,22.26024899429589,41,2,63.41463414634146,0.9474351361840307,2
SCALE-1000-O00-00024,1000,O00,1000.0000000000462,100.00000000000462,0,0,0,0,0,0,0,0,0,0,0,0,20.56460552683417,31.108989381844122,28.787213498509203,38.38166890024271,53.87478993401409,65.14935664316558,22.0817756376302,32.32753478471025,40,1,100.0,,1
SCALE-1000-O00-00025,1000,O00,1000.0000000000462,100.00000000000462,15,14,14,14,14,14,1,1,0,13,1,13,6.170287237530087,9.789428478520406,14.945425326622807,24.708530643987835,60.19412496682247,70.99069327210591,6.196059374587817,11.69438682316764,41,2,97.5609756097561,0.16542703399626682,2
SCALE-1000-O00-00026,1000,O00,1000.0000000000462,100.00000000000462,43,41,41,37,36,36,17,17,0,20,23,17,5.00315747043552,7.920345288108035,12.001938811094718,22.530130243900462,52.66876497398179,65.09382177270552,5.951091236225478,8.341752774788104,38,3,92.10526315789474,0.2971403508988816,2
SCALE-1000-O00-00027,1000,O00,741.3026227986777,74.13026227986778,4,4,4,4,4,4,0,0,0,4,0,4,9.886928886254902,18.258509028529957,35.49573429785853,44.894218740304346,47.663418213110205,60.63847044830937,9.886928886254902,18.386366468096714,33,3,69.6969696969697,0.6480175478984944,3
SCALE-1000-O00-00028,1000,O00,855.9995402673668,85.59995402673668,12,12,12,11,11,10,5,5,0,7,7,0,5.9294896290858095,9.640602957475817,7.6172085362952435,13.242630724558238,47.798245881967816,57.127871766173996,6.715133728104671,10.877129815735922,34,2,85.29411764705883,0.6024308020404453,2
SCALE-1000-O00-00029,1000,O00,1000.0000000000462,100.00000000000462,10,6,6,6,6,5,2,2,0,3,3,4,5.69943605134988,9.420369501445611,9.636115263671678,14.828468402058302,55.290961618164566,65.2566648763855,12.658474175102375,19.82791578822727,41,1,100.0,,1
SCALE-1000-O00-00030,1000,O00,1000.0000000000462,100.00000000000462,11,9,7,8,8,8,0,0,0,8,3,5,6.067500154827358,10.33106802055266,17.7321174328743,26.262510882863314,30.73607599370721,41.99888694889818,7.112778232455452,11.658647175362592,37,2,70.27027027027027,0.8779620013943912,2
SCALE-1000-O00-00031,1000,O00,1000.0000000000462,100.00000000000462,9,6,6,6,6,6,3,3,0,3,4,4,7.868305258311484,13.972693145432975,11.975398689805914,18.404655511587837,26.83612266414145,39.45348820733348,9.280098140982346,17.53111268894213,42,2,69.04761904761905,0.8926230133850988,2
SCALE-1000-O00-00032,1000,O00,1000.0000000000462,100.00000000000462,2,2,2,1,1,1,1,1,0,1,1,2,12.901988883864995,18.867561955607663,13.521020934634027,21.264776795206096,34.99423893458662,46.07295257606321,14.877203107617628,19.79729596439975,40,1,100.0,,1
SCALE-1000-O00-00033,1000,O00,1000.0000000000462,100.00000000000462,4,4,3,3,3,3,0,0,0,1,0,4,8.677343519707444,14.003612760426176,16.60677820504121,24.96797629500976,21.25005900120798,31.667111673277155,12.450433829437753,18.633127100209087,40,2,92.5,0.38431154412649704,2
SCALE-1000-O00-00034,1000,O00,759.3230198416803,75.93230198416802,0,0,0,0,0,0,0,0,0,0,0,0,13.992118899324373,21.119387677732767,26.646099724596464,34.396497350351666,30.907380550044017,37.73747915339298,18.235684837682207,23.835369725690303,29,2,96.55172413793103,0.21639693245126465,2
SCALE-1000-O00-00035,1000,O00,164.5403024555691,16.45403024555691,0,0,0,0,0,0,0,0,0,0,0,0,20.92318810481502,24.322246654081006,21.94665850152601,24.322246654081006,26.438334029435506,29.701466340982766,20.92318810481502,24.41263737108185,6,1,100.0,,1
SCALE-1000-O00-00036,1000,O00,487.2536918854983,48.725369188549834,61,59,59,57,57,55,27,27,2,18,40,55,4.686859255498382,7.685734627973259,4.686859255498382,9.066592231495287,12.338075986992429,20.791011269017446,6.283329928908046,10.420348333667382,18,2,55.55555555555556,0.9910760598382222,2
SCALE-1000-O00-00037,1000,O00,1000.0000000000462,100.00000000000462,2,2,1,1,1,1,1,1,0,0,1,1,9.309223445112131,13.15152173728882,10.773993013494094,17.08995549639505,39.73450569944775,51.22898820066259,14.3746038769205,18.27761940361661,41,1,100.0,,1
SCALE-1000-O00-00038,1000,O00,1000.0000000000462,100.00000000000462,28,27,22,23,22,20,3,3,0,16,7,6,4.211517019666808,7.689880567615715,10.359402064905334,15.99350817635452,37.868975297182935,50.63661958769704,5.340964382254087,8.880290610582167,41,2,87.8048780487805,0.5349436990971067,2
SCALE-1000-O00-00039,1000,O00,1000.0000000000462,100.00000000000462,66,62,57,60,60,55,28,28,1,45,32,43,3.807898151682127,7.160749895478722,5.709831135875282,12.115817911066852,12.516889825742677,20.26506333318112,4.126029863779725,7.160749895478722,41,2,53.65853658536586,0.9961344835095797,2
SCALE-1000-O00-00040,1000,O00,1000.0000000000462,100.00000000000462,54,53,51,53,53,53,5,5,1,42,10,38,3.707664102969151,13.207197532024782,8.422506461482852,17.171381658343982,14.085507895601648,22.486577976965208,4.072869893294233,13.424812206247156,40,2,77.5,0.7691928290130138,2
SCALE-1000-O00-00041,1000,O00,1000.0000000000462,100.00000000000462,44,41,36,41,41,41,3,3,0,35,3,39,8.215444687169937,13.16131535843362,10.315508743297125,14.638121105366428,21.762249116544965,28.52531694416449,8.215444687169937,13.16131535843362,37,1,100.0,,1
SCALE-1000-O00-00042,1000,O00,1000.0000000000462,100.00000000000462,12,12,11,12,12,12,6,6,1,5,10,3,7.889386532845302,12.428325281057305,13.131165904451354,19.08980761350825,15.030495547707886,21.602050640866043,8.160309121252629,13.131165904451354,41,2,90.2439024390244,0.4612160405139095,2
SCALE-1000-O00-00043,1000,O00,1000.0000000000462,100.00000000000462,16,16,15,16,16,16,8,8,1,9,11,9,7.829648255355225,13.818230691941933,9.966740949795913,15.033211134154444,12.93562895896984,21.477856841749578,8.332683718477702,13.818230691941933,41,2,70.73170731707317,0.8721617883411699,2
SCALE-1000-O00-00044,1000,O00,509.8801644694341,50.988016446943405,0,0,0,0,0,0,0,0,0,0,0,0,18.835942792249515,24.04374969891313,25.23227607450827,30.83683564145123,26.854317761789307,36.44135965405973,18.835942792249515,24.04374969891313,21,2,80.95238095238095,0.7024665512903904,2
