cell_id,scale_km2,variant,area_effective_km2,area_effective_pct_nominal,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,gap_E01_median_km,gap_E01_p90_km,gap_E07_median_km,gap_E07_p90_km,gap_E09_median_km,gap_E09_p90_km,gap_E10_median_km,gap_E10_p90_km,hydro_support_points_n,hydro_support_units_n,hydro_support_dominant_pct,hydro_support_entropy,hydro_support_classes_n
SCALE-250-O00-00001,250,O00,42.22208797804191,16.888835191216764,0,0,0,0,0,0,0,0,0,0,0,0,5.956332839515934,7.3696753096596215,8.9404573463706,9.345330711562157,98.83047897794245,100.82211353362274,5.956332839515934,7.3696753096596215,2,1,100.0,,1
SCALE-250-O00-00002,250,O00,79.95336442654187,31.98134577061675,0,0,0,0,0,0,0,0,0,0,0,0,9.686240178886496,10.334814840517137,9.686240178886496,10.334814840517137,81.41905766653454,85.39582003772125,14.988698238992043,16.710875644278882,3,1,100.0,,1
SCALE-250-O00-00003,250,O00,44.59421695416327,17.83768678166531,6,6,6,6,6,6,3,3,0,3,4,5,0.3164205832054779,0.3164205832054779,0.3164205832054779,0.3164205832054779,66.53232293406653,66.53232293406653,0.3164205832054779,0.3164205832054779,1,1,100.0,,1
SCALE-250-O00-00004,250,O00,1.1465258621609975,0.458610344864399,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0
SCALE-250-O00-00005,250,O00,65.06256314639975,26.025025258559904,0,0,0,0,0,0,0,0,0,0,0,0,5.003267906640046,6.140003864673923,8.942828275984626,9.994867791747707,12.805671145437902,15.929870849864447,5.003267906640046,6.140003864673923,3,2,66.66666666666666,0.9182958340544894,1
SCALE-250-O00-00006,250,O00,140.77232647644962,56.308930590579855,1,1,1,1,1,1,0,0,0,1,0,1,5.399266181797249,6.95308037979836,10.287679964657617,12.983255734012936,21.11026391630524,24.904901721192772,5.399266181797249,6.95308037979836,5,2,60.0,0.9709505944546688,1
SCALE-250-O00-00007,250,O00,0.6029202399150849,0.24116809596603397,0,0,0,0,0,0,0,0,0,0,0,0,10.356260022359551,10.356260022359551,18.076156483325995,18.076156483325995,30.45162182457639,30.45162182457639,10.356260022359551,10.356260022359551,1,1,100.0,,1
SCALE-250-O00-00008,250,O00,75.40810211860533,30.16324084744213,8,8,7,8,8,8,3,3,0,5,5,6,2.323114285336666,2.916926508517745,4.1888459301774255,6.367182378440475,100.99741201312476,101.07444926464483,2.323114285336666,2.916926508517745,3,1,100.0,,1
SCALE-250-O00-00009,250,O00,249.68895632656444,99.87558253062578,1,1,1,1,1,1,1,1,0,0,1,1,4.7004174842436806,8.6202504605784,6.977295833257948,9.227465765047357,91.00623749216228,96.02185554384,9.006741568440798,14.169823743881127,9,1,100.0,,1
SCALE-250-O00-00010,250,O00,249.99999999998994,99.99999999999598,0,0,0,0,0,0,0,0,0,0,0,0,10.891837942592412,15.507137523512338,10.891837942592412,15.507137523512338,75.92333400530165,81.01724070598058,13.909916776855932,17.84206926649542,11,1,100.0,,1
SCALE-250-O00-00011,250,O00,232.39548940451112,92.95819576180445,0,0,0,0,0,0,0,0,0,0,0,0,12.911578135276141,16.48781466229718,14.221724030146913,17.718959853417196,56.14856362221174,61.097808744016255,12.911578135276141,16.48781466229718,8,1,100.0,,1
