cell_id,scale_km2,variant,area_effective_km2,area_effective_pct_nominal,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,gap_E01_median_km,gap_E01_p90_km,gap_E07_median_km,gap_E07_p90_km,gap_E09_median_km,gap_E09_p90_km,gap_E10_median_km,gap_E10_p90_km,hydro_support_points_n,hydro_support_units_n,hydro_support_dominant_pct,hydro_support_entropy,hydro_support_classes_n
SCALE-500-O00-00014,500,O00,401.0019294131986,80.20038588263971,4,4,4,4,4,4,2,2,0,0,3,1,6.607571174277042,9.077087567469967,8.099519618945008,11.200707315254018,28.8985113579079,34.786100397287996,11.68047907223662,16.766986179942762,15,2,93.33333333333333,0.3533593350214213,1
SCALE-500-O00-00015,500,O00,424.1287782190958,84.82575564381915,0,0,0,0,0,0,0,0,0,0,0,0,26.6937723966835,32.58419651612991,31.417683611118697,36.79399281749971,107.9736075173234,114.52264955390531,26.6937723966835,32.58419651612991,15,1,100.0,,1
SCALE-500-O00-00016,500,O00,499.9999999999812,99.99999999999623,0,0,0,0,0,0,0,0,0,0,0,0,14.108168089214631,21.285274168341783,15.596065781966242,23.837547083207795,86.64240113097645,95.18685486864342,14.108168089214631,21.285274168341783,21,1,100.0,,1
SCALE-500-O00-00017,500,O00,499.9999999999812,99.99999999999623,6,6,6,6,6,6,3,3,0,3,4,2,5.75596828845619,8.646127358210814,6.51867843082215,12.409226946949373,64.42640026723755,72.8312619514276,6.984059107214228,9.500226697473472,21,1,100.0,,1
SCALE-500-O00-00018,500,O00,499.9999999999812,99.99999999999623,5,4,4,4,4,4,0,0,0,4,0,5,10.0709863327541,14.273904052159462,15.265191807741937,21.7334622670806,44.04358507305987,51.64419606863244,10.0709863327541,14.273904052159462,20,1,100.0,,1
SCALE-500-O00-00019,500,O00,499.9999999999812,99.99999999999623,12,12,11,11,11,11,7,7,0,3,11,1,10.696214858698166,17.509359431218137,11.156248165151101,17.509359431218137,32.18693794254622,40.36762994312528,10.873137785327021,17.903494861346815,16,1,100.0,,1
SCALE-500-O00-00020,500,O00,499.9999999999812,99.99999999999623,7,5,5,5,5,4,0,0,0,4,0,6,4.427859593432387,11.837275954964634,13.749831480909094,19.08974836899612,34.72223725106966,43.29379213933205,5.205965039011106,12.042754854455797,20,1,100.0,,1
SCALE-500-O00-00021,500,O00,230.96559039624856,46.193118079249714,2,1,1,1,1,1,0,0,0,1,0,1,5.6426966852169045,10.302563844280689,14.719771900204188,16.74634619241657,46.1563992385134,53.62853436067335,7.1241342701610435,14.350922740649812,10,1,100.0,,1
SCALE-500-O00-00022,500,O00,209.56772805711412,41.913545611422826,0,0,0,0,0,0,0,0,0,0,0,0,32.30706251336306,38.91204080568284,40.30074006947121,45.07203079387304,112.10185168595441,118.24622800816186,37.78999840076003,40.50272927158289,10,2,80.0,0.7219280948873623,3
SCALE-500-O00-00023,500,O00,499.9999999999812,99.99999999999623,0,0,0,0,0,0,0,0,0,0,0,0,17.87423890482905,24.111654173232502,27.85680809378249,34.684203252091834,103.09459981782186,108.84768334522242,21.065838628182316,27.95760312241541,20,2,85.0,0.6098403047164005,2
SCALE-500-O00-00024,500,O00,499.9999999999812,99.99999999999623,3,3,3,3,3,3,0,0,0,3,0,2,7.059015667017395,14.25350709771431,16.601292759147917,25.544792560288204,86.47568686607272,91.89665031621246,7.059015667017395,14.25350709771431,17,1,100.0,,1
SCALE-500-O00-00025,500,O00,499.9999999999812,99.99999999999623,0,0,0,0,0,0,0,0,0,0,0,0,20.236740690474484,27.911128617465135,26.111633993616618,33.30555428469956,68.96939139113474,76.60777825267368,20.236740690474484,27.911128617465135,20,1,100.0,,1
SCALE-500-O00-00026,500,O00,499.9999999999812,99.99999999999623,0,0,0,0,0,0,0,0,0,0,0,0,22.805950303229487,27.63484106359838,26.22886461088088,35.73764771092309,55.40204725737828,63.94409684183063,22.805950303229487,27.63484106359838,21,1,100.0,,1
SCALE-500-O00-00027,500,O00,499.9999999999812,99.99999999999623,0,0,0,0,0,0,0,0,0,0,0,0,13.096455994313802,22.020524355298843,20.55045551653424,27.63113087646474,51.31532181951595,60.97993070358974,13.096455994313802,22.020524355298843,21,1,100.0,,1
SCALE-500-O00-00028,500,O00,499.9999999999812,99.99999999999623,37,35,31,35,35,33,4,4,0,29,6,32,2.682072435404732,5.908349462767246,10.23829895852284,16.08578948571825,59.73862173946992,67.6252391448661,2.8442386267975293,7.555913678889603,20,1,100.0,,1
