well_id,scale_km2,cell_id,assignment_method,assignment_distance_m,boundary_candidates_n
3500022696,100,SCALE-100-O00-00341,POINT_IN_POLYGON_WGS84,0.0,1
3500067664,100,SCALE-100-O00-01368,POINT_IN_POLYGON_WGS84,0.0,1
3500073240,100,SCALE-100-O00-00878,POINT_IN_POLYGON_WGS84,0.0,1
3500067287,100,SCALE-100-O00-01493,POINT_IN_POLYGON_WGS84,0.0,1
3500067322,100,SCALE-100-O00-03201,POINT_IN_POLYGON_WGS84,0.0,1
3500023184,100,SCALE-100-O00-00636,POINT_IN_POLYGON_WGS84,0.0,1
3500026946,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500073577,100,SCALE-100-O00-00410,POINT_IN_POLYGON_WGS84,0.0,1
3500030630,100,SCALE-100-O00-02590,POINT_IN_POLYGON_WGS84,0.0,1
3500030632,100,SCALE-100-O00-02911,POINT_IN_POLYGON_WGS84,0.0,1
3500030639,100,SCALE-100-O00-02382,POINT_IN_POLYGON_WGS84,0.0,1
3500073750,100,SCALE-100-O00-00186,POINT_IN_POLYGON_WGS84,0.0,1
3500073793,100,SCALE-100-O00-00344,POINT_IN_POLYGON_WGS84,0.0,1
3500067384,100,SCALE-100-O00-01749,POINT_IN_POLYGON_WGS84,0.0,1
3500073045,100,SCALE-100-O00-03430,POINT_IN_POLYGON_WGS84,0.0,1
3500073153,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500073254,100,SCALE-100-O00-00448,POINT_IN_POLYGON_WGS84,0.0,1
3500073397,100,SCALE-100-O00-01463,POINT_IN_POLYGON_WGS84,0.0,1
3500022687,100,SCALE-100-O00-00439,POINT_IN_POLYGON_WGS84,0.0,1
3500022700,100,SCALE-100-O00-00047,POINT_IN_POLYGON_WGS84,0.0,1
3500022704,100,SCALE-100-O00-00047,POINT_IN_POLYGON_WGS84,0.0,1
3500022741,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500023012,100,SCALE-100-O00-01525,POINT_IN_POLYGON_WGS84,0.0,1
3500023015,100,SCALE-100-O00-00496,POINT_IN_POLYGON_WGS84,0.0,1
3500023081,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500023082,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500067699,100,SCALE-100-O00-00238,POINT_IN_POLYGON_WGS84,0.0,1
3500027247,100,SCALE-100-O00-01129,POINT_IN_POLYGON_WGS84,0.0,1
3500023200,100,SCALE-100-O00-01488,POINT_IN_POLYGON_WGS84,0.0,1
3500023201,100,SCALE-100-O00-01488,POINT_IN_POLYGON_WGS84,0.0,1
3500023206,100,SCALE-100-O00-01552,POINT_IN_POLYGON_WGS84,0.0,1
3500023211,100,SCALE-100-O00-01556,POINT_IN_POLYGON_WGS84,0.0,1
3500023226,100,SCALE-100-O00-02590,POINT_IN_POLYGON_WGS84,0.0,1
3500023273,100,SCALE-100-O00-00804,POINT_IN_POLYGON_WGS84,0.0,1
3500027072,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500023378,100,SCALE-100-O00-00375,POINT_IN_POLYGON_WGS84,0.0,1
3500022589,100,SCALE-100-O00-03339,POINT_IN_POLYGON_WGS84,0.0,1
3500022653,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022885,100,SCALE-100-O00-01311,POINT_IN_POLYGON_WGS84,0.0,1
3500022890,100,SCALE-100-O00-01755,POINT_IN_POLYGON_WGS84,0.0,1
3500022901,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022989,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500023017,100,SCALE-100-O00-01763,POINT_IN_POLYGON_WGS84,0.0,1
3500026838,100,SCALE-100-O00-02384,POINT_IN_POLYGON_WGS84,0.0,1
3500023011,100,SCALE-100-O00-03187,POINT_IN_POLYGON_WGS84,0.0,1
3500022507,100,SCALE-100-O00-01689,POINT_IN_POLYGON_WGS84,0.0,1
3500022544,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500022548,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500022550,100,SCALE-100-O00-00413,POINT_IN_POLYGON_WGS84,0.0,1
3500022581,100,SCALE-100-O00-01462,POINT_IN_POLYGON_WGS84,0.0,1
3500022585,100,SCALE-100-O00-01463,POINT_IN_POLYGON_WGS84,0.0,1
3500022599,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500022613,100,SCALE-100-O00-02278,POINT_IN_POLYGON_WGS84,0.0,1
3500022641,100,SCALE-100-O00-02760,POINT_IN_POLYGON_WGS84,0.0,1
3500022655,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022723,100,SCALE-100-O00-00186,POINT_IN_POLYGON_WGS84,0.0,1
3500022747,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500022750,100,SCALE-100-O00-00280,POINT_IN_POLYGON_WGS84,0.0,1
3500022758,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022775,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500022779,100,SCALE-100-O00-00537,POINT_IN_POLYGON_WGS84,0.0,1
3500022792,100,SCALE-100-O00-00941,POINT_IN_POLYGON_WGS84,0.0,1
3500022799,100,SCALE-100-O00-01678,POINT_IN_POLYGON_WGS84,0.0,1
3500022826,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022827,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022828,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022831,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022840,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022842,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022850,100,SCALE-100-O00-00504,POINT_IN_POLYGON_WGS84,0.0,1
3500022879,100,SCALE-100-O00-00504,POINT_IN_POLYGON_WGS84,0.0,1
3500022889,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022897,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022909,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500022922,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500022934,100,SCALE-100-O00-00513,POINT_IN_POLYGON_WGS84,0.0,1
3500022945,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500022974,100,SCALE-100-O00-00804,POINT_IN_POLYGON_WGS84,0.0,1
3500022975,100,SCALE-100-O00-00804,POINT_IN_POLYGON_WGS84,0.0,1
3500022977,100,SCALE-100-O00-01091,POINT_IN_POLYGON_WGS84,0.0,1
3500022992,100,SCALE-100-O00-03232,POINT_IN_POLYGON_WGS84,0.0,1
3500023001,100,SCALE-100-O00-03047,POINT_IN_POLYGON_WGS84,0.0,1
3500023009,100,SCALE-100-O00-03233,POINT_IN_POLYGON_WGS84,0.0,1
3500023032,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500023034,100,SCALE-100-O00-02761,POINT_IN_POLYGON_WGS84,0.0,1
3500023049,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500023087,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500023095,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500023097,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500023112,100,SCALE-100-O00-02761,POINT_IN_POLYGON_WGS84,0.0,1
3500023113,100,SCALE-100-O00-02761,POINT_IN_POLYGON_WGS84,0.0,1
3500023119,100,SCALE-100-O00-02562,POINT_IN_POLYGON_WGS84,0.0,1
3500023152,100,SCALE-100-O00-00176,POINT_IN_POLYGON_WGS84,0.0,1
3500026960,100,SCALE-100-O00-00186,POINT_IN_POLYGON_WGS84,0.0,1
3500026983,100,SCALE-100-O00-03665,POINT_IN_POLYGON_WGS84,0.0,1
3500027028,100,SCALE-100-O00-00523,POINT_IN_POLYGON_WGS84,0.0,1
3500027033,100,SCALE-100-O00-02969,POINT_IN_POLYGON_WGS84,0.0,1
3500027037,100,SCALE-100-O00-02970,POINT_IN_POLYGON_WGS84,0.0,1
3500027057,100,SCALE-100-O00-03694,POINT_IN_POLYGON_WGS84,0.0,1
3500027059,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500027084,100,SCALE-100-O00-00047,POINT_IN_POLYGON_WGS84,0.0,1
3500027089,100,SCALE-100-O00-00409,POINT_IN_POLYGON_WGS84,0.0,1
3500027168,100,SCALE-100-O00-00355,POINT_IN_POLYGON_WGS84,0.0,1
3500027227,100,SCALE-100-O00-00407,POINT_IN_POLYGON_WGS84,0.0,1
3500027232,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500027301,100,SCALE-100-O00-01786,POINT_IN_POLYGON_WGS84,0.0,1
3500027304,100,SCALE-100-O00-00806,POINT_IN_POLYGON_WGS84,0.0,1
3500027311,100,SCALE-100-O00-00842,POINT_IN_POLYGON_WGS84,0.0,1
3500023352,100,SCALE-100-O00-00010,POINT_IN_POLYGON_WGS84,0.0,1
3500023167,100,SCALE-100-O00-00440,POINT_IN_POLYGON_WGS84,0.0,1
3500023177,100,SCALE-100-O00-00416,POINT_IN_POLYGON_WGS84,0.0,1
3500023263,100,SCALE-100-O00-00782,POINT_IN_POLYGON_WGS84,0.0,1
3500023265,100,SCALE-100-O00-00783,POINT_IN_POLYGON_WGS84,0.0,1
3500023305,100,SCALE-100-O00-01786,POINT_IN_POLYGON_WGS84,0.0,1
3500023308,100,SCALE-100-O00-02336,POINT_IN_POLYGON_WGS84,0.0,1
3500023333,100,SCALE-100-O00-02930,POINT_IN_POLYGON_WGS84,0.0,1
3500023361,100,SCALE-100-O00-00028,POINT_IN_POLYGON_WGS84,0.0,1
3500023364,100,SCALE-100-O00-00110,POINT_IN_POLYGON_WGS84,0.0,1
3500045188,100,SCALE-100-O00-02696,POINT_IN_POLYGON_WGS84,0.0,1
3500065113,100,SCALE-100-O00-02869,POINT_IN_POLYGON_WGS84,0.0,1
3500045198,100,SCALE-100-O00-02824,POINT_IN_POLYGON_WGS84,0.0,1
3500027129,100,SCALE-100-O00-01749,POINT_IN_POLYGON_WGS84,0.0,1
3500045678,100,SCALE-100-O00-01755,POINT_IN_POLYGON_WGS84,0.0,1
3500026912,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500026915,100,SCALE-100-O00-01307,POINT_IN_POLYGON_WGS84,0.0,1
3500026931,100,SCALE-100-O00-00558,POINT_IN_POLYGON_WGS84,0.0,1
3500027001,100,SCALE-100-O00-02659,POINT_IN_POLYGON_WGS84,0.0,1
3500027073,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500027137,100,SCALE-100-O00-00464,POINT_IN_POLYGON_WGS84,0.0,1
3500023286,100,SCALE-100-O00-01157,POINT_IN_POLYGON_WGS84,0.0,1
3500023360,100,SCALE-100-O00-00059,POINT_IN_POLYGON_WGS84,0.0,1
3500027217,100,SCALE-100-O00-00509,POINT_IN_POLYGON_WGS84,0.0,1
3500022910,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500023144,100,SCALE-100-O00-00156,POINT_IN_POLYGON_WGS84,0.0,1
3500065134,100,SCALE-100-O00-00842,POINT_IN_POLYGON_WGS84,0.0,1
3500022469,100,SCALE-100-O00-01689,POINT_IN_POLYGON_WGS84,0.0,1
3500045117,100,SCALE-100-O00-02062,POINT_IN_POLYGON_WGS84,0.0,1
3500022812,100,SCALE-100-O00-01369,POINT_IN_POLYGON_WGS84,0.0,1
3500022913,100,SCALE-100-O00-01689,POINT_IN_POLYGON_WGS84,0.0,1
3500022814,100,SCALE-100-O00-01369,POINT_IN_POLYGON_WGS84,0.0,1
3500022809,100,SCALE-100-O00-01368,POINT_IN_POLYGON_WGS84,0.0,1
3500022870,100,SCALE-100-O00-00615,POINT_IN_POLYGON_WGS84,0.0,1
3500022892,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500023146,100,SCALE-100-O00-00176,POINT_IN_POLYGON_WGS84,0.0,1
3500071484,100,SCALE-100-O00-00374,POINT_IN_POLYGON_WGS84,0.0,1
3500071327,100,SCALE-100-O00-01369,POINT_IN_POLYGON_WGS84,0.0,1
3500071301,100,SCALE-100-O00-00047,POINT_IN_POLYGON_WGS84,0.0,1
3500022501,100,SCALE-100-O00-01754,POINT_IN_POLYGON_WGS84,0.0,1
3500022569,100,SCALE-100-O00-03201,POINT_IN_POLYGON_WGS84,0.0,1
3500022606,100,SCALE-100-O00-03665,POINT_IN_POLYGON_WGS84,0.0,1
3500022615,100,SCALE-100-O00-01301,POINT_IN_POLYGON_WGS84,0.0,1
3500022644,100,SCALE-100-O00-02825,POINT_IN_POLYGON_WGS84,0.0,1
3500022651,100,SCALE-100-O00-01525,POINT_IN_POLYGON_WGS84,0.0,1
3500022967,100,SCALE-100-O00-01705,POINT_IN_POLYGON_WGS84,0.0,1
3500022983,100,SCALE-100-O00-01463,POINT_IN_POLYGON_WGS84,0.0,1
3500023100,100,SCALE-100-O00-02033,POINT_IN_POLYGON_WGS84,0.0,1
3500023230,100,SCALE-100-O00-02658,POINT_IN_POLYGON_WGS84,0.0,1
3500023126,100,SCALE-100-O00-01705,POINT_IN_POLYGON_WGS84,0.0,1
3500023342,100,SCALE-100-O00-01125,POINT_IN_POLYGON_WGS84,0.0,1
3500023197,100,SCALE-100-O00-01554,POINT_IN_POLYGON_WGS84,0.0,1
3500023145,100,SCALE-100-O00-00156,POINT_IN_POLYGON_WGS84,0.0,1
3500023210,100,SCALE-100-O00-01556,POINT_IN_POLYGON_WGS84,0.0,1
3500067705,100,SCALE-100-O00-02679,POINT_IN_POLYGON_WGS84,0.0,1
3500067716,100,SCALE-100-O00-03202,POINT_IN_POLYGON_WGS84,0.0,1
3500022697,100,SCALE-100-O00-00341,POINT_IN_POLYGON_WGS84,0.0,1
3500022997,100,SCALE-100-O00-02517,POINT_IN_POLYGON_WGS84,0.0,1
3500045647,100,SCALE-100-O00-01623,POINT_IN_POLYGON_WGS84,0.0,1
3500072042,100,SCALE-100-O00-01257,POINT_IN_POLYGON_WGS84,0.0,1
3500030641,100,SCALE-100-O00-02382,POINT_IN_POLYGON_WGS84,0.0,1
3500073576,100,SCALE-100-O00-00502,POINT_IN_POLYGON_WGS84,0.0,1
3500030623,100,SCALE-100-O00-02590,POINT_IN_POLYGON_WGS84,0.0,1
3500030638,100,SCALE-100-O00-02238,POINT_IN_POLYGON_WGS84,0.0,1
3500073811,100,SCALE-100-O00-00345,POINT_IN_POLYGON_WGS84,0.0,1
3500072991,100,SCALE-100-O00-01037,POINT_IN_POLYGON_WGS84,0.0,1
3500072945,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500072933,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500072931,100,SCALE-100-O00-00501,POINT_IN_POLYGON_WGS84,0.0,1
3500073113,100,SCALE-100-O00-00405,POINT_IN_POLYGON_WGS84,0.0,1
3500073110,100,SCALE-100-O00-00078,POINT_IN_POLYGON_WGS84,0.0,1
3500073161,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500073505,100,SCALE-100-O00-00049,POINT_IN_POLYGON_WGS84,0.0,1
3500022668,100,SCALE-100-O00-01016,POINT_IN_POLYGON_WGS84,0.0,1
3500022707,100,SCALE-100-O00-00059,POINT_IN_POLYGON_WGS84,0.0,1
3500022726,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500022728,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500022735,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500022736,100,SCALE-100-O00-00306,POINT_IN_POLYGON_WGS84,0.0,1
3500023014,100,SCALE-100-O00-00030,POINT_IN_POLYGON_WGS84,0.0,1
3500023054,100,SCALE-100-O00-01233,POINT_IN_POLYGON_WGS84,0.0,1
3500023070,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500023075,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500067700,100,SCALE-100-O00-00261,POINT_IN_POLYGON_WGS84,0.0,1
3500030633,100,SCALE-100-O00-02911,POINT_IN_POLYGON_WGS84,0.0,1
3500072080,100,SCALE-100-O00-01697,POINT_IN_POLYGON_WGS84,0.0,1
3500045263,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500045649,100,SCALE-100-O00-00673,POINT_IN_POLYGON_WGS84,0.0,1
3500023324,100,SCALE-100-O00-02819,POINT_IN_POLYGON_WGS84,0.0,1
3500023203,100,SCALE-100-O00-01489,POINT_IN_POLYGON_WGS84,0.0,1
3500023169,100,SCALE-100-O00-00512,POINT_IN_POLYGON_WGS84,0.0,1
3500023224,100,SCALE-100-O00-02378,POINT_IN_POLYGON_WGS84,0.0,1
3500023254,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500023310,100,SCALE-100-O00-02336,POINT_IN_POLYGON_WGS84,0.0,1
3500023385,100,SCALE-100-O00-00328,POINT_IN_POLYGON_WGS84,0.0,1
3500022588,100,SCALE-100-O00-03339,POINT_IN_POLYGON_WGS84,0.0,1
3500022593,100,SCALE-100-O00-02455,POINT_IN_POLYGON_WGS84,0.0,1
3500022595,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500022633,100,SCALE-100-O00-00314,POINT_IN_POLYGON_WGS84,0.0,1
3500023043,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500023158,100,SCALE-100-O00-00212,POINT_IN_POLYGON_WGS84,0.0,1
3500065091,100,SCALE-100-O00-02382,POINT_IN_POLYGON_WGS84,0.0,1
3500065095,100,SCALE-100-O00-02526,POINT_IN_POLYGON_WGS84,0.0,1
3500028107,100,SCALE-100-O00-01180,POINT_IN_POLYGON_WGS84,0.0,1
3500070824,100,SCALE-100-O00-00375,POINT_IN_POLYGON_WGS84,0.0,1
3500070723,100,SCALE-100-O00-00560,POINT_IN_POLYGON_WGS84,0.0,1
3500022477,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022512,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022520,100,SCALE-100-O00-01625,POINT_IN_POLYGON_WGS84,0.0,1
3500022524,100,SCALE-100-O00-01754,POINT_IN_POLYGON_WGS84,0.0,1
3500022557,100,SCALE-100-O00-00419,POINT_IN_POLYGON_WGS84,0.0,1
3500022610,100,SCALE-100-O00-02969,POINT_IN_POLYGON_WGS84,0.0,1
3500022619,100,SCALE-100-O00-00496,POINT_IN_POLYGON_WGS84,0.0,1
3500022627,100,SCALE-100-O00-02823,POINT_IN_POLYGON_WGS84,0.0,1
3500022631,100,SCALE-100-O00-00541,POINT_IN_POLYGON_WGS84,0.0,1
3500022650,100,SCALE-100-O00-01180,POINT_IN_POLYGON_WGS84,0.0,1
3500022665,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022675,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500022678,100,SCALE-100-O00-00464,POINT_IN_POLYGON_WGS84,0.0,1
3500022719,100,SCALE-100-O00-00186,POINT_IN_POLYGON_WGS84,0.0,1
3500022722,100,SCALE-100-O00-00186,POINT_IN_POLYGON_WGS84,0.0,1
3500022759,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022768,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022770,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022774,100,SCALE-100-O00-01173,POINT_IN_POLYGON_WGS84,0.0,1
3500022781,100,SCALE-100-O00-00537,POINT_IN_POLYGON_WGS84,0.0,1
3500022800,100,SCALE-100-O00-01180,POINT_IN_POLYGON_WGS84,0.0,1
3500022817,100,SCALE-100-O00-01808,POINT_IN_POLYGON_WGS84,0.0,1
3500022820,100,SCALE-100-O00-01686,POINT_IN_POLYGON_WGS84,0.0,1
3500022825,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022829,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500022900,100,SCALE-100-O00-01755,POINT_IN_POLYGON_WGS84,0.0,1
3500022903,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022906,100,SCALE-100-O00-01623,POINT_IN_POLYGON_WGS84,0.0,1
3500022931,100,SCALE-100-O00-00523,POINT_IN_POLYGON_WGS84,0.0,1
3500022955,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022957,100,SCALE-100-O00-01459,POINT_IN_POLYGON_WGS84,0.0,1
3500022959,100,SCALE-100-O00-01157,POINT_IN_POLYGON_WGS84,0.0,1
3500022961,100,SCALE-100-O00-00804,POINT_IN_POLYGON_WGS84,0.0,1
3500022963,100,SCALE-100-O00-00804,POINT_IN_POLYGON_WGS84,0.0,1
3500023037,100,SCALE-100-O00-00464,POINT_IN_POLYGON_WGS84,0.0,1
3500023071,100,SCALE-100-O00-00893,POINT_IN_POLYGON_WGS84,0.0,1
3500023108,100,SCALE-100-O00-00297,POINT_IN_POLYGON_WGS84,0.0,1
3500023110,100,SCALE-100-O00-03145,POINT_IN_POLYGON_WGS84,0.0,1
3500026926,100,SCALE-100-O00-00464,POINT_IN_POLYGON_WGS84,0.0,1
3500026982,100,SCALE-100-O00-00414,POINT_IN_POLYGON_WGS84,0.0,1
3500027008,100,SCALE-100-O00-02084,POINT_IN_POLYGON_WGS84,0.0,1
3500027017,100,SCALE-100-O00-02082,POINT_IN_POLYGON_WGS84,0.0,1
3500027031,100,SCALE-100-O00-00018,POINT_IN_POLYGON_WGS84,0.0,1
3500027032,100,SCALE-100-O00-00047,POINT_IN_POLYGON_WGS84,0.0,1
3500027054,100,SCALE-100-O00-03232,POINT_IN_POLYGON_WGS84,0.0,1
3500027108,100,SCALE-100-O00-02911,POINT_IN_POLYGON_WGS84,0.0,1
3500027126,100,SCALE-100-O00-00558,POINT_IN_POLYGON_WGS84,0.0,1
3500027139,100,SCALE-100-O00-00450,POINT_IN_POLYGON_WGS84,0.0,1
3500027152,100,SCALE-100-O00-02455,POINT_IN_POLYGON_WGS84,0.0,1
3500027156,100,SCALE-100-O00-02455,POINT_IN_POLYGON_WGS84,0.0,1
3500027179,100,SCALE-100-O00-00564,POINT_IN_POLYGON_WGS84,0.0,1
3500027190,100,SCALE-100-O00-01016,POINT_IN_POLYGON_WGS84,0.0,1
3500027202,100,SCALE-100-O00-01091,POINT_IN_POLYGON_WGS84,0.0,1
3500027229,100,SCALE-100-O00-00464,POINT_IN_POLYGON_WGS84,0.0,1
3500027277,100,SCALE-100-O00-00176,POINT_IN_POLYGON_WGS84,0.0,1
3500027295,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500027302,100,SCALE-100-O00-02563,POINT_IN_POLYGON_WGS84,0.0,1
3500027306,100,SCALE-100-O00-00306,POINT_IN_POLYGON_WGS84,0.0,1
3500027307,100,SCALE-100-O00-00332,POINT_IN_POLYGON_WGS84,0.0,1
3500045592,100,SCALE-100-O00-02549,POINT_IN_POLYGON_WGS84,0.0,1
3500023264,100,SCALE-100-O00-00671,POINT_IN_POLYGON_WGS84,0.0,1
3500023267,100,SCALE-100-O00-00783,POINT_IN_POLYGON_WGS84,0.0,1
3500023270,100,SCALE-100-O00-01016,POINT_IN_POLYGON_WGS84,0.0,1
3500023278,100,SCALE-100-O00-00806,POINT_IN_POLYGON_WGS84,0.0,1
3500023353,100,SCALE-100-O00-00012,POINT_IN_POLYGON_WGS84,0.0,1
3500045665,100,SCALE-100-O00-03247,POINT_IN_POLYGON_WGS84,0.0,1
3500045312,100,SCALE-100-O00-02824,POINT_IN_POLYGON_WGS84,0.0,1
3500027051,100,SCALE-100-O00-00615,POINT_IN_POLYGON_WGS84,0.0,1
3500027116,100,SCALE-100-O00-00314,POINT_IN_POLYGON_WGS84,0.0,1
3500022476,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022752,100,SCALE-100-O00-00258,POINT_IN_POLYGON_WGS84,0.0,1
3500026945,100,SCALE-100-O00-02521,POINT_IN_POLYGON_WGS84,0.0,1
3500026973,100,SCALE-100-O00-03101,POINT_IN_POLYGON_WGS84,0.0,1
3500023349,100,SCALE-100-O00-00070,POINT_IN_POLYGON_WGS84,0.0,1
3500022681,100,SCALE-100-O00-00176,POINT_IN_POLYGON_WGS84,0.0,1
3500023299,100,SCALE-100-O00-01400,POINT_IN_POLYGON_WGS84,0.0,1
3500045680,100,SCALE-100-O00-01338,POINT_IN_POLYGON_WGS84,0.0,1
3500023283,100,SCALE-100-O00-01091,POINT_IN_POLYGON_WGS84,0.0,1
3500026968,100,SCALE-100-O00-00372,POINT_IN_POLYGON_WGS84,0.0,1
3500026914,100,SCALE-100-O00-01755,POINT_IN_POLYGON_WGS84,0.0,1
3500026971,100,SCALE-100-O00-02066,POINT_IN_POLYGON_WGS84,0.0,1
3500023208,100,SCALE-100-O00-01553,POINT_IN_POLYGON_WGS84,0.0,1
3500022856,100,SCALE-100-O00-00506,POINT_IN_POLYGON_WGS84,0.0,1
3500022852,100,SCALE-100-O00-00558,POINT_IN_POLYGON_WGS84,0.0,1
3500022500,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500022694,100,SCALE-100-O00-00314,POINT_IN_POLYGON_WGS84,0.0,1
3500022810,100,SCALE-100-O00-01369,POINT_IN_POLYGON_WGS84,0.0,1
3500022893,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500022929,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500065099,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500065106,100,SCALE-100-O00-01688,POINT_IN_POLYGON_WGS84,0.0,1
3500065131,100,SCALE-100-O00-00614,POINT_IN_POLYGON_WGS84,0.0,1
3500070112,100,SCALE-100-O00-00803,POINT_IN_POLYGON_WGS84,0.0,1
3500022503,100,SCALE-100-O00-01689,POINT_IN_POLYGON_WGS84,0.0,1
3500022519,100,SCALE-100-O00-01624,POINT_IN_POLYGON_WGS84,0.0,1
3500022531,100,SCALE-100-O00-01687,POINT_IN_POLYGON_WGS84,0.0,1
3500022571,100,SCALE-100-O00-02336,POINT_IN_POLYGON_WGS84,0.0,1
3500022572,100,SCALE-100-O00-02336,POINT_IN_POLYGON_WGS84,0.0,1
3500022765,100,SCALE-100-O00-01677,POINT_IN_POLYGON_WGS84,0.0,1
3500022954,100,SCALE-100-O00-01689,POINT_IN_POLYGON_WGS84,0.0,1
3500023000,100,SCALE-100-O00-03378,POINT_IN_POLYGON_WGS84,0.0,1
3500023010,100,SCALE-100-O00-03187,POINT_IN_POLYGON_WGS84,0.0,1
3500023111,100,SCALE-100-O00-02587,POINT_IN_POLYGON_WGS84,0.0,1
