cell_id,scale_km2,area_effective_km2,n_wells_raw,analysis_status,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well
SCALE-1000-O00-00061,1000,360.4977730914926,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.45,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-1000-O00-00062,1000,353.03593296457507,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00063,1000,932.8256835049933,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00064,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41309.55,4.0,4.0,0.0,0.0,1.0,100.0,2.0,2.0,3.0,3.0,100.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,2.0
SCALE-1000-O00-00065,1000,1000.0000000000462,16,COM_POCO_NO_CONJUNTO_AUDITADO,11.0,68.75,15.0,1.0,6.25,14.0,2.0,12.5,14.0,2.0,12.5,4.0,25.0,2.0,12.5,2.0,12.5,7.0,43.75,13.0,81.25,16.0,100.0,173.26999999999998,3.3125,3.5,0.0,0.0,8.0,50.0,0.5625,1.0,38.0,38.0,100.0,9.0,9.0,100.0,9.0,4.0,4.0,36.0,0.25,2.25
SCALE-1000-O00-00066,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11942.19,3.5,3.5,0.0,0.0,1.0,50.0,0.5,0.5,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,1.0,4.0,0.5,2.0
SCALE-1000-O00-00067,1000,916.1050630474981,3,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,770.63,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.6666666666666666,1.0
SCALE-1000-O00-00068,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11520.375,2.0,2.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.5,1.5
SCALE-1000-O00-00069,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00070,1000,1000.0000000000462,4,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,50.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,25.0,3141.65,4.25,4.0,0.0,0.0,4.0,100.0,0.75,0.5,8.0,8.0,100.0,2.0,2.0,100.0,2.0,4.0,5.0,8.0,1.0,2.0
SCALE-1000-O00-00071,1000,1000.0000000000462,7,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.857142857142854,5.0,71.42857142857143,687.73,3.857142857142857,4.0,0.0,0.0,6.0,85.71428571428571,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,7.0,0.8571428571428571,1.0
SCALE-1000-O00-00072,1000,1000.0000000000462,105,COM_POCO_NO_CONJUNTO_AUDITADO,47.0,44.76190476190476,105.0,0.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,41.904761904761905,69.0,65.71428571428571,82.0,78.0952380952381,186.52,3.4952380952380953,4.0,9.0,8.571428571428571,70.0,66.66666666666667,0.47619047619047616,0.0,142.0,139.0,97.88732394366197,33.0,33.0,100.0,35.0,59.0,73.0,183.0,0.5619047619047619,1.7428571428571429
SCALE-1000-O00-00073,1000,1000.0000000000462,31,COM_POCO_NO_CONJUNTO_AUDITADO,21.0,67.74193548387096,31.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,38.70967741935484,16.0,51.61290322580645,21.0,67.74193548387096,354.08,2.193548387096774,3.0,14.0,45.16129032258065,14.0,45.16129032258065,0.3225806451612903,0.0,26.0,26.0,100.0,6.0,6.0,100.0,7.0,13.0,14.0,59.0,0.41935483870967744,1.903225806451613
SCALE-1000-O00-00074,1000,1000.0000000000462,8,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,75.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.5,5.0,62.5,203.61,4.0,4.0,0.0,0.0,7.0,87.5,1.0,1.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,4.0,6.0,20.0,0.5,2.5
SCALE-1000-O00-00075,1000,1000.0000000000462,31,COM_POCO_NO_CONJUNTO_AUDITADO,21.0,67.74193548387096,29.0,2.0,6.451612903225806,29.0,2.0,6.451612903225806,29.0,2.0,6.451612903225806,4.0,12.903225806451612,2.0,6.451612903225806,4.0,12.903225806451612,10.0,32.25806451612903,22.0,70.96774193548387,25.0,80.64516129032258,231.65,3.7419354838709675,4.0,2.0,6.451612903225806,26.0,83.87096774193549,0.7741935483870968,1.0,80.0,80.0,100.0,20.0,20.0,100.0,20.0,18.0,29.0,70.0,0.5806451612903226,2.2580645161290325
SCALE-1000-O00-00076,1000,1000.0000000000462,11,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,63.63636363636363,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.181818181818183,6.0,54.54545454545455,10.0,90.9090909090909,412.83,4.545454545454546,5.0,0.0,0.0,11.0,100.0,1.3636363636363635,2.0,27.0,22.0,81.48148148148148,6.0,5.0,83.33333333333333,7.0,13.0,26.0,24.0,1.1818181818181819,2.1818181818181817
SCALE-1000-O00-00077,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00078,1000,1000.0000000000462,14,COM_POCO_NO_CONJUNTO_AUDITADO,12.0,85.71428571428571,13.0,1.0,7.142857142857143,13.0,1.0,7.142857142857143,13.0,1.0,7.142857142857143,2.0,14.285714285714286,0.0,0.0,2.0,14.285714285714286,7.0,50.0,12.0,85.71428571428571,13.0,92.85714285714286,95.12,3.7857142857142856,4.0,0.0,0.0,10.0,71.42857142857143,1.0714285714285714,1.0,45.0,45.0,100.0,11.0,11.0,100.0,10.0,8.0,11.0,37.0,0.5714285714285714,2.642857142857143
SCALE-1000-O00-00079,1000,698.7739665584388,3,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,33.333333333333336,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,117.06,3.6666666666666665,4.0,0.0,0.0,2.0,66.66666666666667,0.6666666666666666,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,3.0,4.0,5.0,1.0,1.6666666666666667
SCALE-1000-O00-00080,1000,842.6840263248815,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00081,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00082,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00083,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31115.89,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0
SCALE-1000-O00-00084,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00085,1000,1000.0000000000462,6,COM_POCO_NO_CONJUNTO_AUDITADO,5.0,83.33333333333333,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.333333333333336,2.0,33.333333333333336,7899.03,3.5,4.0,0.0,0.0,5.0,83.33333333333333,1.0,1.0,20.0,20.0,100.0,5.0,5.0,100.0,5.0,2.0,3.0,15.0,0.3333333333333333,2.5
SCALE-1000-O00-00086,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20656.91,4.0,4.0,0.0,0.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,2.0,4.0,0.5,2.0
SCALE-1000-O00-00087,1000,1000.0000000000462,11,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,54.54545454545455,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.36363636363637,4.0,36.36363636363637,4.0,36.36363636363637,1397.15,3.090909090909091,4.0,3.0,27.272727272727273,7.0,63.63636363636363,0.5454545454545454,0.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,9.0,11.0,21.0,0.8181818181818182,1.9090909090909092
SCALE-1000-O00-00088,1000,1000.0000000000462,30,COM_POCO_NO_CONJUNTO_AUDITADO,22.0,73.33333333333333,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,22.0,73.33333333333333,23.0,76.66666666666667,106.06,4.033333333333333,4.0,1.0,3.3333333333333335,23.0,76.66666666666667,1.1,1.0,79.0,79.0,100.0,18.0,18.0,100.0,20.0,27.0,42.0,70.0,0.9,2.3333333333333335
SCALE-1000-O00-00089,1000,1000.0000000000462,14,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,50.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,57.142857142857146,8.0,57.142857142857146,494.62,3.2142857142857144,4.0,3.0,21.428571428571427,11.0,78.57142857142857,0.35714285714285715,0.0,16.0,16.0,100.0,4.0,4.0,100.0,4.0,8.0,10.0,25.0,0.5714285714285714,1.7857142857142858
SCALE-1000-O00-00090,1000,1000.0000000000462,60,COM_POCO_NO_CONJUNTO_AUDITADO,38.0,63.333333333333336,58.0,2.0,3.3333333333333335,58.0,2.0,3.3333333333333335,58.0,2.0,3.3333333333333335,4.0,6.666666666666667,4.0,6.666666666666667,4.0,6.666666666666667,23.0,38.333333333333336,38.0,63.333333333333336,47.0,78.33333333333333,342.21,3.566666666666667,4.0,5.0,8.333333333333334,43.0,71.66666666666667,0.7333333333333333,1.0,129.0,128.0,99.2248062015504,31.0,31.0,100.0,32.0,34.0,48.0,127.0,0.5666666666666667,2.1166666666666667
SCALE-1000-O00-00091,1000,1000.0000000000462,10,COM_POCO_NO_CONJUNTO_AUDITADO,9.0,90.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,20.0,3810.18,2.4,2.5,4.0,40.0,4.0,40.0,0.9,0.5,16.0,16.0,100.0,2.0,2.0,100.0,4.0,5.0,12.0,21.0,0.5,2.1
SCALE-1000-O00-00092,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9359.61,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0
SCALE-1000-O00-00093,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13906.18,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-1000-O00-00094,1000,1000.0000000000462,4,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,958.855,3.0,3.5,1.0,25.0,2.0,50.0,0.75,0.5,8.0,8.0,100.0,2.0,2.0,100.0,2.0,1.0,2.0,9.0,0.25,2.25
SCALE-1000-O00-00095,1000,1000.0000000000462,3,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,100.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.37,1.3333333333333333,0.0,2.0,66.66666666666667,1.0,33.333333333333336,0.3333333333333333,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,7.0,0.0,2.3333333333333335
SCALE-1000-O00-00096,1000,1000.0000000000462,45,COM_POCO_NO_CONJUNTO_AUDITADO,29.0,64.44444444444444,45.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,38.0,84.44444444444444,39.0,86.66666666666667,106.06,3.8444444444444446,4.0,0.0,0.0,34.0,75.55555555555556,0.8222222222222222,1.0,110.0,106.0,96.36363636363636,25.0,25.0,100.0,28.0,21.0,26.0,101.0,0.4666666666666667,2.2444444444444445
SCALE-1000-O00-00097,1000,818.1438938012211,18,COM_POCO_NO_CONJUNTO_AUDITADO,10.0,55.55555555555556,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.55555555555556,13.0,72.22222222222223,14.0,77.77777777777777,84.18,4.111111111111111,4.0,0.0,0.0,16.0,88.88888888888889,0.7777777777777778,1.0,40.0,40.0,100.0,10.0,10.0,100.0,10.0,10.0,14.0,40.0,0.5555555555555556,2.2222222222222223
SCALE-1000-O00-00098,1000,10.651757013366339,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00099,1000,276.91442647106874,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00100,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00101,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00102,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00103,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4829.52,3.5,3.5,0.0,0.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,3.0,4.0,1.0,2.0
SCALE-1000-O00-00104,1000,1000.0000000000462,4,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,50.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,3675.245,2.25,3.0,1.0,25.0,0.0,0.0,0.25,0.0,5.0,5.0,100.0,1.0,1.0,100.0,1.0,2.0,2.0,7.0,0.5,1.75
SCALE-1000-O00-00105,1000,1000.0000000000462,17,COM_POCO_NO_CONJUNTO_AUDITADO,9.0,52.94117647058823,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.529411764705884,9.0,52.94117647058823,12.0,70.58823529411765,433.87,3.411764705882353,4.0,0.0,0.0,10.0,58.8235294117647,0.47058823529411764,0.0,35.0,35.0,100.0,8.0,8.0,100.0,9.0,5.0,5.0,34.0,0.29411764705882354,2.0
SCALE-1000-O00-00106,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745.72,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0
SCALE-1000-O00-00107,1000,1000.0000000000462,9,COM_POCO_NO_CONJUNTO_AUDITADO,4.0,44.44444444444444,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.22222222222222,2.0,22.22222222222222,2.0,22.22222222222222,6211.57,2.111111111111111,3.0,4.0,44.44444444444444,4.0,44.44444444444444,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,13.0,0.4444444444444444,1.4444444444444444
SCALE-1000-O00-00108,1000,1000.0000000000462,7,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,85.71428571428571,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.285714285714286,5005.59,1.7142857142857142,0.0,4.0,57.142857142857146,2.0,28.571428571428573,0.42857142857142855,0.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,1.0,4.0,15.0,0.14285714285714285,2.142857142857143
SCALE-1000-O00-00109,1000,1000.0000000000462,8,COM_POCO_NO_CONJUNTO_AUDITADO,4.0,50.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,4.0,50.0,5.0,62.5,642.39,2.625,3.0,2.0,25.0,3.0,37.5,0.25,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,6.0,10.0,12.0,0.75,1.5
SCALE-1000-O00-00110,1000,1000.0000000000462,25,COM_POCO_NO_CONJUNTO_AUDITADO,19.0,76.0,25.0,0.0,0.0,24.0,1.0,4.0,24.0,1.0,4.0,2.0,8.0,2.0,8.0,0.0,0.0,10.0,40.0,13.0,52.0,20.0,80.0,396.61,4.12,4.0,0.0,0.0,23.0,92.0,1.0,1.0,75.0,75.0,100.0,18.0,18.0,100.0,19.0,9.0,15.0,62.0,0.36,2.48
SCALE-1000-O00-00111,1000,1000.0000000000462,3,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7968.52,3.6666666666666665,4.0,0.0,0.0,2.0,66.66666666666667,0.6666666666666666,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,0.0,0.0,7.0,0.0,2.3333333333333335
SCALE-1000-O00-00112,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00113,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00114,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17521.34,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-1000-O00-00115,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00116,1000,1000.0000000000462,4,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2394.875,3.75,4.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,4.0,0.75,1.0
SCALE-1000-O00-00117,1000,768.9104443560392,13,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.384615384615385,2.0,15.384615384615385,5.0,38.46153846153846,1209.96,3.5384615384615383,4.0,0.0,0.0,8.0,61.53846153846154,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,8.0,0.9230769230769231,0.6153846153846154
SCALE-1000-O00-00118,1000,0.3151328324884543,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00119,1000,713.8699249666943,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00120,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00121,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00122,1000,1000.0000000000462,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10198.25,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,,1.0,0.0,0.0,2.0,0.0,2.0
SCALE-1000-O00-00123,1000,1000.0000000000462,58,COM_POCO_NO_CONJUNTO_AUDITADO,47.0,81.03448275862068,57.0,1.0,1.7241379310344827,57.0,1.0,1.7241379310344827,57.0,1.0,1.7241379310344827,2.0,3.4482758620689653,0.0,0.0,2.0,3.4482758620689653,27.0,46.55172413793103,44.0,75.86206896551724,51.0,87.93103448275862,103.725,3.6551724137931036,4.0,1.0,1.7241379310344827,42.0,72.41379310344827,0.7931034482758621,1.0,172.0,172.0,100.0,42.0,42.0,100.0,42.0,14.0,14.0,148.0,0.2413793103448276,2.5517241379310347
SCALE-1000-O00-00124,1000,1000.0000000000462,3,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,100.0,218.69,2.0,3.0,1.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666
SCALE-1000-O00-00125,1000,1000.0000000000462,18,COM_POCO_NO_CONJUNTO_AUDITADO,13.0,72.22222222222223,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.22222222222222,11.0,61.111111111111114,11.0,61.111111111111114,222.64499999999998,3.6666666666666665,4.0,0.0,0.0,13.0,72.22222222222223,0.8333333333333334,1.0,45.0,45.0,100.0,11.0,11.0,100.0,11.0,7.0,11.0,42.0,0.3888888888888889,2.3333333333333335
SCALE-1000-O00-00126,1000,1000.0000000000462,3,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,33.333333333333336,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,2.0,66.66666666666667,65.68,1.3333333333333333,0.0,2.0,66.66666666666667,1.0,33.333333333333336,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.3333333333333333,1.0
