cell_id,scale_km2,area_effective_km2,n_wells_raw,analysis_status,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well
SCALE-250-O00-00026,250,87.48393170528969,4,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,75.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,4.0,100.0,4.0,100.0,153.385,3.75,4.0,0.0,0.0,3.0,75.0,0.75,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,0.0,0.0,10.0,0.0,2.5
SCALE-250-O00-00027,250,203.49663248886768,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00028,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00029,250,249.99999999998994,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8214.37,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0
SCALE-250-O00-00030,250,249.99999999998994,5,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,60.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,3.0,60.0,307.12,4.2,4.0,0.0,0.0,5.0,100.0,0.8,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,3.0,4.0,11.0,0.6,2.2
SCALE-250-O00-00031,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00032,250,249.99999999998994,13,COM_POCO_NO_CONJUNTO_AUDITADO,9.0,69.23076923076923,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.84615384615385,10.0,76.92307692307692,11.0,84.61538461538461,82.91,3.8461538461538463,4.0,1.0,7.6923076923076925,12.0,92.3076923076923,0.8461538461538461,1.0,32.0,32.0,100.0,8.0,8.0,100.0,8.0,6.0,8.0,30.0,0.46153846153846156,2.3076923076923075
SCALE-250-O00-00033,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00034,250,249.99999999998994,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.34,2.0,2.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.5,1.5
SCALE-250-O00-00035,250,249.99999999998994,5,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,20.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,4.0,80.0,4.0,80.0,115.79,2.6,3.0,1.0,20.0,1.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,5.0,0.4,1.0
SCALE-250-O00-00036,250,20.472671025431314,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00037,250,115.91144241785025,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00038,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00039,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00040,250,249.99999999998994,3,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.4,3.6666666666666665,4.0,0.0,0.0,2.0,66.66666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.6666666666666666,1.0
SCALE-250-O00-00041,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00042,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00043,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00044,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00045,250,249.99999999998994,24,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,29.166666666666668,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,20.0,83.33333333333333,23.0,95.83333333333333,107.53999999999999,3.5,4.0,1.0,4.166666666666667,16.0,66.66666666666667,0.25,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,14.0,14.0,36.0,0.5833333333333334,1.5
SCALE-250-O00-00046,250,213.95024676435932,10,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,7.0,70.0,508.9,3.0,4.0,2.0,20.0,6.0,60.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,11.0,0.7,1.1
SCALE-250-O00-00047,250,15.590937492767125,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00048,250,2.5983024915185213,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00049,250,229.20345747980156,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00050,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00051,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00052,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00053,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00054,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00055,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00056,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00057,250,249.99999999998994,6,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.333333333333336,4791.715,3.8333333333333335,4.0,0.0,0.0,5.0,83.33333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,6.0,1.0,1.0
SCALE-250-O00-00058,250,249.95651791802254,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00059,250,155.80376148002992,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00060,250,126.32002303881939,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00061,250,249.99999999998994,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11377.58,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0
SCALE-250-O00-00062,250,249.99999999998994,2,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.715,1.5,1.5,1.0,50.0,0.0,0.0,0.5,0.5,3.0,3.0,100.0,0.0,0.0,,1.0,0.0,0.0,4.0,0.0,2.0
SCALE-250-O00-00063,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00064,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00065,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00066,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00067,250,249.99999999998994,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18274.49,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-250-O00-00068,250,249.99999999998994,2,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.78,3.5,3.5,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.5,1.0
SCALE-250-O00-00069,250,249.99999999998994,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11323.46,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-250-O00-00070,250,249.99999999998994,3,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,2.0,66.66666666666667,27.35,4.0,4.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0
SCALE-250-O00-00071,250,165.19356188764473,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00072,250,103.32739028814238,4,COM_POCO_NO_CONJUNTO_AUDITADO,4.0,100.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,4.0,100.0,4.0,100.0,53.685,3.5,4.5,1.0,25.0,3.0,75.0,1.0,1.0,12.0,9.0,75.0,3.0,2.0,66.66666666666667,3.0,2.0,5.0,11.0,0.5,2.75
SCALE-250-O00-00073,250,249.99999999998994,2,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.99,4.0,4.0,0.0,0.0,2.0,100.0,1.0,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,0.0,0.0,6.0,0.0,3.0
SCALE-250-O00-00074,250,249.99999999998994,33,COM_POCO_NO_CONJUNTO_AUDITADO,24.0,72.72727272727273,33.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.333333333333336,28.0,84.84848484848484,31.0,93.93939393939394,140.97,3.393939393939394,4.0,4.0,12.121212121212121,24.0,72.72727272727273,0.696969696969697,1.0,82.0,82.0,100.0,20.0,20.0,100.0,20.0,11.0,14.0,74.0,0.3333333333333333,2.242424242424242
SCALE-250-O00-00075,250,249.99999999998994,11,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,54.54545454545455,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.272727272727273,7.0,63.63636363636363,7.0,63.63636363636363,107.95,3.3636363636363638,4.0,0.0,0.0,7.0,63.63636363636363,0.36363636363636365,0.0,18.0,18.0,100.0,4.0,4.0,100.0,4.0,3.0,3.0,21.0,0.2727272727272727,1.9090909090909092
SCALE-250-O00-00076,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00077,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00078,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00079,250,249.99999999998994,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-250-O00-00080,250,249.99999999998994,8,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,12.5,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,2.0,25.0,7.0,87.5,542.955,4.0,4.0,0.0,0.0,7.0,87.5,0.25,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,8.0,9.0,10.0,1.0,1.25
SCALE-250-O00-00081,250,249.99999999998994,34,COM_POCO_NO_CONJUNTO_AUDITADO,25.0,73.52941176470588,33.0,1.0,2.9411764705882355,33.0,1.0,2.9411764705882355,33.0,1.0,2.9411764705882355,2.0,5.882352941176471,0.0,0.0,2.0,5.882352941176471,13.0,38.23529411764706,24.0,70.58823529411765,29.0,85.29411764705883,177.78,3.588235294117647,4.0,2.0,5.882352941176471,27.0,79.41176470588235,0.7647058823529411,1.0,84.0,84.0,100.0,20.0,20.0,100.0,21.0,12.0,21.0,77.0,0.35294117647058826,2.264705882352941
SCALE-250-O00-00082,250,249.99999999998994,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10804.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0
SCALE-250-O00-00083,250,249.99999999998994,2,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4302.16,4.0,4.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0
SCALE-250-O00-00084,250,112.84124108289907,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
