well_id,source_current_present,source_sgb2024_present,latitude,longitude,municipality_declared,municipality_spatial,coordinate_quality_status,nearest_neighbor_m,exact_coordinate_group,nature,situation,use_water,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,aquifer_comparison_status,geology_sgb_unit,geology_sgb_sigla,depth_current_m,depth_sgb2024_profundi_1_m,depth_sgb2024_profundida_m,static_level_current_m,static_level_sgb2024_m,dynamic_level_current_m,dynamic_level_sgb2024_m,specific_capacity_current,specific_capacity_sgb2024,test_type_sgb2024,test_date_sgb2024,interpretation_method_sgb2024,transmissivity_sgb2024,permeability_sgb2024,storage_coefficient_sgb2024,stabilized_yield_sgb2024,pump_type_sgb2024,ph_current,electrical_conductivity_current,electrical_conductivity_sgb2024,temperature_current,temperature_sgb2024,turbidity_current,turbidity_sgb2024,chemical_parameter_current,chemical_concentration_current,drilling_date_current,registration_date_current,installation_date_current,drilling_date_sgb2024,analysis_date_sgb2024,collection_date_sgb2024,drilling_method_sgb2024,driller_sgb2024,formation_sgb2024,penetration_type_sgb2024,hydraulic_condition_sgb2024,capture_type_sgb2024,atlas_qlog_record,atlas_explicit_profile,rimas_flag_current
3500073148,True,False,-22.282902999999976,-53.38323099999997,Nova Andradina,Nova Andradina,OK,374.96,,Poço tubular,,Abastecimento industrial,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,106,,,17,,32,,2.6,,,,,,,,,,6.30999994,40,,24,,,,Solidos dissolvidos totais,222,2016-06-20,2025-06-09,2016-06-20,,,,,,,,,,0.75,False,False
3500073147,True,False,-21.74636099999998,-52.46644399999997,Bataguassu,Bataguassu,OK,325.58,,Poço tubular,,Abastecimento industrial,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,108,,,63.8,,90.32,,0.458,,,,,,,,,,5.78000021,18.7,,22,,,,Solidos dissolvidos totais,22,2022-09-27,2025-06-09,2022-09-27,,,,,,,,,,0.75,False,False
3500073174,True,False,-22.612657999999954,-54.81468899999999,Caarapó,Caarapó,OK,301.45,,Poço tubular,,Abastecimento industrial,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,103,,,19.37,,52.26,,,,,,,,,,,,7.71999979,186.79,,23,,,,Solidos dissolvidos totais,112.07,2008-02-18,2025-06-11,2008-02-18,,,,,,,,,,0.75,False,False
3500073187,True,False,-21.93516699999998,-54.69422199999997,Itaporã,Itaporã,OK,673.34,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,102,,,1.12,,12.3,,0.708,,,,,,,,,,7.82000017,319.4,,24,,,,Solidos dissolvidos totais,207.61,2019-07-19,2025-06-16,2019-07-19,,,,,,,,,,0.75,False,False
3500073183,True,False,-20.537782999999934,-54.593227999999954,Campo Grande,Campo Grande,OK,213.17,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,102,,,23.05,,32.75,,0.536,,,,,,,,,,6.19999981,,,25.6000004,,,,Solidos dissolvidos totais,155,2017-05-18,2025-06-16,2017-05-18,,,,,,,,,,0.75,False,False
3500073182,True,False,-20.46150799999998,-54.60733099999993,Campo Grande,Campo Grande,OK,187.93,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,102,,,16,,81,,0.358,,,,,,,,,,6.51999998,,,,,,,Solidos dissolvidos totais,275,2016-08-22,2025-06-16,2016-08-22,,,,,,,,,,0.75,False,False
3500073215,True,False,-23.36918899999995,-54.210838999999964,Itaquiraí,Itaquiraí,OK,6258.23,,Poço tubular,,,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,31.18,,37.02,,1.935,,,,,,,,,,8.26000023,,,21,,,,Solidos dissolvidos totais,42,2015-04-10,2025-06-17,2015-04-10,,,,,,,,,,0.75,False,False
3500073214,True,False,-20.76709399999993,-51.67634199999998,Três Lagoas,Três Lagoas,OK,300.19,,Poço tubular,,Abastecimento industrial,Bauru,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,100,,,21.32,,27.03,,5.911,,,,,,,,,,6.01999998,,,29,,,,Solidos dissolvidos totais,40,2016-12-08,2025-06-17,2016-12-08,,,,,,,,,,0.75,False,False
3500073211,True,False,-20.51375299999995,-54.61999999999995,Campo Grande,Campo Grande,OK,264.26,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,,,19.96,,30.69,,,,,,,,,,,,6.80000019,,,26.7000008,,,,Solidos dissolvidos totais,132,2016-02-11,2025-06-17,2016-02-11,,,,,,,,,,0.75,False,False
3500073210,True,False,-19.650832999999977,-54.30555599999997,Bandeirantes,Bandeirantes,OK,2738.32,,Poço tubular,,Pecuária,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,26,,56,,0.133,,,,,,,,,,6.78000021,,,22.3999996,,,,Solidos dissolvidos totais,43,2016-06-20,2025-06-17,2016-06-20,,,,,,,,,,0.75,False,False
3500073205,True,False,-19.58908299999996,-54.036666999999966,Camapuã,Camapuã,OK,21.56,,Poço tubular,,,Botucatu,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,,,13.75,,30.18,,,,,,,,,,,,7,,,,,,,Solidos dissolvidos totais,40.5,1989-08-14,2025-06-17,1989-08-14,,,,,,,,,,0.75,False,False
3500073196,True,False,-23.583221999999978,-54.19730599999997,Itaquiraí,Itaquiraí,OK,29.47,,Poço tubular,,Abastecimento industrial,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,101,,,23.58,,57.47,,,,,,,,,,,,5.80999994,,,23,,,,Solidos dissolvidos totais,60,2017-08-02,2025-06-17,2017-08-02,,,,,,,,,,0.75,False,False
3500073219,True,False,-20.44921899999997,-52.84618899999998,Água Clara,Água Clara,OK,162.19,,Poço tubular,,Abastecimento industrial,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,14.2,,32.7,,,,,,,,,,,,6.0999999,,,32.7999992,,,,Solidos dissolvidos totais,79,2015-08-21,2025-06-18,2015-08-21,,,,,,,,,,0.75,False,False
3500073257,True,False,-18.957071999999982,-52.096821999999975,Cassilândia,Cassilândia,OK,179.54,,Poço tubular,,Pecuária,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,,,22,,35,,1.692,,,,,,,,,,6.92999983,14.69,,26,,,,Solidos dissolvidos totais,90,2014-11-03,2025-06-24,2014-11-03,,,,,,,,,,0.75,False,False
3500073256,True,False,-18.804791999999964,-52.590810999999974,Chapadão do Sul,Chapadão do Sul,OK,318.76,,Poço tubular,,"Outros (lazer,etc.)",Bauru,Formação Cachoeirinha,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Cachoeirinha,ENch,100,,,74.55,,74.65,,91.3,,,,,,,,,,6,116,,25,,,,Solidos dissolvidos totais,43,2012-05-31,2025-06-24,2012-05-31,,,,,,,,,,0.75,False,False
3500073283,True,False,-22.122499999999945,-55.20394399999998,Dourados,Dourados,OK,227.21,,Poço tubular,,Pecuária,Bauru,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Serra Geral,K1sg,100,,,2.69,,18.01,,0.354,,,,,,,,,,6.69999981,30.7,,24,,,,Solidos dissolvidos totais,20,2013-06-14,2025-06-25,2013-06-14,,,,,,,,,,0.75,False,False
3500073268,True,False,-20.50590599999998,-54.61091099999993,Campo Grande,Campo Grande,OK,37.84,,Poço tubular,,,Botucatu,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,,,4.6,,29,,0.574,,,,,,,,,,7.4000001,163,,26,,,,Solidos dissolvidos totais,170,1998-11-29,2025-06-25,1998-11-29,,,,,,,,,,0.75,False,False
3500073288,True,False,-22.23546699999997,-53.87499999999994,Ivinhema,Ivinhema,OK,5075.78,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,10.5,,39.5,,,,,,,,,,,,6,96.2,,22,,,,Solidos dissolvidos totais,61.7,2019-06-27,2025-06-26,2019-06-27,,,,,,,,,,0.75,False,False
3500073322,True,False,-20.97365599999995,-52.525485999999944,Brasilândia,Brasilândia,OK,16995.7,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,100,,,54.9,,59.3,,2.5,,,,,,,,,,6.5,30,,22,,,,Solidos dissolvidos totais,10,2020-04-15,2025-06-30,2020-04-15,,,,,,,,,,0.75,False,False
3500073319,True,False,-20.735074999999938,-54.30273599999998,Campo Grande,Campo Grande,OK,2022.61,,Poço tubular,,"Outros (lazer,etc.)",Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,50,,59.5,,0.516,,,,,,,,,,3.86999989,107.9,,27.2000008,,,,Solidos dissolvidos totais,91,2018-06-27,2025-06-30,2018-06-27,,,,,,,,,,0.75,False,False
3500073315,True,False,-19.70074399999993,-54.32944699999996,Bandeirantes,Bandeirantes,OK,1024.1,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,10.58,,43.85,,0.24,,,,,,,,,,6.30000019,120,,24,,,,Solidos dissolvidos totais,50,2020-01-20,2025-06-30,2020-01-20,,,,,,,,,,0.75,False,False
3500073344,True,False,-23.33595299999996,-54.14597199999997,Itaquiraí,Itaquiraí,OK,660.11,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,31.2,,42.6,,0.877,,,,,,,,,,7.51999998,48.56,,,,,,Solidos dissolvidos totais,16,2018-12-19,2025-07-01,2018-12-19,,,,,,,,,,0.75,False,False
3500073329,True,False,-21.987971999999957,-55.16122199999995,Dourados,Dourados,OK,261.96,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,6.25,,17.81,,1.009,,,,,,,,,,5.98999977,44.93,,24.2000008,,,,Solidos dissolvidos totais,29.2,2020-05-09,2025-07-01,2020-05-09,,,,,,,,,,0.75,False,False
3500073365,True,False,-21.91793599999994,-55.11099399999995,Dourados,Dourados,OK,687.73,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,12.86,,16.29,,3.329,,,,,,,,,,7.09000015,126,,23,,,,Solidos dissolvidos totais,81.9,2019-10-15,2025-07-02,2019-10-15,,,,,,,,,,0.75,False,False
3500073395,True,False,-20.448332999999934,-54.63805599999995,Campo Grande,Campo Grande,OK,42.09,,Poço tubular,,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,99,,,12,,29.6,,1.42,,,,,,,,,,6.80000019,,,25,,,,Solidos dissolvidos totais,121,1974-12-26,2025-07-08,1974-12-26,,,,,,,,,,0.75,False,False
3500073392,True,False,-23.52662799999996,-54.11134199999998,Itaquiraí,Itaquiraí,OK,2436.8,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,29.64,,46.47,,,,,,,,,,,,5.48999977,19.34,,23,,,,Solidos dissolvidos totais,13,2023-06-21,2025-07-08,2023-06-21,,,,,,,,,,0.75,False,False
3500073390,True,False,-23.37853599999994,-54.12835599999994,Itaquiraí,Itaquiraí,OK,4855.87,,Poço tubular,,"Outros (lazer,etc.)",Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,100,,,12.68,,29.31,,0.557,,,,,,,,,,5.86999989,21.3,,23,,,,Solidos dissolvidos totais,14,2019-09-12,2025-07-08,2019-09-12,,,,,,,,,,0.75,False,False
3500073386,True,False,-21.13735799999995,-54.78116899999998,Sidrolândia,Sidrolândia,OK,4056.2,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,,,10.61,,11.28,,7.478,,,,,,,,,,7.73000002,123.9,,22,,,,Solidos dissolvidos totais,64,2021-12-14,2025-07-08,2021-12-14,,,,,,,,,,0.75,False,False
3500073404,True,False,-22.23952799999995,-54.799499999999966,Dourados,Dourados,OK,10.96,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,98,,,14.62,,14.75,,30.615,,,,,,,,,,6.07999992,249.5,,24,,,,Solidos dissolvidos totais,162.17,2020-05-21,2026-01-05,2020-05-21,,,,,,,,,,0.75,False,False
3500073400,True,False,-22.02702499999998,-54.70473899999996,Itaporã,Itaporã,OK,1614.02,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,98,,,20.05,,22.33,,2.816,,,,,,,,,,5.48000002,75.07,,23,,,,Solidos dissolvidos totais,48.79,2019-10-01,2026-01-05,2019-10-01,,,,,,,,,,0.75,False,False
3500073407,True,False,-20.36252799999994,-51.42752799999994,Selvíria,Selvíria,OK,88.58,,Poço tubular,,Abastecimento urbano,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,96,,,18,,64,,1.228,,,,,,,,,,7.80000019,,,11.1000004,,,,Solidos dissolvidos totais,138,1990-08-06,2026-01-06,1990-08-06,,,,,,,,,,0.75,False,False
3500073429,True,False,-20.47394399999996,-54.47605599999997,Campo Grande,Campo Grande,OK,778.08,,Poço tubular,,"Outros (lazer,etc.)",Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,95,,,17,,24.5,,3.9,,,,,,,,,,6.59000015,16.1,,28,,,,Solidos dissolvidos totais,74,2020-07-09,2026-01-08,2020-07-09,,,,,,,,,,0.75,False,False
3500073427,True,False,-23.033710999999983,-54.19208599999996,Naviraí,Naviraí,OK,150.8,,Poço tubular,,Abastecimento industrial,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,95,,,25.8,,44.3,,1.351,,,,,,,,,,7.46999979,11.8,,26,,,,Solidos dissolvidos totais,293,2018-01-16,2026-01-08,2018-01-16,,,,,,,,,,0.75,False,False
3500073451,True,False,-20.43281099999996,-54.59288899999996,Campo Grande,Campo Grande,OK,616.21,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,90,,,25,,60,,0.114,,,,,,,,,,7.19999981,81.74,,26,,,,Solidos dissolvidos totais,42,2016-07-26,2026-01-13,2016-07-26,,,,,,,,,,0.75,False,False
3500073465,True,False,-22.49656099999993,-54.21406699999994,Jateí,Jateí,OK,2242.77,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,90,,,17.02,,43.03,,0.208,,,,,,,,,,5.03999996,9.04,,24,,,,Solidos dissolvidos totais,5.88,2018-04-19,2026-01-14,2018-04-19,,,,,,,,,,0.75,False,False
3500073463,True,False,-22.088832999999966,-54.72072199999997,Itaporã,Itaporã,OK,28.95,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,90,,,53.82,,62.22,,0.845,,,,,,,,,,7.07999992,155.4,,24,,,,Solidos dissolvidos totais,101.1,2014-01-12,2026-01-14,2014-01-12,,,,,,,,,,0.75,False,False
3500073462,True,False,-21.463896999999974,-52.14417199999997,Brasilândia,Brasilândia,OK,1317.53,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,90,,,7.5,,11.4,,2.903,,,,,,,,,,7,68.8,,25,,,,Solidos dissolvidos totais,41.5,2005-11-08,2026-01-14,2005-11-08,,,,,,,,,,0.75,False,False
3500073466,True,False,-22.53359999999998,-54.115016999999966,Glória de Dourados,Glória de Dourados,OK,1026.37,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,90,,,19.23,,48.81,,0.38,,,,,,,,,,4.86000013,14.25,,24,,,,Solidos dissolvidos totais,9.26,2018-08-03,2026-01-15,2018-08-03,,,,,,,,,,0.75,False,False
3500073494,True,False,-22.240227999999945,-53.341174999999964,Nova Andradina,Nova Andradina,OK,313.79,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,88,,,52,,57,,1.1,,,,,,,,,,6.51000023,91.2,,22,,,,Solidos dissolvidos totais,66,1996-11-19,2026-01-20,1996-11-19,,,,,,,,,,0.75,False,False
3500073500,True,False,-20.50476699999996,-54.60283899999996,Campo Grande,Campo Grande,OK,119.49,,Poço tubular,,Abastecimento industrial,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,87.5,,,18,,26.3,,4.819,,,,,,,,,,6.94999981,,,,,,,Solidos dissolvidos totais,254,2012-12-16,2026-01-21,2012-12-16,,,,,,,,,,0.75,False,False
3500073498,True,False,-20.75891699999994,-55.128949999999975,Sidrolândia,Sidrolândia,OK,810.54,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,88,,,15,,20.6,,1.518,,,,,,,,,,6,30,,28,,,,Solidos dissolvidos totais,12,2020-06-20,2026-01-21,2020-06-20,,,,,,,,,,0.75,False,False
3500073512,True,False,-22.058224999999936,-54.72453299999995,Itaporã,Itaporã,OK,1056.47,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,86,,,12.78,,14.63,,1.946,,,,,,,,,,6.9000001,170,,24,,,,Solidos dissolvidos totais,190,2019-10-22,2026-01-22,2019-10-22,,,,,,,,,,0.75,False,False
3500073514,True,False,-22.12916699999994,-54.348055999999985,Dourados,Dourados,OK,354.08,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,86,,,10.47,,10.96,,5.612,,,,,,,,,,7.23999977,94.84,,23,,,,Solidos dissolvidos totais,61.64,2022-02-09,2026-01-23,2022-02-09,,,,,,,,,,0.75,False,False
3500073519,True,False,-20.78319199999993,-54.733274999999935,Sidrolândia,Sidrolândia,OK,1257.44,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,85,,,2,,7,,2.932,,,,,,,,,,7.4000001,,,18,,,,Solidos dissolvidos totais,55,2017-04-27,2026-01-26,2017-04-27,,,,,,,,,,0.75,False,False
3500073527,True,False,-23.10402799999997,-55.230118999999945,Amambai,Amambai,OK,47.85,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,85,,,22.45,,44.34,,0.32,,,,,,,,,,6.21000004,154.1,,24,,,,Solidos dissolvidos totais,100.16,2021-11-06,2026-01-27,2021-11-06,,,,,,,,,,0.75,False,False
3500073529,True,False,-22.097505999999953,-54.795488999999975,Itaporã,Itaporã,OK,1134.06,,Poço tubular,,Abastecimento industrial,Botucatu,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,84.7,,,28.61,,32.03,,7.719,,,,,,,,,,6.5,,,24.6000004,,,,,,2009-01-26,2026-01-28,2009-01-26,,,,,,,,,,0.75,False,False
3500073535,True,False,-22.367666999999983,-54.337471999999934,Fátima do Sul,Fátima do Sul,OK,285.85,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,84,,,20.83,,46.54,,0.094,,,,,,,,,,6.75,69.49,,25,,,,Solidos dissolvidos totais,45.17,2019-04-11,2026-01-29,2019-04-11,,,,,,,,,,0.75,False,False
3500073534,True,False,-22.175638999999933,-55.203832999999975,Dourados,Dourados,OK,379.61,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,84,,,11.56,,62.57,,0.184,,,,,,,,,,7.30000019,113,,26,,,,Solidos dissolvidos totais,73.8,2015-06-15,2026-01-29,2015-06-15,,,,,,,,,,0.75,False,False
3500073549,True,False,-21.388027999999963,-55.55719399999998,Maracaju,Maracaju,OK,4745.72,,Poço tubular,,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,82,,,3.5,,7.6,,1.098,,,,,,,,,,6.09000015,40,,23.1000004,,,,,,2022-04-06,2026-02-04,2022-04-06,,,,,,,,,,0.75,False,False
3500073558,True,False,-20.414721999999927,-54.603332999999964,Campo Grande,Campo Grande,OK,417.81,,Poço tubular,,Abastecimento doméstico,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,80,,,10,,32.5,,0.933,,,,,,,,,,7.21000004,,,27.7000008,,,,Solidos dissolvidos totais,154,1999-09-06,2026-02-05,1999-09-06,,,,,,,,,,0.75,False,False
3500027103,True,True,-20.436943999999983,-54.61805599999997,Campo Grande,Campo Grande,OK,163.94,,Poço tubular,,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,110,110.0,0.0,16,16.0,24,24.0,1.963,1.963,,2009-12-23,,,,,15.7,,7.30999994,,0.0,24,24,"0,25","0,25",,,1992-01-10,2010-02-23,,1992-01-10,23/12/2009,18/12/2009,,HIDROSUL AMBIENTAL,Formação Serra Geral,,,,0.75,False,False
3500073592,True,False,-21.898621999999932,-54.86781399999995,Itaporã,Itaporã,OK,494.62,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,80,,,10.53,,16.52,,1.932,,,,,,,,,,6.8499999,98.61,,23,,,,Solidos dissolvidos totais,64.09,2019-09-20,2026-02-25,2019-09-20,,,,,,,,,,0.75,False,False
3500073595,True,False,-22.153138999999953,-54.51399999999995,Dourados,Dourados,OK,354.09,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,80,,,5.43,,6.76,,8.18,,,,,,,,,,6.63000011,35.83,,23,,,,Solidos dissolvidos totais,23.28,2019-10-28,2026-02-26,2019-10-28,,,,,,,,,,0.75,False,False
3500073630,True,False,-21.016538999999966,-55.087455999999975,Sidrolândia,Sidrolândia,OK,177.05,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,80,,,9,,18.6,,1.562,,,,,,,,,,6.4000001,60,,24,,,,Solidos dissolvidos totais,24,2019-08-05,2026-03-25,2019-08-05,,,,,,,,,,0.75,False,False
3500073644,True,False,-19.92635299999995,-51.11588299999994,Aparecida do Taboado,Aparecida do Taboado,OK,107.25,,Poço tubular,,Pecuária,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Formação Vale do Rio do Peixe,K2vp,80,,,29.3,,35.1,,2.931,,,,,,,,,,7.4000001,53,,24,,,,Solidos dissolvidos totais,15,2022-01-07,2026-03-30,2022-01-07,,,,,,,,,,0.75,False,False
3500073643,True,False,-23.523860999999954,-54.084082999999964,Itaquiraí,Itaquiraí,OK,995.06,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,80,,,19.5,,32.3,,0.469,,,,,,,,,,7.65999985,71.28,,,,,,Solidos dissolvidos totais,27,2002-12-02,2026-03-30,2002-12-02,,,,,,,,,,0.75,False,False
3500073641,True,False,-23.494168999999943,-54.15399699999995,Itaquiraí,Itaquiraí,OK,60.81,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,80,,,24,,56,,0.328,,,,,,,,,,7.78000021,78.92,,24.8999996,,,,Solidos dissolvidos totais,29,2019-01-18,2026-03-30,2019-01-18,,,,,,,,,,0.75,False,False
3500073645,True,False,-20.03602799999993,-51.085252999999966,Aparecida do Taboado,Aparecida do Taboado,OK,12.97,,Poço tubular,,Pecuária,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Formação Vale do Rio do Peixe,K2vp,80,,,41.3,,58.2,,0.592,,,,,,,,,,6.9000001,85,,26,,,,Solidos dissolvidos totais,10,2022-01-08,2026-03-31,2022-01-08,,,,,,,,,,0.75,False,False
3500073665,True,False,-19.831335999999965,-54.375107999999955,Bandeirantes,Bandeirantes,OK,2330.34,,Poço tubular,,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,80,,,23.07,,32.36,,0.98,,,,,,,,,,5,13.74,,25,,,,,,2022-07-25,2026-04-08,2022-07-25,,,,,,,,,,0.75,False,False
3500073694,True,False,-22.51356099999998,-54.31982499999998,Jateí,Jateí,OK,781.48,,Poço tubular,,Pecuária,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,77,,,16.91,,22.11,,1.996,,,,,,,,,,5.1500001,12.97,,23.7999992,,,,Solidos dissolvidos totais,8,2022-05-20,2026-04-17,2022-05-20,,,,,,,,,,0.75,False,False
