well_id,source_current_present,source_sgb2024_present,latitude,longitude,municipality_declared,municipality_spatial,coordinate_quality_status,nearest_neighbor_m,exact_coordinate_group,nature,situation,use_water,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,aquifer_comparison_status,geology_sgb_unit,geology_sgb_sigla,depth_current_m,depth_sgb2024_profundi_1_m,depth_sgb2024_profundida_m,static_level_current_m,static_level_sgb2024_m,dynamic_level_current_m,dynamic_level_sgb2024_m,specific_capacity_current,specific_capacity_sgb2024,test_type_sgb2024,test_date_sgb2024,interpretation_method_sgb2024,transmissivity_sgb2024,permeability_sgb2024,storage_coefficient_sgb2024,stabilized_yield_sgb2024,pump_type_sgb2024,ph_current,electrical_conductivity_current,electrical_conductivity_sgb2024,temperature_current,temperature_sgb2024,turbidity_current,turbidity_sgb2024,chemical_parameter_current,chemical_concentration_current,drilling_date_current,registration_date_current,installation_date_current,drilling_date_sgb2024,analysis_date_sgb2024,collection_date_sgb2024,drilling_method_sgb2024,driller_sgb2024,formation_sgb2024,penetration_type_sgb2024,hydraulic_condition_sgb2024,capture_type_sgb2024,atlas_qlog_record,atlas_explicit_profile,rimas_flag_current
3500065054,True,True,-22.19166699999994,-54.69222199999996,Dourados,Dourados,OK,82.76,,Poço tubular,Bombeando,Abastecimento doméstico,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,600,600.0,0.0,67,67.0,166.56,166.56,0.428,0.428,Continuo,2014-09-29,,,,,42.58,,8.19999981,,0.0,,,,,Solidos dissolvidos totais,151.4,2014-09-28,2018-08-06,2014-09-28,2014-09-28,25/10/2016,24/10/2016,,,,Parcial,Semi-Confinado,,0.75,False,False
3500053084,True,True,-20.143332999999927,-56.28333299999997,Miranda,Miranda,OK,568.37,,Poço tubular,Bombeando,Abastecimento múltiplo,Coluvionar,Grupo Cuiaba,,UNKNOWN,"Litofácies Cuiabá, xisto",NPcuxt,30,30.0,0.0,12,12.0,22,22.0,0.3,0.3,Rebaixamento,2009-01-01,,,,,3.0,Bomba submersa,7.25,,0.0,23,23,"1,34","1,34",,,2009-01-01,2015-11-12,,2009-01-01,22/09/2009,22/09/2009,,,Formação Pantanal,Total,Livre,Única,0.75,False,False
3500027119,True,True,-22.642499999999927,-54.82416699999993,Caarapó,Caarapó,OK,28.77,,Poço tubular,Bombeando,Abastecimento urbano,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,150,150.0,0.0,23,23.0,99,99.0,0.176,0.176,Rebaixamento,2009-08-27,,,,,13.4,Bomba submersa,7.88999987,,0.0,13.3000002,"13,3","0,05","0,05",,,1984-07-10,2015-10-05,1984-07-10,1984-07-10,24/08/2009,20/07/2009,,HIDROSSOMAT LTDA,Formação Serra Geral,Total,Livre,Única,0.75,False,False
3500026917,True,True,-20.97083299999997,-51.839166999999975,Três Lagoas,Três Lagoas,OK,948.92,,Poço tubular,Bombeando,Irrigação,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,34,34.0,0.0,7,7.0,9,9.0,,0.0,Rebaixamento,2008-01-01,,,,,0.0,Bomba submersa,6.51000023,70,70.0,31,31,"0,25","0,25",,,2004-01-01,2015-10-06,,2004-01-01,08/01/2008,08/01/2008,,,"Formação Serra Geral, Grupo São Bento",Parcial,Semi-Livre,Simultânea,0.75,False,False
3500027282,True,True,-18.807777999999928,-52.62555599999996,Chapadão do Sul,Chapadão do Sul,OK,16.63,,Poço tubular,Bombeando,Abastecimento urbano,Bauru,Formação Cachoeirinha,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Cachoeirinha,ENch,100,100.0,0.0,57,57.0,71,71.0,1.214,1.214,Rebaixamento,2009-10-06,,,,,17.0,Bomba submersa,4.48000002,,0.0,2.70000005,"2,7","0,55","0,55",,,2001-08-01,2015-10-08,,2001-08-01,11/05/2010,10/05/2010,,SANESUL S/A,Formação Cachoeirinha,Total,Livre,Única,0.75,False,False
3500045668,True,True,-19.677221999999972,-55.08277799999996,Corguinho,Corguinho,OK,19140.42,,,Bombeando,,Aquidauana,Formação Aquidauana,,CONSISTENTE,Formação Aquidauana,C2P1a,90,90.0,0.0,54,54.0,70,70.0,0.5,0.5,Rebaixamento,2010-09-18,,,,,8.0,Bomba submersa,5.78999996,,0.0,,,"1,1","1,1",,,2010-01-01,2015-09-23,,2010-01-01,04/10/2010,03/10/2010,Rotopneumatico,HIDRO SONDAS,Formação Aquidauana,Total,Livre,Única,0.75,False,False
3500045682,True,True,-23.67972199999997,-54.57472199999995,Iguatemi,Iguatemi,OK,809.95,,Poço tubular,Bombeando,,Caiua,Grupo Caiuá,Formação Botucatu,CONSISTENTE,Grupo Caiuá,K2c,160,160.0,0.0,6.5,6.5,144,144.0,0.176,0.176,Rebaixamento,2008-01-01,,,,,24.2,Bomba submersa,5.80000019,,0.0,6,6,"0,55","0,55",,,2008-01-01,2015-10-02,,2008-01-01,19/02/2014,18/02/2014,Rotopneumatico,SANESUL,Grupo Caiuá,Total,Livre,Única,0.75,False,False
3500053090,True,True,-21.613888999999972,-55.194999999999936,Maracaju,Maracaju,OK,2062.77,,Poço tubular,Bombeando,Abastecimento múltiplo,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,105,105.0,0.0,17,17.0,20,20.0,3.333,3.333,Rebaixamento,2008-01-01,,,,,10.0,Bomba submersa,7.01999998,5.02,5.02,24,24,"0,36","0,36",,,2008-01-01,2015-11-13,,2008-01-01,12/06/2008,12/06/2008,Percussao c/cacamba,,Formação Botucatu,Parcial,Confinado,Única,0.75,False,False
3500065040,True,True,-20.46222199999994,-54.61638899999997,Campo Grande,Campo Grande,OK,290.34,,Poço tubular,Bombeando,Abastecimento doméstico,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,96,96.0,0.0,7,7.0,51,51.0,0.514,0.514,Rebaixamento,2014-11-12,,,,,22.63,,7.32000017,,0.0,23.6000004,"23,6",,,Solidos dissolvidos totais,81,2014-11-12,2018-07-30,2014-11-12,2014-11-12,22/01/2016,21/01/2016,,,,Parcial,Livre,,0.75,False,False
3500065045,True,True,-20.468610999999953,-54.716388999999936,Campo Grande,Campo Grande,OK,277.85,,Poço tubular,Bombeando,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,48,48.0,0.0,15,15.0,28,28.0,0.385,0.385,Rebaixamento,2016-01-22,,,,,5.0,,6.59000015,22.2,22.2,24,24,,,Solidos dissolvidos totais,117,2016-10-16,2018-08-02,2016-10-16,2016-10-16,02/02/2016,01/02/2016,,,,Parcial,Livre,,0.75,False,False
3500065046,True,True,-20.44222199999996,-54.67277799999994,Campo Grande,Campo Grande,OK,422.07,,Poço tubular,Bombeando,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,90,90.0,0.0,26.3,26.3,32.27,32.27,0.99,0.99,Rebaixamento,2016-04-14,,"56,3",,,5.91,,6.46000004,12.82,12.82,23.3999996,"23,4",,,Solidos dissolvidos totais,71,1994-01-01,2018-08-03,1994-01-01,1994-01-01,13/12/2016,12/12/2016,,,,Parcial,Livre,,0.75,False,False
3500065047,True,True,-20.484166999999957,-54.74916699999994,Campo Grande,Campo Grande,OK,144.26,,Poço tubular,Bombeando,Abastecimento industrial,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,100,100.0,0.0,12.8,12.8,84,84.0,0.214,0.214,Rebaixamento,2016-06-10,,,,,15.23,,6.0999999,19.35,19.35,25,25,,,Solidos dissolvidos totais,240,2016-06-11,2018-08-03,2016-06-11,2016-06-11,30/09/2016,29/09/2016,,,,Parcial,Livre,,0.75,False,False
3500065060,True,True,-22.338888999999938,-53.84249999999997,Ivinhema,Ivinhema,OK,65.41,,Poço tubular,Bombeando,Abastecimento industrial,Caiua,Grupo Caiuá,Formação Botucatu,CONSISTENTE,Grupo Caiuá,K2c,100,100.0,0.0,12.75,12.75,58.08,58.08,0.383,0.383,Rebaixamento,2016-07-09,,"8,53",,,17.36,,5.69999981,22.7,22.7,14,14,,,Solidos dissolvidos totais,155,2003-09-01,2018-08-06,2003-09-01,2003-09-01,15/06/2016,14/06/2016,,,,Parcial,Livre,,0.75,False,False
3500065072,True,True,-20.361943999999937,-51.426943999999935,Selvíria,Selvíria,OK,88.58,,Poço tubular,Bombeando,Abastecimento doméstico,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,96,96.0,0.0,18,18.0,64,64.0,1.228,1.228,Rebaixamento,2016-02-02,,"64,78",,,56.5,,7.80000019,,0.0,11.1000004,"11,1",,,Solidos dissolvidos totais,138,1990-08-06,2018-08-09,1990-08-06,1990-08-06,17/02/2016,16/02/2016,,,,Parcial,Livre,,0.75,False,False
3500023027,True,True,-18.64027699999997,-54.35972199999998,Coxim,Coxim,OK,21919.73,,Poço tubular,Equipado,,Guarani,Formação Palermo,,NÃO COMPARÁVEL DIRETAMENTE,Formação Palermo,P1p,78.5,78.5,0.0,12,12.0,25,25.0,1.454,1.454,Rebaixamento,1990-02-10,,,,,18.9,,7.42000008,289,289.0,27.3999996,"27,4",,,Solidos dissolvidos totais,259.32,1990-02-10,2008-09-08,1990-02-10,1990-02-10,02/08/2004,02/08/2004,Rotativo,NOPAR,Formação Caiuá,,,,0.75,False,False
3500065009,True,True,-22.944166999999936,-55.634721999999954,Aral Moreira,Aral Moreira,OK,42.25,,Poço tubular,Bombeando,"Outros (lazer,etc.)",Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,130,130.0,0.0,3.65,3.65,22.26,22.26,2.507,2.507,Continuo,1980-07-07,,,,,46.65,,7.0999999,,0.0,,,,,Solidos dissolvidos totais,84.9,1980-07-07,2018-07-24,1980-07-07,1980-07-07,27/01/2016,26/01/2016,,,,Parcial,Livre,Única,0.75,False,False
3500068739,True,True,-20.012241999999958,-53.29814399999998,Ribas do Rio Pardo,Ribas do Rio Pardo,OK,4253.82,,Poço de monitoramento,Poço RIMAS equipado c medidor automático de nível,Sem uso,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,74,74.0,0.0,34.23,34.23,49.18,49.18,0.423,0.423,Rebaixamento,2023-04-26,,0,,,6.32,Bomba submersa,6.38999987,73,0.0,,,"14,20",,,,2023-04-26,2023-07-24,2023-04-26,2023-04-26,,,,Toninho Poços Artesianos Ltda.,Formação Caiuá,Parcial,Livre,Única,0.75,False,False
3500071611,True,False,-22.542666999999938,-54.306221999999934,Jateí,Jateí,OK,1916.89,,Poço tubular,Bombeando,Pecuária,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,70,,,23.16,,36,,1.505,,,,,,,,,,5.36000013,19.66,,24.1000004,,,,,,2019-10-30,2024-07-31,,,,,,,,,,,0.75,False,False
3500071605,True,False,-23.967555999999945,-55.01655599999998,Sete Quedas,Sete Quedas,OK,1947.58,,Poço tubular,Bombeando,Abastecimento industrial,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,100,,,22,,57,,4.408,,,,,,,,,,6.69999981,,,16,,,,,,2015-08-20,2024-07-31,,,,,,,,,,,0.75,False,False
3500071514,True,False,-20.84818299999995,-51.74865599999998,Três Lagoas,Três Lagoas,OK,150.73,,Poço tubular,Bombeando,Abastecimento industrial,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Formação Santo Anastácio,K2sa,100,,,22.32,,28.71,,0.333,,,,,,,,,,6.01000023,19.18,,25.3999996,,,,,,2018-01-16,2024-07-31,,,,,,,,,,,0.75,False,False
3500070919,True,False,-23.53314699999993,-54.06936699999994,Itaquiraí,Itaquiraí,OK,264.1,,Poço tubular,Bombeando,Pecuária,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,80,,,15,,28.8,,1.624,,,,,,,,,,6.69999981,35.03,,23.7000008,,,,,,2019-01-19,2024-07-31,,,,,,,,,,,0.75,False,False
3500070840,True,False,-21.15839699999998,-55.828307999999936,Nioaque,Nioaque,OK,147.64,,Poço tubular,Bombeando,"Outros (lazer,etc.)",Guarani,Formação Botucatu,,POSSIVELMENTE CONSISTENTE,Formação Botucatu,K1bt,60,,,5.95,,6.07,,0.267,,,,,,,,,,6.71999979,,,30.1000004,,,,,,2016-11-17,2024-07-31,,,,,,,,,,,0.75,False,False
3500069727,True,False,-22.08438899999993,-54.83758299999994,Itaporã,Itaporã,OK,44.81,,Poço tubular,Bombeando,Pecuária,Bauru_Caiua,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Serra Geral,K1sg,46,,,15.68,,19.53,,0.401,,,,,,,,,,5.5999999,82.7,,23,,,,,,2018-10-04,2024-07-31,,,,,,,,,,,0.75,False,False
3500026934,True,True,-22.464721999999938,-54.17444399999994,Glória de Dourados,Glória de Dourados,OK,176.26,,Poço tubular,Bombeando,Doméstico/irrigação/animal,Caiua,Grupo Caiuá,Formação Botucatu,CONSISTENTE,Grupo Caiuá,K2c,60,60.0,0.0,10,10.0,30,30.0,0.5,0.5,Rebaixamento,2008-10-02,,,,,10.0,,6.0999999,,0.0,24,24,"1,42","1,42",,,2004-07-03,2009-04-24,,2004-07-03,10/10/2008,10/10/2008,,,Formação Caiuá,,,,0.75,False,False
3500026935,True,True,-22.277221999999938,-53.371110999999985,Nova Andradina,Nova Andradina,OK,410.23,,Poço tubular,Bombeando,Abastecimento múltiplo,Caiua,Grupo Caiuá,Formação Botucatu,CONSISTENTE,Grupo Caiuá,K2c,75,75.0,0.0,39,39.0,52,52.0,0.469,0.469,Rebaixamento,2006-09-29,,,,,6.1,Bomba submersa,5.0999999,,0.0,24,24,"1,3","1,3",,,2006-09-29,2009-04-24,,2006-09-29,27/01/2009,26/01/2009,,,Formação Caiuá,,,,0.75,False,False
3500026939,True,True,-22.284999999999968,-53.37944399999998,Nova Andradina,Nova Andradina,OK,15.42,,Poço tubular,Bombeando,Abastecimento industrial,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,120,120.0,0.0,20,20.0,45,45.0,0.4,0.4,Rebaixamento,2008-09-22,,,,,10.0,Bomba submersa,5.80999994,,0.0,26,26,"0,39","0,39",,,1998-10-22,2009-04-28,,1998-10-22,27/06/2008,25/06/2008,,HIDRO SONDAS,Formação Serra Geral,,,,0.75,False,False
3500026957,True,True,-22.59555599999993,-54.81555599999996,Caarapó,Caarapó,OK,119.48,,Poço tubular,Bombeando,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,150,150.0,0.0,19,19.0,44.6,44.6,1.765,1.765,Rebaixamento,2009-02-12,,,,,45.18,Bomba submersa,8.60000038,142,142.0,,,"0,91","0,91",,,2009-02-12,2009-05-19,,2009-02-12,20/03/2009,20/03/2009,,,Formação Serra Geral,,,,0.75,False,False
3500026979,True,True,-21.94805599999995,-54.36694399999993,Dourados,Dourados,OK,2670.12,,Poço tubular,Bombeando,Abastecimento múltiplo,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,50,50.0,0.0,12,12.0,19,19.0,0.714,0.714,Rebaixamento,2009-02-16,,,,,5.0,Bomba submersa,8.19999981,122,122.0,,,",65","0,65",,,2009-02-16,2009-06-10,,2009-02-16,30/03/2009,30/03/2009,,,Formação Serra Geral,,,,0.75,False,False
3500026997,True,True,-19.700832999999932,-51.16999999999996,Paranaíba,Paranaíba,OK,186.5,,Poço tubular,Bombeando,,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Formação Vale do Rio do Peixe,K2vp,58,58.0,28.0,20,20.0,30,30.0,0.68,0.68,,2009-08-01,,,,,6.8,,6.36999989,,0.0,,,"0,78","0,78",,,2005-01-01,2009-10-20,,2005-01-01,25/08/2009,24/08/2009,,,Formação Vale do Rio do Peixe,,,,0.75,False,False
3500027019,True,True,-21.452777999999967,-54.381110999999976,Nova Alvorada do Sul,Nova Alvorada do Sul,OK,54.78,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,110,110.0,20.0,12,12.0,25,25.0,0.769,0.769,,2009-11-05,,,,,10.0,,7.5,117.8,117.8,,,"0,88","0,88",,,1987-01-01,2010-01-13,,1987-01-01,14/10/2009,14/10/2009,,,"Formação Serra Geral, Grupo São Bento",,,,0.75,False,False
3500027044,True,True,-20.765555999999947,-51.66555599999998,Três Lagoas,Três Lagoas,OK,122.92,,Poço tubular,Bombeando,,Caiua,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Serra Geral,K1sg,32,32.0,6.0,6,6.0,20,20.0,0.271,0.271,,2009-07-27,,,,,3.8,,5.15999985,1.6,1.6,26,26,"0,13","0,13",,,2003-01-01,2010-01-28,,2003-01-01,21/08/2008,20/08/2008,,,Formação Caiuá,,,,0.75,False,False
3500027149,True,True,-21.654166999999973,-55.100832999999966,Maracaju,Maracaju,OK,5410.51,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,85,85.0,0.0,5,5.0,50,50.0,0.222,0.222,,2009-12-30,,,,,10.0,,6,,0.0,13,13,"0,14","0,14",,,1998-01-01,2010-03-10,,1998-01-01,26/12/2009,21/12/2009,,HIDROSUL AMBIENTAL,Formação Serra Geral,,,,0.75,False,False
3500027154,True,True,-19.513332999999932,-54.04833299999996,Camapuã,Camapuã,OK,84.18,,Poço tubular,Bombeando,Abastecimento urbano,Guarani,Formação Botucatu,,POSSIVELMENTE CONSISTENTE,Formação Botucatu,K1bt,160,160.0,0.0,73,73.0,85.7,85.7,0.551,0.551,,2009-08-27,,,,,7.0,,7.5999999,,0.0,,,,,Solidos dissolvidos totais,271.8,1993-01-01,2010-03-10,,1993-01-01,,,,SANESUL,Formação Piramboia,,,,0.75,False,False
3500027162,True,True,-21.807777999999928,-54.549721999999974,Rio Brilhante,Rio Brilhante,OK,67.8,,Poço tubular,Bombeando,Abastecimento urbano,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,95,95.0,0.0,12,12.0,39.5,39.5,2.058,2.058,,2009-08-27,,,,,56.6,Bomba submersa,8.06000042,,0.0,25,25,"0,20","0,2",Solidos dissolvidos totais,149.9,1991-06-10,2010-03-10,,1991-06-10,01/09/2009,31/08/2009,,HIDROSSOMAT LTDA,Formação Serra Geral,,,,0.75,False,False
3500027173,True,True,-20.776943999999958,-51.66416699999996,Três Lagoas,Três Lagoas,OK,84.26,,Poço tubular,Bombeando,Abastecimento urbano,Bauru,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Serra Geral,K1sg,91.5,91.5,0.0,15,15.0,28,28.0,6.092,6.092,,2009-10-06,,,,,79.2,Bomba submersa,6.13000011,,0.0,6,6,"0,10","0,1",Solidos dissolvidos totais,112.8,1986-06-29,2010-03-15,,1986-06-29,10/11/2009,09/11/2009,,HIDROSSOMAT LTDA,Formação Santo Anastácio,,,,0.75,False,False
3500027176,True,True,-20.77249999999998,-51.737499999999955,Três Lagoas,Três Lagoas,OK,119.51,,Poço tubular,Bombeando,Abastecimento urbano,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,180,180.0,0.0,44,44.0,97,97.0,1.887,1.887,,2009-10-06,,,,,100.0,,6.0999999,,0.0,,,,,Solidos dissolvidos totais,29.3,2000-03-01,2010-03-15,,2000-03-01,,,,HIDROSUL AMBIENTAL,Formação Santo Anastácio,,,,0.75,False,False
3500027212,True,True,-22.94888899999995,-55.622221999999965,Aral Moreira,Aral Moreira,OK,84.26,,Poço tubular,Bombeando,Abastecimento urbano,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,213,213.0,0.0,7.3,7.3,16.27,16.27,,1.449,,2009-10-06,,,,,13.0,,7.0999999,,0.0,,,,,Solidos dissolvidos totais,84.9,1977-12-10,2010-03-18,1977-12-10,1977-12-10,,,,LAPA (PARANÁ),Formação Serra Geral,,,,0.75,False,False
3500027286,True,True,-20.088610999999958,-51.299721999999974,Aparecida do Taboado,Aparecida do Taboado,OK,80.59,,Poço tubular,Bombeando,,Caiua,Grupo Caiuá,Formação Botucatu,CONSISTENTE,Formação Santo Anastácio,K2sa,82,82.0,0.0,0,0.0,1,1.0,3.5,3.5,,2009-10-15,,,,,3.5,,8.80000019,,0.0,,,"0,06","0,06",Solidos dissolvidos totais,194,1982-01-01,2010-03-31,,1982-01-01,10/06/2009,13/05/2009,,ALCOOLVALE S/A,Formação Caiuá,,,,0.75,False,False
3500027294,True,True,-20.797221999999977,-51.71138899999994,Três Lagoas,Três Lagoas,OK,760.84,,Poço tubular,Bombeando,Abastecimento urbano,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,120,120.0,0.0,8.6,8.6,29.2,29.2,3.845,3.845,,2009-10-06,,,,,79.2,,6.19999981,,0.0,,,,,Solidos dissolvidos totais,74.2,2000-06-22,2010-04-09,,2000-06-22,,,,TR&M,Formação Santo Anastácio,,,,0.75,False,False
3500045287,True,True,-20.65861099999995,-51.66555599999998,Três Lagoas,Três Lagoas,OK,7556.23,,Poço tubular,Bombeando,,Caiua,Formação Serra Geral,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Serra Geral,K1sg,50,50.0,0.0,8,8.0,32,32.0,0.417,0.417,,2009-07-25,,,,,10.0,,,,0.0,,,,,,,2003-01-01,2010-01-27,,2003-01-01,30/06/2009,29/06/2009,,,Formação Caiuá,,,,0.75,False,False
3500045398,True,True,-21.578055999999947,-55.17944399999993,Maracaju,Maracaju,OK,2718.02,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,130,130.0,0.0,10,10.0,80,80.0,0.143,0.143,,2009-12-29,,,,,10.0,,6.19999981,,0.0,19,19,"0,20","0,2",,,1999-01-01,2010-03-10,,1999-01-01,26/12/2009,21/12/2009,,HIDROSUL AMBIENTAL,Formação Serra Geral,,,,0.75,False,False
3500045626,True,True,-20.44972199999995,-54.59249999999997,Campo Grande,Campo Grande,OK,312.46,,Poço tubular,Parado,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,120,120.0,0.0,50,50.0,65,65.0,0.2,0.2,,2009-06-09,,,,,3.0,,6.9000001,,0.0,,,,,,,2009-06-09,2013-03-18,2009-06-09,2009-06-09,13/10/2009,13/10/2009,,HIDRO-SEMI POÇOS ARTESIANOS,"Formação Serra Geral, Grupo São Bento",,,,0.75,False,False
3500023356,True,True,-23.968332999999973,-55.05638799999997,Sete Quedas,Sete Quedas,OK,746.36,,Poço tubular,Abandonado,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,150,150.0,0.0,6.46,6.46,41.46,41.46,1.43,1.43,Escalonado,1981-03-18,,,,,50.0,,7.5,,0.0,,,"0,5","0,5",,,1981-03-19,1998-06-23,,1981-03-19,30/03/1981,,Percussao,LAPA,Formação Serra Geral,PARCIAL,LIVRE,ÚNICA,0.75,False,False
3500023368,True,True,-22.641943999999967,-54.81583299999994,Caarapó,Caarapó,OK,380.04,,Poço tubular,Equipado,Abastecimento urbano,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,150,150.0,0.0,19.5,19.5,29.82,29.82,2.114,2.114,Escalonado,1980-12-02,,,,,21.82,Bomba submersa,6.4000001,,0.0,,,"0,9","0,9",,,1980-12-04,1998-06-29,1980-12-04,1980-12-04,09/12/1980,,Percussao,NOPAR,Formação Serra Geral,PARCIAL,LIVRE,ÚNICA,0.75,False,False
3500045694,True,True,-20.534999999999968,-54.670555999999976,Campo Grande,Campo Grande,OK,211.05,,Poço tubular,Bombeando,Abastecimento urbano,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,116,116.0,0.0,9.3,9.3,19,19.0,5.832,5.832,,2008-01-01,,,,,56.57,Bomba submersa,7.30000019,,0.0,,,0,0,,,1977-08-18,2015-10-09,,1977-08-18,15/03/2006,15/03/2006,Percussao c/cacamba,COPAMAT LTDA.,"Formação Serra Geral, Grupo São Bento",Parcial,Semi-Livre,Única,0.75,False,False
3500045414,True,True,-21.334721999999942,-55.226943999999946,Sidrolândia,Sidrolândia,OK,2572.19,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-11,,,,,,,,,,,0,False,False
3500045544,True,True,-19.277499999999975,-54.63611099999997,São Gabriel do Oeste,São Gabriel do Oeste,OK,656.28,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
3500045560,True,True,-22.067777999999976,-54.841110999999955,Itaporã,Itaporã,OK,94.83,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-13,,,,,,,,,,,0,False,False
3500045370,True,True,-20.071943999999974,-51.53583299999997,Aparecida do Taboado,Aparecida do Taboado,OK,2087.15,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-03,,,,,,,,,,,0,False,False
3500045556,True,True,-19.372499999999945,-54.611388999999974,São Gabriel do Oeste,São Gabriel do Oeste,OK,380.04,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
