parameter_id,well_id,source_dataset,parameter,value,unit,test_date,method,quality_status
CUR_QS_3500022966,3500022966,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.07,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023025,3500023025,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.896,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023109,3500023109,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.629,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023115,3500023115,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.106,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027026,3500027026,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.349,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027058,3500027058,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.553,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027082,3500027082,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.35,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027085,3500027085,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.125,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027115,3500027115,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,15.616,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027117,3500027117,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.733,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027120,3500027120,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.884,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027130,3500027130,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.655,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027133,3500027133,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.252,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027136,3500027136,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.988,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027142,3500027142,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,8.392,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027180,3500027180,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.837,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027181,3500027181,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.588,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027194,3500027194,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.146,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027204,3500027204,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.476,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027206,3500027206,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.24,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027207,3500027207,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.741,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027218,3500027218,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.015,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027222,3500027222,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.634,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027230,3500027230,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.263,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027237,3500027237,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.09,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027243,3500027243,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.208,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027275,3500027275,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.3,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027276,3500027276,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.5,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027281,3500027281,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.25,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027288,3500027288,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027298,3500027298,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.013,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045252,3500045252,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.727,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045272,3500045272,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.26,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045383,3500045383,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.082,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045602,3500045602,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.59,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023341,3500023341,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.23,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023175,3500023175,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.01,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023207,3500023207,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.158,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023302,3500023302,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.333,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023376,3500023376,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.15,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023174,3500023174,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.18,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073573,3500073573,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.377,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073575,3500073575,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.269,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500030628,3500030628,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,10.25,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023251,3500023251,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.443,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027249,3500027249,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.192,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073670,3500073670,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.251,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073944,3500073944,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.216,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072939,3500072939,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.681,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072744,3500072744,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,5.366,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072683,3500072683,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.111,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072411,3500072411,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.378,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072389,3500072389,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,5.352,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072338,3500072338,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.452,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072154,3500072154,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.163,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073184,3500073184,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.796,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073244,3500073244,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.31,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073241,3500073241,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.2,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073239,3500073239,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,5.914,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073255,3500073255,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,4.226,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073456,3500073456,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,4.019,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022703,3500022703,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.63,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022705,3500022705,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.32,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022716,3500022716,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.697,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022732,3500022732,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.935,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022734,3500022734,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.454,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022742,3500022742,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.886,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023050,3500023050,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.026,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023057,3500023057,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.129,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023061,3500023061,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.263,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023073,3500023073,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.077,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023079,3500023079,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.188,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045465,3500045465,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,9,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023036,3500023036,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.2,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500067702,3500067702,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.424,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073662,3500073662,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.254,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500030642,3500030642,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,5.314,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500067667,3500067667,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,11.25,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022680,3500022680,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.296,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500073245,3500073245,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.85,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500067666,3500067666,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.4,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500072093,3500072093,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.07,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500067283,3500067283,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.117,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023046,3500023046,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.061,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023338,3500023338,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.54,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022821,3500022821,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.457,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022815,3500022815,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022844,3500022844,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.111,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022537,3500022537,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.341,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022807,3500022807,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.45,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500065123,3500065123,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.08,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022481,3500022481,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.69,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022482,3500022482,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.461,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022517,3500022517,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.336,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022560,3500022560,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.263,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022565,3500022565,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.612,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022637,3500022637,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.347,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022714,3500022714,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.991,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022748,3500022748,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.031,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022760,3500022760,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.415,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022766,3500022766,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.858,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022789,3500022789,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.556,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022884,3500022884,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.938,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022947,3500022947,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.679,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022950,3500022950,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.137,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022956,3500022956,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.617,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022970,3500022970,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.941,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022981,3500022981,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.5,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022986,3500022986,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,16.171,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023028,3500023028,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,7.182,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023039,3500023039,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.815,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023058,3500023058,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.9,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023105,3500023105,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.554,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023336,3500023336,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.48,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027165,3500027165,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.477,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023026,3500023026,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.542,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023306,3500023306,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.3,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023218,3500023218,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.09,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500070896,3500070896,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,19.536,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022919,3500022919,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.903,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500065111,3500065111,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022490,3500022490,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.55,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023227,3500023227,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.11,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027241,3500027241,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.061,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022607,3500022607,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,6.922,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022908,3500022908,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,7,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023141,3500023141,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.46,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023216,3500023216,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.28,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023272,3500023272,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.051,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023337,3500023337,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,5.08,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500026981,3500026981,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,2.36,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500027066,3500027066,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.173,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045605,3500045605,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,3.096,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500045699,3500045699,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.377,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022510,3500022510,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.086,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022597,3500022597,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.531,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022600,3500022600,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.229,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022730,3500022730,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,14.667,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500022891,3500022891,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.631,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500023044,3500023044,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.53,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500065097,3500065097,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.089,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500065090,3500065090,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.595,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500028108,3500028108,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,0.177,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
CUR_QS_3500029179,3500029179,SIAGAS_MS_20260814,SPECIFIC_CAPACITY,1.726,SOURCE_UNIT_NOT_VERIFIED,UNKNOWN,UNKNOWN,RAW_VALUE
