pih_cell_id,scale_km2,area_effective_km2,n_E01,metric_crs,classification_status,nn_global_median_km,nn_global_p90_km,mean_center_offset_km,mean_center_offset_norm_eqradius,nn_within_median_km,nn_within_p90_km,convex_hull_area_ratio,support_units_2p5km_n,support_area_2p5km_pct,redundancy_proxy_2p5km,entropy_norm_2p5km,dominance_2p5km_pct,support_units_5km_n,support_area_5km_pct,redundancy_proxy_5km,entropy_norm_5km,dominance_5km_pct,support_units_10km_n,support_area_10km_pct,redundancy_proxy_10km,entropy_norm_10km,dominance_10km_pct,gap_support_points_n,gap_support_fallback,gap_E01_median_km,gap_E01_p90_km,gap_E01_max_km,gap_E02_median_km,gap_E02_p90_km,gap_E02_max_km,gap_E03_median_km,gap_E03_p90_km,gap_E03_max_km,gap_E04_median_km,gap_E04_p90_km,gap_E04_max_km,gap_E05_median_km,gap_E05_p90_km,gap_E05_max_km,gap_E06_median_km,gap_E06_p90_km,gap_E06_max_km,gap_E07_median_km,gap_E07_p90_km,gap_E07_max_km,gap_E08_median_km,gap_E08_p90_km,gap_E08_max_km,gap_E09_median_km,gap_E09_p90_km,gap_E09_max_km,gap_E10_median_km,gap_E10_p90_km,gap_E10_max_km,gap_E11_median_km,gap_E11_p90_km,gap_E11_max_km,gap_E12_median_km,gap_E12_p90_km,gap_E12_max_km,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,state_E01,pct_E02_of_E01,state_E02,pct_E03_of_E01,state_E03,pct_E04_of_E01,state_E04,pct_E05_of_E01,state_E05,pct_E06_of_E01,state_E06,pct_E07_of_E01,state_E07,pct_E08_of_E01,state_E08,pct_E09_of_E01,state_E09,pct_E10_of_E01,state_E10,pct_E11_of_E01,state_E11,pct_E12_of_E01,state_E12
PIH-500-0115,500,500.0028955977249,35,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,0.12605607118887546,2.2902509914483424,1.3925363324596678,0.11038122556774833,0.12605607118887546,2.2941232508192644,0.35915364722325566,12,14.324475683191707,0.6571428571428571,0.7492816417771628,45.714285714285715,10,44.036507235349475,0.7142857142857143,0.695076291361269,51.42857142857142,6,87.83370401569022,0.8285714285714285,0.6812450884476406,60.0,20,NONE,3.2472850592701192,7.127658208530473,9.396987725566051,3.2472850592701192,7.127658208530473,9.396987725566051,3.2472850592701192,7.127658208530473,9.396987725566051,3.2472850592701192,7.127658208530473,9.396987725566051,3.2472850592701192,7.127658208530473,9.396987725566051,3.763853253912571,7.127658208530473,9.396987725566051,5.417559860550159,9.456144885291154,10.096421313219839,5.524732742443679,9.459733516483329,10.096421313219839,19.038953724527804,25.040000435742854,29.5099099474942,3.554768907092913,7.127658208530473,9.396987725566051,5.524732742443679,9.459733516483329,10.096421313219839,3.9907417803470624,7.410488817391642,9.449266249437171,34,31,34,34,33,20,17,0,20,19,18,WELLS_PRESENT,97.1429,EVIDENCE_PRESENT,88.5714,EVIDENCE_PRESENT,97.1429,EVIDENCE_PRESENT,97.1429,EVIDENCE_PRESENT,94.2857,EVIDENCE_PRESENT,57.1429,EVIDENCE_PRESENT,48.5714,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,57.1429,EVIDENCE_PRESENT,54.2857,EVIDENCE_PRESENT,51.4286,REVIEW_REQUIRED_PRESENT
PIH-500-0116,500,500.0125466978744,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,17,NONE,11.984595443957973,15.660682173219783,17.195688387023154,11.984595443957973,15.660682173219783,17.195688387023154,11.984595443957973,15.660682173219783,17.195688387023154,11.984595443957973,15.660682173219783,17.195688387023154,11.984595443957973,15.660682173219783,17.195688387023154,11.984595443957973,15.660682173219783,17.195688387023154,13.37446039458915,16.90473157681934,18.06701935025491,13.37446039458915,16.90473157681934,18.06701935025491,23.79366419988624,29.954680120857084,33.787537765624755,11.984595443957973,15.664028680564991,17.195688387023154,13.37446039458915,16.90473157681934,18.06701935025491,13.18499549832845,16.88300451532645,19.15698544626158,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0117,500,500.02932689829805,46,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,0.12610103153401905,0.41328853784041186,8.069608674646334,0.6396312486989575,0.12610103153401905,0.41328853784041186,0.08813070375487717,9,9.464472936222105,0.8043478260869565,0.8473285433609876,34.78260869565217,6,19.177602078655465,0.8695652173913043,0.7513614361073553,56.52173913043478,3,42.60543620418959,0.9347826086956522,0.5633024910433625,80.43478260869566,21,NONE,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,10.149684284549233,13.47293747161097,5.851073262452568,10.149684284549233,13.47293747161097,31.7148446788612,40.81292260733566,42.61706060309296,5.851073262452568,9.952866201515516,13.47293747161097,5.851073262452568,10.149684284549233,13.47293747161097,7.919299068012682,12.074112239731814,15.102102954576203,45,41,42,42,38,17,17,0,23,26,36,WELLS_PRESENT,97.8261,EVIDENCE_PRESENT,89.1304,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,82.6087,EVIDENCE_PRESENT,36.9565,EVIDENCE_PRESENT,36.9565,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,56.5217,EVIDENCE_PRESENT,78.2609,REVIEW_REQUIRED_PRESENT
PIH-500-0118,500,500.0532367315576,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,22,NONE,12.502747144680441,19.157258842603202,21.994367790328255,12.502747144680441,19.157258842603202,21.994367790328255,12.502747144680441,19.157258842603202,21.994367790328255,14.327279545810338,19.157258842603202,21.994367790328255,14.327279545810338,19.157258842603202,21.994367790328255,21.25427209872929,27.18586288402538,28.41185580762754,21.528029996329863,28.4221456301527,30.219887808389924,21.528029996329863,28.4221456301527,30.219887808389924,43.59561447771202,51.07666583783347,54.333243430098406,12.502747144680441,19.157258842603202,21.994367790328255,17.06480149095301,24.59462338662166,27.36651495009419,14.327279545810338,19.195533089239785,21.994367790328255,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0119,500,500.08427688385973,1,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,17.000224801561576,17.000224801561576,7.149580412892008,0.5666747887637847,,,,1,1.2497893432973315,0.0,,100.0,1,4.999157373189326,0.0,,100.0,1,10.787471346917727,0.0,,100.0,21,NONE,7.3821199459202385,11.201087451731306,15.829692639613674,7.3821199459202385,11.201087451731306,15.829692639613674,7.3821199459202385,11.732271657014751,15.829692639613674,7.3821199459202385,11.201087451731306,15.829692639613674,7.3821199459202385,11.201087451731306,15.829692639613674,12.150617944555515,20.347023813197385,24.098987551415828,16.017023864108218,24.47454615085962,25.383907577878027,16.017023864108218,24.47454615085962,25.383907577878027,59.70152866154989,63.9992761265024,64.99757137641718,7.3821199459202385,11.749079738944898,15.829692639613674,16.017023864108218,23.297687484335434,25.383907577878027,7.3821199459202385,11.201087451731306,15.829692639613674,1,1,1,1,0,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT
PIH-500-0120,500,473.0757505397343,15,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,0.10563328930764614,1.140956279111068,7.193081839671704,0.586171358810738,0.10563328930764614,1.140956279111068,0.017868691371111134,5,6.605707429380334,0.6666666666666667,0.8794182889221217,33.33333333333333,3,15.8536978305128,0.8,0.7835807040488098,66.66666666666666,1,21.138263774017066,0.9333333333333333,,100.0,20,NONE,6.970813733631427,10.589288470180335,15.137996764330769,6.970813733631427,10.589288470180335,15.137996764330769,6.970813733631427,10.589288470180335,15.137996764330769,6.970813733631427,10.589288470180335,15.137996764330769,6.970813733631427,10.589288470180335,15.137996764330769,6.970813733631427,10.589288470180335,15.137996764330769,9.416822980857955,13.754537379095677,18.34544750281302,9.416822980857955,13.754537379095677,18.34544750281302,54.54151515060097,62.88019991351316,66.7342582557759,6.970813733631427,10.589288470180335,15.137996764330769,9.372759913857166,13.7218925017284,18.302959943197237,7.016726556232163,11.2558394053191,15.137996764330769,15,11,14,14,14,7,7,0,8,10,7,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,73.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,46.6667,EVIDENCE_PRESENT,46.6667,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,53.3333,EVIDENCE_PRESENT,66.6667,EVIDENCE_PRESENT,46.6667,REVIEW_REQUIRED_PRESENT
PIH-500-0121,500,157.94150030194217,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,5,NONE,14.486739281954513,15.32602230748235,15.716038633632806,14.486739281954513,15.32602230748235,15.716038633632806,14.538049645493617,15.381633771962932,15.808724407767105,14.486739281954513,15.32602230748235,15.716038633632806,14.486739281954513,15.32602230748235,15.716038633632806,14.486739281954513,15.32602230748235,15.716038633632806,14.486739281954513,16.19527257708808,16.51476187272493,14.486739281954513,16.19527257708808,16.51476187272493,44.03628388281052,47.42218206131987,49.40491806119213,14.486739281954513,15.32602230748235,15.716038633632806,14.486739281954513,16.19527257708808,16.51476187272493,14.486739281954513,15.32602230748235,15.716038633632806,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0122,500,1.4883065768706458,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,1,NONE,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,95.78284717495085,188.03536982969874,188.03536982969874,188.03536982969874,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,54.789805337322406,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0123,500,444.1541143726042,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,16,NONE,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,81.23993483233465,88.44671524095344,90.79181270066297,81.23993483233465,88.44671524095344,90.79181270066297,81.23993483233465,88.44671524095344,90.79181270066297,173.5008949579495,181.863631993696,183.8542361224862,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,41.394455053138586,48.30912670316239,49.91279080090451,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0124,500,500.87348875902615,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,21,NONE,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,60.8765135061622,70.6224541123346,70.84032054982097,60.8765135061622,70.6224541123346,70.84032054982097,60.8765135061622,70.6224541123346,70.84032054982097,154.73843105903563,163.6391741183621,167.57893505136107,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,20.750603503834817,29.802528455522303,31.022755555113967,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0125,500,500.76542169308243,1,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,41.07040320560398,41.07040320560398,8.16375218668923,0.646617691911631,,,,1,1.2480893706416105,0.0,,100.0,1,4.974936811026115,0.0,,100.0,1,14.642378448712185,0.0,,100.0,21,NONE,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,36.05477914683918,45.62376823005973,45.96028957984043,36.05477914683918,45.62376823005973,45.96028957984043,36.05477914683918,45.62376823005973,45.96028957984043,134.79384708720443,145.06156414363159,148.5196910813681,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,10.306279437657015,17.54119843184371,20.48911838929106,1,1,1,1,0,0,0,0,1,1,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,REVIEW_REQUIRED_PRESENT
PIH-500-0126,500,500.66449759728243,5,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,0.17069499887479025,0.25068202273066603,11.441572768982141,0.906331898254088,0.17069499887479025,0.25068202273066603,8.271304130584018e-05,1,0.7866517420548681,0.8,,100.0,1,4.074446334622999,0.8,,100.0,1,8.131048954086706,0.8,,100.0,22,NONE,13.096098309619569,20.533337485600786,22.66904163537676,13.096098309619569,20.533337485600786,22.66904163537676,13.096098309619569,20.533337485600786,22.66904163537676,13.096098309619569,20.533337485600786,22.66904163537676,13.096098309619569,20.533337485600786,22.66904163537676,13.096098309619569,21.042062953296398,22.66904163537676,13.096098309619569,21.042062953296398,22.66904163537676,13.096098309619569,21.042062953296398,22.66904163537676,119.31523077433224,127.42212934338741,131.46671747960292,13.307112967597567,20.533337485600786,22.882467763310583,13.096098309619569,20.533337485600786,22.66904163537676,13.307112967597567,20.533337485600786,22.882467763310583,5,2,5,5,5,1,1,0,4,1,4,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,40.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,20.0,EVIDENCE_PRESENT,20.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,80.0,EVIDENCE_PRESENT,20.0,EVIDENCE_PRESENT,80.0,REVIEW_REQUIRED_PRESENT
PIH-500-0127,500,500.5707144834878,11,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,0.3285465328984393,0.5560028425737338,9.106825267386892,0.7214549561699327,0.3285465328984393,0.5560028425737338,0.0031938459371886616,2,2.4971496810192106,0.8181818181818181,0.9940302114769566,54.54545454545454,1,4.994299362038421,0.9090909090909091,,100.0,1,11.844625122708514,0.9090909090909091,,100.0,20,NONE,11.290291992273858,15.446031356478533,17.97049966662839,11.290291992273858,15.446031356478533,17.97049966662839,11.290291992273858,18.063327532696295,20.064292127911813,11.290291992273858,15.446031356478533,17.97049966662839,11.290291992273858,15.446031356478533,17.97049966662839,11.290291992273858,15.446031356478533,17.97049966662839,11.290291992273858,18.352796777238865,20.064292127911813,11.290291992273858,18.352796777238865,20.064292127911813,101.49268119733829,108.9542093761894,111.77030176022598,12.356106367325832,16.956871470531876,19.301270629957134,11.290291992273858,18.063327532696295,20.064292127911813,11.592428775911051,15.446031356478533,18.080382425766647,11,10,9,9,9,7,7,0,1,8,2,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,90.9091,EVIDENCE_PRESENT,81.8182,EVIDENCE_PRESENT,81.8182,EVIDENCE_PRESENT,81.8182,EVIDENCE_PRESENT,63.6364,EVIDENCE_PRESENT,63.6364,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,9.0909,EVIDENCE_PRESENT,72.7273,EVIDENCE_PRESENT,18.1818,REVIEW_REQUIRED_PRESENT
PIH-500-0128,500,500.4840705159973,1,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,18.071560798207717,18.071560798207717,1.4233621716305118,0.11277042735113435,,,,1,1.2487909941981314,0.0,,100.0,1,4.995163976792526,0.0,,100.0,1,19.980655907170103,0.0,,100.0,17,NONE,7.627897388609134,10.487438851055657,11.744829849729223,7.627897388609134,10.487438851055657,11.744829849729223,17.104631885856136,23.028431597324346,24.170080972336056,7.627897388609134,10.487438851055657,11.744829849729223,7.627897388609134,10.487438851055657,11.744829849729223,7.627897388609134,10.487438851055657,11.744829849729223,17.104631885856136,23.951681459705448,26.589070462418963,17.104631885856136,23.951681459705448,26.589070462418963,80.34194134440746,87.65459155489161,89.78394321536422,8.379622721823772,11.561133896443415,14.022582511365398,17.104631885856136,23.028431597324346,24.170080972336056,8.379622721823772,11.561133896443415,14.022582511365398,1,0,1,1,1,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT
PIH-500-0129,500,482.30114411089403,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,19,NONE,14.539258530459103,20.004283002859246,23.781119070388492,14.539258530459103,20.004283002859246,23.781119070388492,15.511814604559081,22.25692736516579,23.781119070388492,14.539258530459103,20.004283002859246,23.781119070388492,14.539258530459103,20.004283002859246,23.781119070388492,14.539258530459103,20.004283002859246,23.781119070388492,15.511814604559081,22.76435996319517,25.56598157355069,15.511814604559081,22.76435996319517,25.56598157355069,58.16176831784366,66.73708399391407,69.23734119984219,14.80101911852085,20.932383266547284,25.101648761876337,15.511814604559081,22.25692736516579,23.781119070388492,14.80101911852085,20.932383266547284,23.781119070388492,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
PIH-500-0130,500,500.3321934399172,4,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,1.513728231422747,6.061338885753758,1.8945712681548155,0.15012625780940875,1.513728231422747,6.061338885753758,0.02252848346108743,3,3.747510203388823,0.25,0.946394630357186,50.0,3,14.990040813555291,0.25,0.946394630357186,50.0,2,39.973442169480776,0.5,0.8112781244591328,75.0,22,NONE,7.174541169227858,11.383662016885863,12.604004058620989,8.38268012543221,11.383662016885863,12.604004058620989,16.98461367696234,22.206081084998946,23.071341446557753,8.38268012543221,11.383662016885863,12.604004058620989,8.38268012543221,11.383662016885863,12.604004058620989,8.38268012543221,11.383662016885863,12.604004058620989,27.0787276507973,30.797477796400095,31.570528725039118,27.0787276507973,30.797477796400095,31.570528725039118,37.673743602718865,45.023973467201344,49.06807840029839,8.38268012543221,11.733370971875916,12.604004058620989,18.025233055194846,22.64785877485362,23.071341446557753,7.174541169227858,11.383662016885863,12.604004058620989,3,0,3,3,3,0,0,0,3,0,4,WELLS_PRESENT,75.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,75.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT
PIH-500-0131,500,500.26695742278645,1,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,15.289408001909273,15.289408001909273,8.191834126894365,0.6491651199298533,,,,1,1.2493329625842127,0.0,,100.0,1,4.964063860867852,0.0,,100.0,1,9.048626173965335,0.0,,100.0,22,NONE,10.550813142208284,15.62244395778772,17.07645341755441,11.33773188206844,15.62244395778772,17.07645341755441,11.33773188206844,15.62244395778772,17.07645341755441,11.33773188206844,16.4167715220515,20.270816804947998,11.33773188206844,16.4167715220515,20.270816804947998,11.33773188206844,16.4167715220515,20.270816804947998,22.348381482992018,29.676779198843107,32.1078345878574,22.348381482992018,29.676779198843107,32.1078345878574,23.206332540154506,29.676779198843107,33.39482443524382,11.33773188206844,17.01897324542306,20.270816804947998,20.094160566584097,27.93396288776655,28.469722457506528,15.814351801479615,21.454469570240526,23.166438841572752,1,1,1,1,1,0,0,0,1,0,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS
PIH-500-0132,500,500.2088547348767,0,EPSG:5880,DESCRIPTIVE_NO_PIH_SCORE,,,,,,,,0,0.0,,,,0,0.0,,,,0,0.0,,,,21,NONE,16.18530535949902,19.186339233920897,20.601383872160028,16.18530535949902,20.289587425062514,22.79375547479832,16.18530535949902,20.289587425062514,22.84273830601473,16.18530535949902,20.289587425062514,22.79375547479832,16.18530535949902,22.304061152370217,22.79375547479832,16.18530535949902,22.304061152370217,22.79375547479832,25.737049291225397,30.220951452467215,30.81369356437823,25.737049291225397,30.220951452467215,30.81369356437823,27.644311184776807,33.31933317061043,34.20091805827162,23.118663506238587,27.56202066124872,28.835141045317588,25.651411492067712,29.930190874562975,30.220951452467215,16.249153542202638,20.289587425062514,20.601383872160028,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET
