support_id,gap_E01_km,gap_E02_km,gap_E03_km,gap_E04_km,gap_E05_km,gap_E06_km,gap_E07_km,gap_E08_km,gap_E09_km,gap_E10_km,gap_E11_km,gap_E12_km,x_5880,y_5880
SP5-0080-0002,5.003267906640046,5.003267906640046,5.0275491665313226,5.003267906640046,5.003267906640046,5.003267906640046,8.942828275984626,8.942828275984626,9.90738103232241,5.003267906640046,5.003267906640046,5.003267906640046,4962500.0,7347500.0
SP5-0080-0003,4.500167044850393,4.500167044850393,4.500167044850393,4.500167044850393,4.500167044850393,4.500167044850393,4.500167044850393,4.500167044850393,5.734678650451189,5.734678650451189,4.500167044850393,5.960459188467337,4962500.0,7352500.0
SP5-0080-0004,2.147902122030837,2.147902122030837,2.147902122030837,2.147902122030837,2.147902122030837,2.147902122030837,2.147902122030837,2.147902122030837,4.197246660402445,3.2074296918253125,2.147902122030837,3.2074296918253125,4962500.0,7357500.0
SP5-0080-0005,1.8321773088921665,1.8321773088921665,1.8321773088921665,1.8321773088921665,1.8321773088921665,1.8321773088921665,6.243033206710632,6.243033206710632,7.235137858574521,1.8321773088921665,6.243033206710632,1.8321773088921665,4962500.0,7362500.0
SP5-0080-0006,6.813673176373817,6.813673176373817,6.813673176373817,6.813673176373817,6.813673176373817,6.813673176373817,8.27583164579457,8.27583164579457,11.708012646768754,6.813673176373817,8.27583164579457,6.813673176373817,4962500.0,7367500.0
SP5-0080-0007,7.397305521019868,7.397305521019868,7.397305521019868,7.397305521019868,7.397305521019868,7.397305521019868,9.190626022083565,9.190626022083565,16.48659760051224,7.397305521019868,9.190626022083565,7.397305521019868,4962500.0,7372500.0
SP5-0080-0008,8.678577791997991,8.678577791997991,8.678577791997991,8.678577791997991,8.678577791997991,8.678577791997991,12.12123123573103,12.12123123573103,21.36675550348098,8.678577791997991,12.12123123573103,8.678577791997991,4962500.0,7377500.0
SP5-0080-0009,11.774407900849896,12.002717789173413,12.002717789173413,12.002717789173413,12.002717789173413,12.002717789173413,16.061540853084157,16.061540853084157,26.291987012203045,12.002717789173413,16.05473172941877,11.774407900849896,4962500.0,7382500.0
SP5-0080-0010,12.40308844199727,12.40308844199727,12.40308844199727,12.40308844199727,12.40308844199727,12.40308844199727,20.470025463602166,20.470025463602166,31.240981440316055,12.40308844199727,20.449617785060127,12.40308844199727,4962500.0,7387500.0
SP5-0080-0011,14.615333436958343,14.615333436958343,14.615333436958343,14.615333436958343,14.615333436958343,14.615333436958343,20.454486916618606,20.454486916618606,36.20399510632067,14.615333436958343,20.454486916618606,14.615333436958343,4962500.0,7392500.0
SP5-0080-0012,12.942387586299011,12.942387586299011,12.942387586299011,12.942387586299011,12.942387586299011,12.942387586299011,18.979889032302598,18.979889032302598,41.17595902905978,12.942387586299011,18.979889032302598,12.942387586299011,4962500.0,7397500.0
SP5-0080-0013,12.02128437491154,12.02128437491154,12.02128437491154,12.02128437491154,12.02128437491154,12.02128437491154,18.763963875869063,18.763963875869063,46.15398078462061,12.02128437491154,18.763963875869063,12.02128437491154,4962500.0,7402500.0
SP5-0080-0014,13.096455994313802,13.096455994313802,13.096455994313802,13.096455994313802,13.096455994313802,13.096455994313802,19.84783345837318,19.84783345837318,51.13629124771807,13.096455994313802,19.84783345837318,13.096455994313802,4962500.0,7407500.0
