cell_id,area_effective_pct_nominal,scale_km2,variant,area_effective_km2,grid_family,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,state_E01,pct_E02_of_E01,state_E02,pct_E03_of_E01,state_E03,pct_E04_of_E01,state_E04,pct_E05_of_E01,state_E05,pct_E06_of_E01,state_E06,pct_E07_of_E01,state_E07,pct_E08_of_E01,state_E08,pct_E09_of_E01,state_E09,pct_E10_of_E01,state_E10,pct_E11_of_E01,state_E11,pct_E12_of_E01,state_E12,E02_depth_median_m,E02_depth_p10_m,E02_depth_p90_m,E03_aquifer_n_unique,E04_zero_review_count,E05_zero_review_count,E07_test_types,E09_zero_review_count,E10_available_fields_median,E10_n_pH,E10_n_EC,E10_n_temperature,E10_n_chemical_parameter,E11_age_median_years,E11_age_p25_years,E11_age_p75_years,E12_comparison_statuses,analysis_status,cutoff_date
SCALE-150-O00-00011,91.65108547017957,150,O00,137.47662820526935,SCALE_PRIMARY_O00_V1,5,5,5,5,5,5,3,3,0,2,4,5,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,60.0,EVIDENCE_PRESENT,60.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,40.0,EVIDENCE_PRESENT,80.0,EVIDENCE_PRESENT,100.0,REVIEW_REQUIRED_PRESENT,150.0,96.0,416.40000000000003,2,0,0,Escalonado:2 | Rebaixamento:1,0,3.0,2,1,1,2,42.248999999999995,38.0955,45.09925,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:5,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00012,65.02587467714194,150,O00,97.5388120157129,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,0,0,0,1,0,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS,100.0,100.0,100.0,1,0,0,,0,2.0,1,0,1,1,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00013,9.076002161131973,150,O00,13.61400324169796,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00014,0.06376887142064833,150,O00,0.0956533071309725,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00015,36.42511417585349,150,O00,54.63767126378023,SCALE_PRIMARY_O00_V1,7,7,7,7,7,7,5,5,1,1,7,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,71.4286,EVIDENCE_PRESENT,71.4286,EVIDENCE_PRESENT,14.2857,EVIDENCE_PRESENT,14.2857,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS,150.0,117.0,153.8,1,0,0,Escalonado:1 | Rebaixamento:4,0,2.0,0,1,0,1,33.41,17.005,42.093,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00016,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,17,16,14,16,16,14,3,3,0,13,5,14,WELLS_PRESENT,94.1176,EVIDENCE_PRESENT,82.3529,EVIDENCE_PRESENT,94.1176,EVIDENCE_PRESENT,94.1176,EVIDENCE_PRESENT,82.3529,EVIDENCE_PRESENT,17.6471,EVIDENCE_PRESENT,17.6471,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,76.4706,EVIDENCE_PRESENT,29.4118,EVIDENCE_PRESENT,82.3529,REVIEW_REQUIRED_PRESENT,133.0,63.0,182.5,3,0,0,Rebaixamento:3,0,4.0,13,11,10,13,35.537,17.448,39.012,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:11 | UNKNOWN:3,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00017,99.77946187394828,150,O00,149.66919281092242,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,74.0,74.0,74.0,1,0,0,,0,4.0,1,1,1,1,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00018,12.567478473204241,150,O00,18.85121770980636,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00019,76.7685114824746,150,O00,115.1527672237119,SCALE_PRIMARY_O00_V1,3,3,3,3,3,3,1,1,0,2,2,2,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,66.6667,EVIDENCE_PRESENT,66.6667,EVIDENCE_PRESENT,66.6667,REVIEW_REQUIRED_PRESENT,96.0,84.8,115.2,2,0,0,Escalonado:1,0,2.5,2,1,1,2,30.8855,23.890249999999998,37.88075,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:2,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00020,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00021,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00022,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00023,99.9604498534832,150,O00,149.94067478022478,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00024,82.47394979432858,150,O00,123.71092469149285,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,1,0,0,0,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,155.0,155.0,155.0,1,0,0,Rebaixamento:1,0,,0,0,0,0,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00025,49.45022985893569,150,O00,74.17534478840354,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00026,91.07621922107897,150,O00,136.61432883161845,SCALE_PRIMARY_O00_V1,4,4,4,4,4,4,2,2,0,1,3,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,25.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,119.25,83.15,134.0,2,0,0,Rebaixamento:2,0,4.0,1,1,1,1,25.569,25.0585,33.016,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00027,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,5,5,5,5,5,5,2,2,0,1,2,3,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,40.0,EVIDENCE_PRESENT,40.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,20.0,EVIDENCE_PRESENT,40.0,EVIDENCE_PRESENT,60.0,REVIEW_REQUIRED_PRESENT,102.0,100.0,136.8,2,0,0,Rebaixamento:2,0,4.0,1,1,1,1,36.8885,35.11525,38.66175,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:3,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00028,99.9999999999955,150,O00,149.99999999999324,SCALE_PRIMARY_O00_V1,4,4,4,4,4,4,2,2,0,1,3,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,25.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS,142.0,102.1,149.0,2,0,0,Rebaixamento:2,0,1.0,0,1,0,1,25.621,21.313,27.621,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-150-O00-00029,80.91818647954348,150,O00,121.37727971931523,SCALE_PRIMARY_O00_V1,4,4,4,4,4,4,2,2,0,0,3,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,75.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,153.5,105.2,157.0,2,0,0,Rebaixamento:2,0,,0,0,0,0,40.422,28.713499999999996,41.0695,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
