scale_km2,grid_family,cell_id,area_effective_km2,evidence_code,evidence_name,n_evidence,n_wells_E01,pct_of_wells,support_state,interpretation
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E03,Aquífero informado no cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E04,Nível estático disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E05,Nível dinâmico disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E06,Vazão específica não negativa,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E07,Ensaio de bombeamento cadastrado,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E08,Ensaio com metadados mínimos de cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E09,Transmissividade informada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E10,Evidência hidroquímica e físico-química parcial,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E11,Última evidência hidrogeológica datada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00003,11.28635204867119,E12,Revisão hidroestratigráfica necessária,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E01,Poços canônicos provisórios,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E02,Profundidade positiva informada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E03,Aquífero informado no cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E04,Nível estático disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E05,Nível dinâmico disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E06,Vazão específica não negativa,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E07,Ensaio de bombeamento cadastrado,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E08,Ensaio com metadados mínimos de cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E09,Transmissividade informada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E10,Evidência hidroquímica e físico-química parcial,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E11,Última evidência hidrogeológica datada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00004,27.21466601528667,E12,Revisão hidroestratigráfica necessária,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E01,Poços canônicos provisórios,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E02,Profundidade positiva informada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E03,Aquífero informado no cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E04,Nível estático disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E05,Nível dinâmico disponível,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E06,Vazão específica não negativa,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E07,Ensaio de bombeamento cadastrado,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E08,Ensaio com metadados mínimos de cadastro,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E09,Transmissividade informada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E10,Evidência hidroquímica e físico-química parcial,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E11,Última evidência hidrogeológica datada,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00005,9.14571950806331,E12,Revisão hidroestratigráfica necessária,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
100,SCALE_PRIMARY_O00_V1,SCALE-100-O00-00006,0.006958828283467723,E01,Poços canônicos provisórios,0,0,,UNKNOWN_NO_WELLS_IN_DATASET,DATA_SUPPORT_ONLY_NO_PIH_PRIORITY
