cell_id,area_effective_pct_nominal,scale_km2,variant,area_effective_km2,grid_family,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,state_E01,pct_E02_of_E01,state_E02,pct_E03_of_E01,state_E03,pct_E04_of_E01,state_E04,pct_E05_of_E01,state_E05,pct_E06_of_E01,state_E06,pct_E07_of_E01,state_E07,pct_E08_of_E01,state_E08,pct_E09_of_E01,state_E09,pct_E10_of_E01,state_E10,pct_E11_of_E01,state_E11,pct_E12_of_E01,state_E12,E02_depth_median_m,E02_depth_p10_m,E02_depth_p90_m,E03_aquifer_n_unique,E04_zero_review_count,E05_zero_review_count,E07_test_types,E09_zero_review_count,E10_available_fields_median,E10_n_pH,E10_n_EC,E10_n_temperature,E10_n_chemical_parameter,E11_age_median_years,E11_age_p25_years,E11_age_p75_years,E12_comparison_statuses,analysis_status,cutoff_date
SCALE-1000-O00-00090,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,60,56,51,53,53,51,21,21,0,34,33,10,WELLS_PRESENT,93.3333,EVIDENCE_PRESENT,85.0,EVIDENCE_PRESENT,88.3333,EVIDENCE_PRESENT,88.3333,EVIDENCE_PRESENT,85.0,EVIDENCE_PRESENT,35.0,EVIDENCE_PRESENT,35.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,56.6667,EVIDENCE_PRESENT,55.0,EVIDENCE_PRESENT,16.6667,REVIEW_REQUIRED_PRESENT,120.0,90.0,286.5,4,4,0,Continuo:2 | Escalonado:3 | Rebaixamento:16,0,3.0,32,19,30,34,22.847,16.991,36.936,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1 | UNKNOWN:9,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00091,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,10,7,5,5,5,3,3,3,0,6,5,6,WELLS_PRESENT,70.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,30.0,EVIDENCE_PRESENT,30.0,EVIDENCE_PRESENT,30.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,60.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,60.0,REVIEW_REQUIRED_PRESENT,60.0,60.0,88.00000000000003,1,0,0,Rebaixamento:2 | Recuperação:1,0,3.0,6,1,6,6,16.419,16.419,16.419,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1 | UNKNOWN:5,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00092,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,2,2,1,0,0,0,0,0,0,0,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,REVIEW_REQUIRED_PRESENT,3003.0,3003.0,3003.0,1,0,0,,0,,0,0,0,0,,,,UNKNOWN:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00093,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,120.0,120.0,120.0,1,0,0,,0,4.0,1,1,1,1,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00094,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,4,3,3,3,3,3,2,2,0,2,2,1,WELLS_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,80.0,65.6,112.0,2,0,0,Rebaixamento:2,0,2.5,2,0,2,2,28.5665,23.14275,33.99025,UNKNOWN:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00095,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,3,1,1,1,1,1,0,0,0,0,1,2,WELLS_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,33.3333,EVIDENCE_PRESENT,66.6667,REVIEW_REQUIRED_PRESENT,148.0,148.0,148.0,1,0,0,,0,,0,0,0,0,24.257,24.257,24.257,UNKNOWN:2,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00096,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,45,45,43,44,44,40,22,22,3,22,28,21,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,95.5556,EVIDENCE_PRESENT,97.7778,EVIDENCE_PRESENT,97.7778,EVIDENCE_PRESENT,88.8889,EVIDENCE_PRESENT,48.8889,EVIDENCE_PRESENT,48.8889,EVIDENCE_PRESENT,6.6667,EVIDENCE_PRESENT,48.8889,EVIDENCE_PRESENT,62.2222,EVIDENCE_PRESENT,46.6667,REVIEW_REQUIRED_PRESENT,115.0,94.8,160.0,3,0,0,Continuo:1 | Escalonado:1 | Rebaixamento:19 | Recarga:1,0,2.0,21,8,9,22,24.263,16.9775,31.1785,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:19 | UNKNOWN:2,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00097,81.81438938012211,1000,O00,818.1438938012211,SCALE_PRIMARY_O00_V1,18,18,18,18,18,18,8,8,2,11,10,16,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,44.4444,EVIDENCE_PRESENT,44.4444,EVIDENCE_PRESENT,11.1111,EVIDENCE_PRESENT,61.1111,EVIDENCE_PRESENT,55.5556,EVIDENCE_PRESENT,88.8889,REVIEW_REQUIRED_PRESENT,87.0,60.0,106.00000000000001,3,0,0,Escalonado:3 | Rebaixamento:4 | Recuperação:1,0,3.0,10,8,5,11,16.865000000000002,15.673,34.83125,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:16,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00098,1.0651757013366339,1000,O00,10.651757013366339,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00099,27.69144264710687,1000,O00,276.91442647106874,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00100,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00101,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00102,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00103,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,2,2,1,2,2,2,1,1,0,1,1,2,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,100.0,REVIEW_REQUIRED_PRESENT,96.5,93.7,99.3,1,0,0,Rebaixamento:1,0,4.0,1,1,1,1,22.062,22.062,22.062,NÃO COMPARÁVEL DIRETAMENTE:1 | UNKNOWN:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00104,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,4,4,1,3,3,3,0,0,0,2,1,4,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,25.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,25.0,EVIDENCE_PRESENT,100.0,REVIEW_REQUIRED_PRESENT,175.05,124.23,347.6,1,0,0,,0,2.0,2,0,0,2,6.971,6.971,6.971,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1 | UNKNOWN:3,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00105,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,17,17,11,17,17,16,9,8,0,6,8,7,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,64.7059,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,94.1176,EVIDENCE_PRESENT,52.9412,EVIDENCE_PRESENT,47.0588,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,35.2941,EVIDENCE_PRESENT,47.0588,EVIDENCE_PRESENT,41.1765,REVIEW_REQUIRED_PRESENT,120.0,60.0,232.00000000000006,3,1,0,Escalonado:1 | Rebaixamento:8,0,3.5,6,3,6,6,43.6125,37.16475,50.9035,NÃO COMPARÁVEL DIRETAMENTE:1 | UNKNOWN:6,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00106,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,0,0,0,1,0,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS,82.0,82.0,82.0,1,0,0,,0,3.0,1,1,1,1,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00107,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,9,5,5,5,5,5,0,0,0,5,0,4,WELLS_PRESENT,55.5556,EVIDENCE_PRESENT,55.5556,EVIDENCE_PRESENT,55.5556,EVIDENCE_PRESENT,55.5556,EVIDENCE_PRESENT,55.5556,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,55.5556,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,44.4444,REVIEW_REQUIRED_PRESENT,120.0,80.2,178.2,2,0,0,,0,4.0,5,4,5,5,,,,UNKNOWN:4,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00108,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,7,3,3,3,3,3,1,1,0,2,2,4,WELLS_PRESENT,42.8571,EVIDENCE_PRESENT,42.8571,EVIDENCE_PRESENT,42.8571,EVIDENCE_PRESENT,42.8571,EVIDENCE_PRESENT,42.8571,EVIDENCE_PRESENT,14.2857,EVIDENCE_PRESENT,14.2857,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,28.5714,EVIDENCE_PRESENT,28.5714,EVIDENCE_PRESENT,57.1429,REVIEW_REQUIRED_PRESENT,130.0,94.8,206.8,2,0,0,Rebaixamento:1,0,3.0,2,1,2,2,26.756999999999998,21.711,31.802999999999997,UNKNOWN:4,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00109,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,8,6,6,4,4,4,0,0,0,6,2,2,WELLS_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,75.0,EVIDENCE_PRESENT,25.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,125.0,119.0,176.0,2,0,0,,0,3.0,6,1,6,6,19.116,19.116,19.116,UNKNOWN:2,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00110,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,25,25,25,25,25,24,11,11,0,11,19,2,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,96.0,EVIDENCE_PRESENT,44.0,EVIDENCE_PRESENT,44.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,44.0,EVIDENCE_PRESENT,76.0,EVIDENCE_PRESENT,8.0,REVIEW_REQUIRED_PRESENT,100.0,60.4,180.00000000000006,2,0,0,Escalonado:1 | Rebaixamento:10,0,3.0,11,7,7,11,17.823,16.895,24.98,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:2,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00111,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,3,3,3,3,3,3,1,1,0,1,2,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,33.3333,EVIDENCE_PRESENT,66.6667,EVIDENCE_PRESENT,33.3333,REVIEW_REQUIRED_PRESENT,100.0,68.0,148.0,2,0,0,Rebaixamento:1,0,2.0,1,1,0,1,24.149,20.480999999999998,27.817,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00112,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00113,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00114,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,1,1,1,1,1,1,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,100.0,100.0,100.0,1,0,0,,0,4.0,1,1,1,1,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00115,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00116,100.00000000000462,1000,O00,1000.0000000000462,SCALE_PRIMARY_O00_V1,4,4,4,4,4,4,0,0,0,4,0,4,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,96.0,83.6,147.60000000000002,2,0,0,,0,4.0,4,4,4,4,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:4,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00117,76.89104443560392,1000,O00,768.9104443560392,SCALE_PRIMARY_O00_V1,13,13,13,13,13,8,0,0,0,12,0,13,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,61.5385,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,92.3077,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,120.0,100.8,136.0,1,0,0,,0,4.0,12,12,12,12,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:13,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
SCALE-1000-O00-00118,0.031513283248845426,1000,O00,0.3151328324884543,SCALE_PRIMARY_O00_V1,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,MALHA_EVIDENCE_MATRIX_V2_FIVE_SCALES_NO_PIH_SCORE,2026-08-29
