cell_id,scale_km2,vt_n_wells,V01_depth_positive_n,V02_formation_n,V03_penetration_n,V04_hydraulic_condition_n,V05_capture_type_n,V06_top_base_raw_n,V07_diameter_n,V08_screen_interval_n,T01_test_dated_n,T02_chemistry_dated_n,T03_level_dated_n,T04_any_dated_n,T05_multi_domain_dated_n,T06_rimas_registered_n,T07_series_demonstrated_n,latest_evidence_age_median_years,latest_evidence_age_p90_years,dated_distinct_years_n,dated_dataset_span_years,depth_median_m,depth_p10_m,depth_p90_m,top_base_raw_thickness_median_m,capture_interval_status,time_series_status,V01_depth_positive_pct_of_wells,V02_formation_pct_of_wells,V03_penetration_pct_of_wells,V04_hydraulic_condition_pct_of_wells,V05_capture_type_pct_of_wells,V06_top_base_raw_pct_of_wells,V07_diameter_pct_of_wells,T01_test_dated_pct_of_wells,T02_chemistry_dated_pct_of_wells,T03_level_dated_pct_of_wells,T04_any_dated_pct_of_wells,T05_multi_domain_dated_pct_of_wells,T06_rimas_registered_pct_of_wells
SCALE-1000-O00-00011,1000,19,18,13,5,5,4,1,4,0,13,4,1,13,4,1,0,21.952538382033854,36.739426545377384,11,42.21031232674182,147.5,74.60000000000001,155.0,153.5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,94.73684210526315,68.42105263157895,26.31578947368421,26.31578947368421,21.052631578947366,5.263157894736842,21.052631578947366,68.42105263157895,21.052631578947366,5.263157894736842,68.42105263157895,21.052631578947366,5.263157894736842
SCALE-1000-O00-00012,1000,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,110.0,102.0,118.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00013,1000,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,100.0,80.0,120.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00014,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00015,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00016,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00017,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00018,1000,26,24,4,1,1,1,0,2,0,6,0,0,6,0,0,0,33.14099536609239,41.095984174897495,5,28.34281333634503,97.0,78.6,119.1,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,92.3076923076923,15.384615384615385,3.8461538461538463,3.8461538461538463,3.8461538461538463,0.0,7.6923076923076925,23.076923076923077,0.0,0.0,23.076923076923077,0.0,0.0
SCALE-1000-O00-00019,1000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,120.0,120.0,120.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00020,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00021,1000,16,15,10,1,1,1,1,7,0,13,3,0,13,3,0,0,45.40544980389741,48.302155417291246,7,38.128092979321956,130.0,120.0,213.0,100.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,93.75,62.5,6.25,6.25,6.25,6.25,43.75,81.25,18.75,0.0,81.25,18.75,0.0
SCALE-1000-O00-00022,1000,38,34,22,7,8,7,14,11,0,24,3,0,24,3,0,0,35.291621320081866,47.12868847409597,12,43.595693272278005,149.0,100.3,180.99999999999997,92.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,89.47368421052632,57.89473684210527,18.421052631578945,21.052631578947366,18.421052631578945,36.84210526315789,28.947368421052634,63.1578947368421,7.894736842105263,0.0,63.1578947368421,7.894736842105263,0.0
SCALE-1000-O00-00023,1000,12,12,3,1,1,1,3,4,0,4,0,0,4,0,0,0,29.409228115567053,42.05233509243858,3,35.0917541085717,107.5,94.6,150.0,6.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,25.0,8.333333333333332,8.333333333333332,8.333333333333332,25.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0
SCALE-1000-O00-00024,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00025,1000,15,14,1,0,0,0,0,0,0,1,1,0,1,1,0,0,20.85737557923845,20.85737557923845,2,0.9965981505438167,99.0,80.0,150.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,93.33333333333333,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0
SCALE-1000-O00-00026,1000,43,41,24,4,4,4,1,4,0,23,5,0,23,5,0,0,27.754163329842502,47.40685982600601,13,34.72761247664223,102.0,68.0,132.0,70.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,95.34883720930233,55.81395348837209,9.30232558139535,9.30232558139535,9.30232558139535,2.3255813953488373,9.30232558139535,53.48837209302325,11.627906976744185,0.0,53.48837209302325,11.627906976744185,0.0
SCALE-1000-O00-00027,1000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,93.0,73.4,114.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00028,1000,12,12,7,1,1,1,1,3,0,7,1,0,7,1,0,0,25.6103821433705,41.14581408242469,6,35.099967829592664,110.0,74.6,209.70000000000002,201.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,58.333333333333336,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,25.0,58.333333333333336,8.333333333333332,0.0,58.333333333333336,8.333333333333332,0.0
SCALE-1000-O00-00029,1000,10,6,4,1,1,1,1,1,0,3,1,0,3,1,0,0,8.205507299944557,15.339397797353811,2,9.199367543481385,110.0,92.5,137.0,141.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,60.0,40.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,0.0,30.0,10.0,0.0
SCALE-1000-O00-00030,1000,11,9,2,0,0,0,0,0,0,2,3,0,3,2,0,0,17.122870421706125,17.355044935898754,1,0.2902181427407818,100.0,69.0,195.20000000000005,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,81.81818181818183,18.181818181818183,0.0,0.0,0.0,0.0,0.0,18.181818181818183,27.27272727272727,0.0,27.27272727272727,18.181818181818183,0.0
SCALE-1000-O00-00031,1000,9,6,4,1,1,1,0,1,0,4,1,0,4,1,0,0,42.50600628349658,44.99175205514145,4,28.98348357598034,120.0,104.5,162.5,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,66.66666666666666,44.44444444444444,11.11111111111111,11.11111111111111,11.11111111111111,0.0,11.11111111111111,44.44444444444444,11.11111111111111,0.0,44.44444444444444,11.11111111111111,0.0
SCALE-1000-O00-00032,1000,2,2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,3.37583933961683,3.37583933961683,1,,83.0,69.4,96.6,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0
SCALE-1000-O00-00033,1000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,76.0,63.6,80.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00034,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00035,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00036,1000,61,59,40,3,3,1,4,2,0,40,5,0,40,5,0,0,34.83712875692177,51.579430104656495,18,52.343306159606286,127.4,100.0,248.5,138.31,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,96.72131147540983,65.57377049180327,4.918032786885246,4.918032786885246,1.639344262295082,6.557377049180328,3.278688524590164,65.57377049180327,8.19672131147541,0.0,65.57377049180327,8.19672131147541,0.0
SCALE-1000-O00-00037,1000,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,29.68164986276241,29.68164986276241,1,,100.0,100.0,100.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0
SCALE-1000-O00-00038,1000,28,27,8,1,1,1,1,5,0,7,2,0,7,2,0,0,16.89562414012608,40.16016755990883,6,28.51256357077832,100.0,68.6,124.00000000000003,3.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,96.42857142857143,28.57142857142857,3.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,17.857142857142858,25.0,7.142857142857142,0.0,25.0,7.142857142857142,0.0
SCALE-1000-O00-00039,1000,66,62,30,12,13,13,17,11,0,32,17,0,32,17,0,0,18.84638288260539,45.83858669240299,17,42.95776093964968,150.0,80.2,644.0,110.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,93.93939393939394,45.45454545454545,18.181818181818183,19.696969696969695,19.696969696969695,25.757575757575758,16.666666666666664,48.484848484848484,25.757575757575758,0.0,48.484848484848484,25.757575757575758,0.0
SCALE-1000-O00-00040,1000,54,53,8,3,3,2,2,2,0,10,5,0,10,5,0,0,17.881270662641942,29.214289136669464,7,42.9303818695798,77.0,60.0,120.0,80.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,98.14814814814815,14.814814814814813,5.555555555555555,5.555555555555555,3.7037037037037033,3.7037037037037033,3.7037037037037033,18.51851851851852,9.25925925925926,0.0,18.51851851851852,9.25925925925926,0.0
SCALE-1000-O00-00041,1000,44,41,2,1,1,1,0,1,0,3,2,0,3,2,0,0,17.88400856964893,33.47036557903311,3,19.92374928985537,80.0,60.0,102.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,93.18181818181817,4.545454545454546,2.272727272727273,2.272727272727273,2.272727272727273,0.0,2.272727272727273,6.8181818181818175,4.545454545454546,0.0,6.8181818181818175,4.545454545454546,0.0
SCALE-1000-O00-00042,1000,12,12,8,3,3,2,0,3,0,10,3,0,10,3,0,0,22.508333504452523,35.96459886239964,10,26.59876657289335,113.25,91.0,120.45,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,66.66666666666666,25.0,25.0,16.666666666666664,0.0,25.0,83.33333333333334,25.0,0.0,83.33333333333334,25.0,0.0
SCALE-1000-O00-00043,1000,16,16,8,6,6,3,1,6,0,11,4,0,11,4,0,0,17.00514042040562,34.96581038625023,9,34.6865438715374,80.0,64.0,114.0,80.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,50.0,37.5,37.5,18.75,6.25,37.5,68.75,25.0,0.0,68.75,25.0,0.0
SCALE-1000-O00-00044,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00045,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00046,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00047,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
SCALE-1000-O00-00048,1000,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.970375846184385,23.970375846184385,1,,21.0,21.0,21.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
SCALE-1000-O00-00049,1000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,60.0,60.0,60.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00050,1000,3,2,1,1,2,1,0,1,0,2,0,0,2,0,0,0,20.890230463322315,32.01708453972361,2,27.81713519100324,152.5,126.5,178.5,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0.0,33.33333333333333,66.66666666666666,0.0,0.0,66.66666666666666,0.0,0.0
SCALE-1000-O00-00051,1000,17,16,8,4,4,4,5,8,0,11,6,0,11,6,0,0,16.89562414012608,46.90034702971313,7,40.512809982408946,146.0,119.0,177.0,110.6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,94.11764705882352,47.05882352941176,23.52941176470588,23.52941176470588,23.52941176470588,29.411764705882355,47.05882352941176,64.70588235294117,35.294117647058826,0.0,64.70588235294117,35.294117647058826,0.0
SCALE-1000-O00-00052,1000,13,11,10,0,0,0,0,0,0,7,0,0,7,0,0,0,24.408440967302546,24.56669199230648,1,0.7419727988938856,80.0,6.0,112.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,84.61538461538461,76.92307692307693,0.0,0.0,0.0,0.0,0.0,53.84615384615385,0.0,0.0,53.84615384615385,0.0,0.0
SCALE-1000-O00-00053,1000,22,16,2,0,0,0,0,0,0,2,2,0,2,2,0,0,17.13108414272709,17.137655119543865,1,0.03833069809783911,100.0,73.0,104.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,72.72727272727273,9.090909090909092,0.0,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,9.090909090909092,9.090909090909092,0.0
SCALE-1000-O00-00054,1000,171,156,45,3,1,1,10,1,0,48,10,0,50,8,0,0,25.203802952832707,44.47757311922901,21,56.168162248369235,114.0,61.0,601.0,395.5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,91.22807017543859,26.31578947368421,1.7543859649122806,0.5847953216374269,0.5847953216374269,5.847953216374268,0.5847953216374269,28.07017543859649,5.847953216374268,0.0,29.239766081871345,4.678362573099415,0.0
SCALE-1000-O00-00055,1000,51,46,10,1,0,0,1,0,0,10,4,0,11,3,0,0,17.7005688001807,57.63294249710808,9,49.19745100857649,80.0,60.0,145.0,448.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,90.19607843137256,19.607843137254903,1.9607843137254901,0.0,0.0,1.9607843137254901,0.0,19.607843137254903,7.8431372549019605,0.0,21.568627450980394,5.88235294117647,0.0
SCALE-1000-O00-00056,1000,75,69,19,5,5,3,4,5,0,21,12,0,21,12,0,0,18.313859969746126,47.77373936494247,13,52.78410918773144,72.0,54.0,150.0,78.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,92.0,25.333333333333336,6.666666666666667,6.666666666666667,4.0,5.333333333333334,6.666666666666667,28.000000000000004,16.0,0.0,28.000000000000004,16.0,0.0
SCALE-1000-O00-00057,1000,59,54,28,5,7,6,5,4,0,29,12,1,29,12,1,0,21.988131173124703,46.27117599950718,20,45.632696085477455,118.5,72.0,157.20700000000002,97.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,91.52542372881356,47.45762711864407,8.47457627118644,11.864406779661017,10.16949152542373,8.47457627118644,6.779661016949152,49.152542372881356,20.33898305084746,1.694915254237288,49.152542372881356,20.33898305084746,1.694915254237288
SCALE-1000-O00-00058,1000,9,9,5,3,3,2,1,3,0,7,5,0,7,5,0,0,18.100303223201024,27.961696680972235,8,34.431918519887475,90.0,32.9,130.0,40.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,55.55555555555556,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111,33.33333333333333,77.77777777777779,55.55555555555556,0.0,77.77777777777779,55.55555555555556,0.0
SCALE-1000-O00-00059,1000,72,71,40,5,5,5,1,5,0,36,15,2,40,12,0,0,19.278972189709577,36.48069433321698,18,35.14925015571846,120.0,80.0,150.0,70.0,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,98.61111111111111,55.55555555555556,6.944444444444445,6.944444444444445,6.944444444444445,1.3888888888888888,6.944444444444445,50.0,20.833333333333336,2.7777777777777777,55.55555555555556,16.666666666666664,0.0
SCALE-1000-O00-00060,1000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,115.0,87.0,143.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00061,1000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,60.0,60.0,60.0,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCALE-1000-O00-00062,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA,,,,,,,,,,,,,
