well_id,municipality,hydro_unit,domain,layer_code,layer_name,depth_m,vertical_metadata_n,capture_interval_status
3500053084,Miranda,Grupo Cuiaba,Fraturada,V02,Formação do poço documentada,30.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027119,Caarapó,Grupo Caiuá,Granular,V02,Formação do poço documentada,150.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026917,Três Lagoas,Grupo Caiuá,Granular,V02,Formação do poço documentada,34.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027282,Chapadão do Sul,Formação Cachoeirinha,Granular,V02,Formação do poço documentada,100.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045668,Corguinho,Formação Aquidauana,Granular,V02,Formação do poço documentada,90.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045682,Iguatemi,Grupo Caiuá,Granular,V02,Formação do poço documentada,160.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500053090,Maracaju,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,105.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023027,Coxim,Formação Palermo,Granular,V02,Formação do poço documentada,78.5,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500068739,Ribas do Rio Pardo,Grupo Caiuá,Granular,V02,Formação do poço documentada,74.0,4,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026934,Glória de Dourados,Grupo Caiuá,Granular,V02,Formação do poço documentada,60.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026935,Nova Andradina,Grupo Caiuá,Granular,V02,Formação do poço documentada,75.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026939,Nova Andradina,Grupo Caiuá,Granular,V02,Formação do poço documentada,120.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026957,Caarapó,Grupo Caiuá,Granular,V02,Formação do poço documentada,150.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026979,Dourados,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,50.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026997,Paranaíba,Grupo Bauru,Granular,V02,Formação do poço documentada,58.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027019,Nova Alvorada do Sul,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,110.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027044,Três Lagoas,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,32.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027149,Maracaju,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,85.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027154,Camapuã,Formação Botucatu,Granular,V02,Formação do poço documentada,160.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027162,Rio Brilhante,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,95.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027173,Três Lagoas,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,91.5,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027176,Três Lagoas,Grupo Caiuá,Granular,V02,Formação do poço documentada,180.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027212,Aral Moreira,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,213.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027286,Aparecida do Taboado,Grupo Caiuá,Granular,V02,Formação do poço documentada,82.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027294,Três Lagoas,Grupo Caiuá,Granular,V02,Formação do poço documentada,120.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045287,Três Lagoas,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,50.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045398,Maracaju,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,130.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045626,Campo Grande,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,120.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023356,Sete Quedas,Grupo Caiuá,Granular,V02,Formação do poço documentada,150.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023368,Caarapó,Grupo Caiuá,Granular,V02,Formação do poço documentada,150.0,6,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500045694,Campo Grande,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,116.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023202,Anastácio,Formação Botucatu,Granular,V02,Formação do poço documentada,100.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023355,Sete Quedas,Grupo Caiuá,Granular,V02,Formação do poço documentada,150.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500026962,Aral Moreira,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,50.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027045,Aparecida do Taboado,Grupo Bauru,Granular,V02,Formação do poço documentada,120.0,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500027050,Água Clara,Grupo Caiuá,Granular,V02,Formação do poço documentada,57.5,1,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500023312,Inocência,Grupo Bauru,Granular,V02,Formação do poço documentada,115.0,5,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
3500022928,Campo Grande,Formação Serra Geral,Fraturada,V02,Formação do poço documentada,606.22,2,UNKNOWN_SEM_INTERVALO_DE_FILTRO_DEMONSTRADO
