well_id,municipality,hydro_unit,domain,layer_code,layer_name,latest_evidence_date,latest_evidence_age_years,dated_domains_n,time_series_status
3500065054,Dourados,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-10-24,9.845513597130672,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500053084,Miranda,Grupo Cuiaba,Fraturada,T02,Evidência química datada,2009-09-22,16.93395483822392,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500027119,Caarapó,Grupo Caiuá,Granular,T02,Evidência química datada,2009-08-27,17.00514042040562,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500026917,Três Lagoas,Grupo Caiuá,Granular,T02,Evidência química datada,2008-01-08,18.63967090357776,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500027282,Chapadão do Sul,Formação Cachoeirinha,Granular,T02,Evidência química datada,2010-05-10,16.304236226616563,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500045668,Corguinho,Formação Aquidauana,Granular,T02,Evidência química datada,2010-10-03,15.90450180359624,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500045682,Iguatemi,Grupo Caiuá,Granular,T02,Evidência química datada,2014-02-18,12.525924556972422,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500053090,Maracaju,Formação Serra Geral,Fraturada,T02,Evidência química datada,2008-06-12,18.212557410487552,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065040,Campo Grande,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-01-21,10.60391383806649,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065045,Campo Grande,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-02-01,10.573796860989617,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065046,Campo Grande,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-12-12,9.711356153788236,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065047,Campo Grande,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-09-29,9.913961272305386,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065060,Ivinhema,Grupo Caiuá,Granular,T02,Evidência química datada,2016-07-09,10.138469646878443,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065072,Selvíria,Grupo Caiuá,Granular,T02,Evidência química datada,2016-02-16,10.53272825588479,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500023027,Coxim,Formação Palermo,Granular,T02,Evidência química datada,2004-08-02,22.073006290341347,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500065009,Aral Moreira,Formação Serra Geral,Fraturada,T02,Evidência química datada,2016-01-26,10.590224303031547,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500026934,Glória de Dourados,Grupo Caiuá,Granular,T02,Evidência química datada,2008-10-10,17.88400856964893,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500026935,Nova Andradina,Grupo Caiuá,Granular,T02,Evidência química datada,2009-01-26,17.588314612894173,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
3500026939,Nova Andradina,Grupo Caiuá,Granular,T02,Evidência química datada,2008-09-22,17.933290895774725,2,UNKNOWN_SERIE_TEMPORAL_NAO_ADQUIRIDA
