well_id,municipality,aquifer,available_fields,available_count,pH,electrical_conductivity,temperature,chemical_parameter,chemical_concentration,source,evidence_code,latitude,longitude
3500071025,Coxim,Furnas,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.11999989,102.09,22.1000004,,,SIAGAS_MS_20260814,E10,-18.500996999999927,-54.75850799999995
3500069812,Brasilândia,Bauru_Caiua,pH | TEMPERATURA,2,6.0999999,,6.0,,,SIAGAS_MS_20260814,E10,-21.251791999999966,-52.029938999999956
3500026949,Nova Andradina,Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | TURBIDEZ,4,6.69000006,185.3,21.2000008,,,SIAGAS_MS_20260814,E10,-22.312499999999943,-53.39944399999996
3500026958,Caarapó,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TURBIDEZ,3,8.89999962,151.0,,,,SIAGAS_MS_20260814,E10,-22.59499999999997,-54.81388899999996
3500026963,Bataguassu,Bauru,pH | TURBIDEZ,2,5.44000006,,,,,SIAGAS_MS_20260814,E10,-21.69916699999993,-52.411388999999986
3500026964,Deodápolis,Bauru,pH | TURBIDEZ,2,5.73999977,,,,,SIAGAS_MS_20260814,E10,-22.18777799999998,-54.12972199999996
3500026994,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TURBIDEZ,3,7.19999981,44.5,,,,SIAGAS_MS_20260814,E10,-20.440277999999978,-54.67638899999997
3500027003,Ponta Porã,Serra geral,pH | TEMPERATURA | TURBIDEZ,3,5.78000021,,21.0,,,SIAGAS_MS_20260814,E10,-22.301388999999972,-55.11666699999995
3500027004,Inocência,Caiua,pH | TURBIDEZ,2,6.01999998,,,,,SIAGAS_MS_20260814,E10,-19.758610999999974,-51.912499999999966
3500027005,Itaporã,Serra geral,TEMPERATURA,1,,,27.0,,,SIAGAS_MS_20260814,E10,-22.08416699999998,-54.83722199999994
3500027041,Ponta Porã,Caiua,pH | TEMPERATURA | TURBIDEZ,3,7.51999998,,23.0,,,SIAGAS_MS_20260814,E10,-22.478610999999944,-55.746388999999965
3500027048,Maracaju,Serra geral,pH | TEMPERATURA | TURBIDEZ | Solidos dissolvidos totais,4,7.88000011,,20.8999996,Solidos dissolvidos totais,127.4,SIAGAS_MS_20260814,E10,-21.62555599999996,-55.15722199999993
3500027102,Campo Grande,Serra geral,pH | TEMPERATURA | TURBIDEZ,3,7.30000019,,24.0,,,SIAGAS_MS_20260814,E10,-20.434721999999965,-54.61805599999997
3500027104,Campo Grande,Serra geral,pH | TEMPERATURA | TURBIDEZ,3,7.28000021,,24.0,,,SIAGAS_MS_20260814,E10,-20.435555999999963,-54.61749999999995
3500027105,Nova Andradina,Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | TURBIDEZ,4,6.44999981,27.5,12.0,,,SIAGAS_MS_20260814,E10,-22.235832999999957,-53.33777799999996
3500027257,Aquidauana,Aquidauana,pH | TEMPERATURA | TURBIDEZ | Solidos dissolvidos totais,4,6.26000023,,30.3999996,Solidos dissolvidos totais,64.2,SIAGAS_MS_20260814,E10,-20.471666999999968,-55.77555599999994
3500045610,Maracaju,Serra geral,pH | TURBIDEZ | Solidos dissolvidos totais,3,6.48999977,,,Solidos dissolvidos totais,113.0,SIAGAS_MS_20260814,E10,-21.62638899999996,-55.16833299999996
3500045633,Costa Rica,Bauru,pH | TURBIDEZ,2,6.42000008,,,,,SIAGAS_MS_20260814,E10,-18.469721999999933,-53.16805599999998
3500023366,Juti,Serra geral,pH | TURBIDEZ,2,7.19999981,,,,,SIAGAS_MS_20260814,E10,-22.864165999999955,-54.602499999999964
3500023304,Selvíria,Serra geral,pH | TURBIDEZ | Solidos dissolvidos totais,3,7.0,,,Solidos dissolvidos totais,94.0,SIAGAS_MS_20260814,E10,-20.366387999999972,-51.41805499999998
3500023318,Aparecida do Taboado,Serra geral,pH | TURBIDEZ,2,5.0,,,,,SIAGAS_MS_20260814,E10,-20.073887999999954,-51.10499999999996
3500022743,Ponta Porã,Guarani,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.61999989,166.8,33.0999985,Solidos dissolvidos totais,117.12,SIAGAS_MS_20260814,E10,-22.530832999999973,-55.72805499999998
3500071769,Guia Lopes da Laguna,Serra geral,pH | TEMPERATURA,2,6.94999981,,26.3999996,,,SIAGAS_MS_20260814,E10,-21.47544399999998,-55.91311099999996
3500071720,Brasilândia,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,8.30000019,210.0,32.0,,,SIAGAS_MS_20260814,E10,-21.150180999999975,-52.54136099999994
3500071702,Novo Horizonte do Sul,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,5.23999977,19.25,23.0,,,SIAGAS_MS_20260814,E10,-22.58881699999995,-53.89325599999995
3500071665,Costa Rica,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.4000001,74.7,22.5,,,SIAGAS_MS_20260814,E10,-18.99536699999993,-53.01658299999997
3500071612,Miranda,Não definido,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.0,141.69,23.0,,,SIAGAS_MS_20260814,E10,-20.24093899999997,-56.38310299999995
3500071341,Bandeirantes,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.19999981,65.0,24.7999992,,,SIAGAS_MS_20260814,E10,-19.918943999999954,-54.369827999999984
3500071246,Naviraí,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.63000011,32.5,26.0,,,SIAGAS_MS_20260814,E10,-23.033421999999973,-54.19066699999996
3500071225,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.80000019,115.0,30.0,,,SIAGAS_MS_20260814,E10,-20.517949999999928,-54.603755999999976
3500071218,Fátima do Sul,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.13999987,188.19,26.0,,,SIAGAS_MS_20260814,E10,-22.379455999999948,-54.508055999999954
3500071067,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.0,145.0,27.0,,,SIAGAS_MS_20260814,E10,-20.503680999999972,-54.629730999999936
3500071045,Bonito,Não definido,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.15999985,41.89,24.0,,,SIAGAS_MS_20260814,E10,-21.12904199999997,-56.485382999999956
3500071037,Batayporã,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.05000019,4.7,25.2999992,,,SIAGAS_MS_20260814,E10,-22.297305999999935,-53.261082999999985
3500071019,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.57999992,116.7,25.0,,,SIAGAS_MS_20260814,E10,-20.43508099999997,-54.614405999999974
3500070934,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA,2,6.4000001,111.7,,,,SIAGAS_MS_20260814,E10,-20.462477999999976,-54.60881699999993
3500070897,Campo Grande,Serra geral,pH,1,6.53000021,,,,,SIAGAS_MS_20260814,E10,-20.466343999999935,-54.590480999999954
3500070870,Sidrolândia,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.80000019,50.0,28.0,,,SIAGAS_MS_20260814,E10,-20.968132999999966,-54.70855299999994
3500070755,Glória de Dourados,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.9000001,93.5,18.0,,,SIAGAS_MS_20260814,E10,-22.466305999999975,-54.17463899999996
3500070625,Terenos,Serra geral,pH,1,7.80000019,,,,,SIAGAS_MS_20260814,E10,-20.432568999999944,-54.85949199999993
3500070585,Campo Grande,Guarani,pH | TEMPERATURA,2,7.80000019,,31.0,,,SIAGAS_MS_20260814,E10,-20.55527799999993,-54.68222199999997
3500069692,Sidrolândia,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.4000001,100.0,26.0,,,SIAGAS_MS_20260814,E10,-20.80051099999997,-54.845605999999975
3500069677,Itaporã,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.69999981,136.3,26.0,,,SIAGAS_MS_20260814,E10,-21.887130999999954,-54.70647799999995
3500069457,Itaquiraí,Bauru_Caiua,pH | CONDUTIVIDADE_ELETRICA,2,7.76999998,52.35,,,,SIAGAS_MS_20260814,E10,-23.46241699999996,-54.171835999999985
3500026933,Nova Alvorada do Sul,Serra geral,pH | TURBIDEZ,2,7.0,,,,,SIAGAS_MS_20260814,E10,-21.466666999999973,-54.36666699999995
3500027071,Dourados,Guarani,pH | TURBIDEZ | Solidos dissolvidos totais,3,7.5999999,,,Solidos dissolvidos totais,141.9,SIAGAS_MS_20260814,E10,-22.13777799999997,-54.485555999999974
3500045601,Três Lagoas,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | TURBIDEZ,4,7.17999983,182.6,26.0,,,SIAGAS_MS_20260814,E10,-20.802221999999972,-51.643055999999945
3500023193,Aquidauana,,TURBIDEZ | Solidos dissolvidos totais,2,,,,Solidos dissolvidos totais,116.0,SIAGAS_MS_20260814,E10,-20.45305499999995,-55.759721999999954
3500070540,Novo Horizonte do Sul,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,8.18999958,203.5,24.0,,,SIAGAS_MS_20260814,E10,-22.64214999999996,-53.88213299999995
3500071668,Rochedo,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.19999981,34.5,26.0,,,SIAGAS_MS_20260814,E10,-19.96169199999997,-54.831185999999946
3500023125,Água Clara,,pH,1,7.0999999,,,,,SIAGAS_MS_20260814,E10,-20.446665999999937,-52.873887999999965
3500023213,Rochedo,,pH,1,6.30000019,,,,,SIAGAS_MS_20260814,E10,-19.95305499999995,-54.89027699999997
3500026999,Dourados,,pH | TURBIDEZ,2,7.26000023,,,,,SIAGAS_MS_20260814,E10,-22.245832999999948,-54.78249999999997
3500045686,Brasilândia,Caiua,pH | CONDUTIVIDADE_ELETRICA | TURBIDEZ | Solidos dissolvidos totais,4,6.9000001,25.0,,Solidos dissolvidos totais,19.0,SIAGAS_MS_20260814,E10,-21.249999999999943,-52.09722199999993
3500072555,Rio Verde de Mato Grosso,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.30999994,14.6,24.0,Solidos dissolvidos totais,28.0,SIAGAS_MS_20260814,E10,-18.964971999999932,-54.78641699999997
3500073209,Ladário,,pH | TEMPERATURA | Solidos dissolvidos totais,3,6.80000019,,25.0,Solidos dissolvidos totais,102.0,SIAGAS_MS_20260814,E10,-19.075852999999938,-57.623666999999955
3500073560,Glória de Dourados,,pH | TEMPERATURA | Solidos dissolvidos totais,3,5.51000023,,20.0,Solidos dissolvidos totais,116.4,SIAGAS_MS_20260814,E10,-22.474099999999964,-54.147099999999966
3500072128,São Gabriel do Oeste,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.0,136.6,26.0,Solidos dissolvidos totais,48.0,SIAGAS_MS_20260814,E10,-19.56219999999996,-54.48664199999996
3500073090,Dois Irmãos do Buriti,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.0,160.1,27.6000004,Solidos dissolvidos totais,137.7,SIAGAS_MS_20260814,E10,-20.44690799999995,-55.43539999999996
3500072618,Batayporã,,pH | Solidos dissolvidos totais,2,7.71000004,,,Solidos dissolvidos totais,126.5,SIAGAS_MS_20260814,E10,-22.28637199999997,-53.285413999999946
3500073348,Corumbá,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,6.30000019,43.9,23.0,,,SIAGAS_MS_20260814,E10,-19.022866999999962,-57.62076099999996
3500073274,Nioaque,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.5999999,105.2,27.8999996,Solidos dissolvidos totais,90.5,SIAGAS_MS_20260814,E10,-21.16081399999996,-55.85160599999995
3500073423,Sidrolândia,,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,7.8499999,106.8,,Solidos dissolvidos totais,129.0,SIAGAS_MS_20260814,E10,-21.09536099999997,-55.22799999999995
3500073503,Campo Grande,,pH | TEMPERATURA | Solidos dissolvidos totais,3,7.13999987,,24.0,Solidos dissolvidos totais,20.0,SIAGAS_MS_20260814,E10,-20.474077999999963,-54.530393999999944
3500072485,Aquidauana,,pH | Solidos dissolvidos totais,2,7.19999981,,,Solidos dissolvidos totais,78.5,SIAGAS_MS_20260814,E10,-20.478613999999936,-55.539999999999964
3500072249,Corumbá,,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,6.86000013,685.1,,Solidos dissolvidos totais,430.0,SIAGAS_MS_20260814,E10,-19.18631899999997,-57.67551899999995
3500072048,Dourados,,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.67999983,153.0,33.0,Solidos dissolvidos totais,154.0,SIAGAS_MS_20260814,E10,-22.223805999999968,-54.71897199999995
3500045624,Bataguassu,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.0999999,34.3,19.0,Solidos dissolvidos totais,72.0,SIAGAS_MS_20260814,E10,-21.74166699999995,-52.47249999999997
3500073584,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.19999981,150.0,29.0,Solidos dissolvidos totais,70.0,SIAGAS_MS_20260814,E10,-20.460977999999955,-54.57926399999997
3500073581,São Gabriel do Oeste,Botucatu,pH | Solidos dissolvidos totais,2,6.5,,,Solidos dissolvidos totais,21.0,SIAGAS_MS_20260814,E10,-19.248032999999964,-54.636532999999986
3500073588,Bataguassu,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.42000008,17.21,25.8999996,Solidos dissolvidos totais,10.0,SIAGAS_MS_20260814,E10,-21.743055999999967,-52.46166699999998
3500073591,Itaporã,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.40999985,158.0,23.0,Solidos dissolvidos totais,102.7,SIAGAS_MS_20260814,E10,-21.89764699999995,-54.862266999999974
3500073590,Itaporã,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.57000017,80.4,23.0,Solidos dissolvidos totais,52.26,SIAGAS_MS_20260814,E10,-21.895491999999933,-54.85994199999993
3500073602,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.69000006,91.5,22.0,Solidos dissolvidos totais,118.0,SIAGAS_MS_20260814,E10,-22.509388999999942,-54.122499999999945
3500045660,Miranda,Cobertura cenozoica,pH | TEMPERATURA | TURBIDEZ,3,7.96999979,,23.0,,,SIAGAS_MS_20260814,E10,-20.381388999999956,-56.256943999999976
3500073617,São Gabriel do Oeste,Botucatu,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.9000001,100.0,24.0,Solidos dissolvidos totais,40.0,SIAGAS_MS_20260814,E10,-19.520663999999954,-54.47390599999994
3500073628,Três Lagoas,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,8.0,130.7,23.2000008,Solidos dissolvidos totais,55.0,SIAGAS_MS_20260814,E10,-20.792396999999937,-51.669280999999955
3500073627,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.9000001,147.5,26.0,Solidos dissolvidos totais,216.0,SIAGAS_MS_20260814,E10,-20.47937799999994,-54.47129399999994
3500073634,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.23000002,29.21,25.0,Solidos dissolvidos totais,20.07,SIAGAS_MS_20260814,E10,-22.152221999999938,-54.508055999999954
3500073637,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.53999996,8.87,24.0,Solidos dissolvidos totais,5.77,SIAGAS_MS_20260814,E10,-22.484999999999957,-54.166943999999944
3500073640,Iguatemi,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.9000001,49.22,26.2000008,Solidos dissolvidos totais,16.0,SIAGAS_MS_20260814,E10,-23.47983899999997,-54.249424999999974
3500073652,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.98000002,258.6,24.0,Solidos dissolvidos totais,168.1,SIAGAS_MS_20260814,E10,-22.22696899999994,-54.79493299999996
3500073658,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.0999999,35.04,24.0,Solidos dissolvidos totais,22.77,SIAGAS_MS_20260814,E10,-22.50474399999996,-54.16363099999995
3500073660,Naviraí,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.0999999,95.0,22.0,Solidos dissolvidos totais,68.0,SIAGAS_MS_20260814,E10,-23.056238999999948,-54.23038599999995
3500073676,Jateí,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.07000017,71.6,23.0,Solidos dissolvidos totais,46.0,SIAGAS_MS_20260814,E10,-22.483221999999955,-54.353141999999934
3500073684,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.26999998,17.3,25.5,Solidos dissolvidos totais,43.0,SIAGAS_MS_20260814,E10,-20.417921999999976,-54.577196999999956
3500073682,Jateí,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.0,96.9,20.0,Solidos dissolvidos totais,63.1,SIAGAS_MS_20260814,E10,-22.485777999999982,-54.35449999999997
3500073714,Aral Moreira,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.55000019,79.2,23.5,Solidos dissolvidos totais,51.48,SIAGAS_MS_20260814,E10,-22.76278099999996,-55.57399399999997
3500073713,Sidrolândia,Serra geral,pH | Solidos dissolvidos totais,2,5.8499999,,,Solidos dissolvidos totais,27.0,SIAGAS_MS_20260814,E10,-20.902060999999946,-54.88341699999995
3500073711,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,5.67000008,16.99,,Solidos dissolvidos totais,11.0,SIAGAS_MS_20260814,E10,-22.45405299999993,-54.20528299999995
3500073717,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.57999992,33.91,24.0,Solidos dissolvidos totais,22.04,SIAGAS_MS_20260814,E10,-22.32056099999994,-55.001896999999985
3500073723,Campo Grande,Serra geral,pH | Solidos dissolvidos totais,2,5.76000023,,,Solidos dissolvidos totais,88.0,SIAGAS_MS_20260814,E10,-20.607571999999948,-54.581110999999964
3500073720,Campo Grande,Bauru,pH | TEMPERATURA | Solidos dissolvidos totais,3,6.0,,24.0,Solidos dissolvidos totais,27.0,SIAGAS_MS_20260814,E10,-20.438305999999955,-54.54242499999998
3500073733,Maracaju,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.13999987,171.9,24.1000004,Solidos dissolvidos totais,56.0,SIAGAS_MS_20260814,E10,-21.348555999999974,-55.53922199999994
3500073759,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.23999977,31.28,24.1000004,Solidos dissolvidos totais,20.33,SIAGAS_MS_20260814,E10,-22.388185999999962,-54.17189399999995
3500073755,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.11999989,11.37,24.0,Solidos dissolvidos totais,48.0,SIAGAS_MS_20260814,E10,-22.44652199999996,-54.226613999999984
3500073790,Brasilândia,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA,3,7.0,41.5,23.0,,,SIAGAS_MS_20260814,E10,-21.184249999999963,-52.00625599999995
3500073795,Mundo Novo,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,8.69999981,183.5,22.0,Solidos dissolvidos totais,165.0,SIAGAS_MS_20260814,E10,-23.937818999999934,-54.28362199999998
3500073820,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.13999987,44.69,28.0,Solidos dissolvidos totais,29.0,SIAGAS_MS_20260814,E10,-22.22002199999997,-54.37894399999993
3500073825,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.09000015,84.0,23.0,Solidos dissolvidos totais,55.1,SIAGAS_MS_20260814,E10,-22.31664399999994,-54.81544999999994
3500073837,Água Clara,Bauru,pH | Solidos dissolvidos totais,2,6.9000001,,,Solidos dissolvidos totais,133.4,SIAGAS_MS_20260814,E10,-20.439952999999946,-52.877782999999965
3500073838,Campo Grande,Serra geral,pH | TEMPERATURA | Solidos dissolvidos totais,3,5.76999998,,38.0,Solidos dissolvidos totais,16.0,SIAGAS_MS_20260814,E10,-20.477427999999975,-54.722185999999965
3500073888,São Gabriel do Oeste,Botucatu,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.0,0.2,23.0,Solidos dissolvidos totais,0.5,SIAGAS_MS_20260814,E10,-19.535463999999934,-54.58706099999995
3500073903,Aparecida do Taboado,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.0,50.0,27.0,Solidos dissolvidos totais,20.0,SIAGAS_MS_20260814,E10,-20.057443999999975,-51.109527999999955
3500073907,Três Lagoas,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.69999981,214.0,23.0,Solidos dissolvidos totais,110.0,SIAGAS_MS_20260814,E10,-20.657246999999927,-51.80120299999999
3500073913,Laguna Carapã,Serra geral,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,5.88999987,52.64,,Solidos dissolvidos totais,34.22,SIAGAS_MS_20260814,E10,-22.551721999999927,-55.15311099999997
3500073912,Glória de Dourados,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,5.07000017,15.54,24.0,Solidos dissolvidos totais,10.1,SIAGAS_MS_20260814,E10,-22.430249999999944,-54.30963899999995
3500073922,Ponta Porã,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.76000023,99.47,30.0,Solidos dissolvidos totais,65.0,SIAGAS_MS_20260814,E10,-21.881555999999932,-55.48628899999994
3500073928,Fátima do Sul,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.57999992,279.3,20.0,Solidos dissolvidos totais,276.0,SIAGAS_MS_20260814,E10,-22.37404399999997,-54.51974699999994
3500073927,Dourados,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.55000019,293.6,24.0,Solidos dissolvidos totais,191.0,SIAGAS_MS_20260814,E10,-22.310257999999976,-54.783038999999974
3500072999,Bataguassu,Bauru,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,5.94000006,12.7,,Solidos dissolvidos totais,32.0,SIAGAS_MS_20260814,E10,-21.731357999999943,-52.33653099999998
3500072980,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.05000019,96.0,26.0,Solidos dissolvidos totais,84.0,SIAGAS_MS_20260814,E10,-20.487543999999957,-54.74566399999998
3500072867,Caarapó,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,4.69999981,68.1,18.0,Solidos dissolvidos totais,110.0,SIAGAS_MS_20260814,E10,-22.489721999999972,-54.86556099999996
3500072828,Dois Irmãos do Buriti,Botucatu,pH | CONDUTIVIDADE_ELETRICA | Solidos dissolvidos totais,3,8.22999954,25.9,,Solidos dissolvidos totais,60.0,SIAGAS_MS_20260814,E10,-20.656943999999953,-55.258055999999954
3500072781,Campo Grande,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.19000006,17.8,29.2999992,Solidos dissolvidos totais,157.0,SIAGAS_MS_20260814,E10,-20.532524999999964,-54.59748899999994
3500072777,Novo Horizonte do Sul,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.96999979,46.33,24.0,Solidos dissolvidos totais,30.11,SIAGAS_MS_20260814,E10,-22.622157999999956,-53.908041999999966
3500072630,Terenos,Serra geral,pH | Solidos dissolvidos totais,2,7.78999996,,,Solidos dissolvidos totais,144.0,SIAGAS_MS_20260814,E10,-20.43027799999993,-54.85896699999995
3500072606,Bandeirantes,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,7.69999981,98.0,27.0,Solidos dissolvidos totais,48.0,SIAGAS_MS_20260814,E10,-19.81387799999993,-54.231416999999965
3500072591,Ivinhema,Bauru,pH | Solidos dissolvidos totais,2,7.0999999,,,Solidos dissolvidos totais,109.2,SIAGAS_MS_20260814,E10,-22.31497799999994,-53.81774699999994
3500072573,Nioaque,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,8.10000038,205.0,24.0,Solidos dissolvidos totais,118.0,SIAGAS_MS_20260814,E10,-21.29460599999993,-55.824435999999935
3500072564,Mundo Novo,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.30000019,40.0,28.0,Solidos dissolvidos totais,21.0,SIAGAS_MS_20260814,E10,-23.884746999999948,-54.31873099999996
3500072563,Maracaju,Serra geral,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.82000017,74.5,25.0,Solidos dissolvidos totais,74.0,SIAGAS_MS_20260814,E10,-21.419896999999935,-55.35898299999997
3500072560,Rochedo,Botucatu,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.5999999,128.2,27.0,Solidos dissolvidos totais,64.0,SIAGAS_MS_20260814,E10,-19.961999999999932,-54.83327799999995
3500072543,Jateí,Bauru,pH | CONDUTIVIDADE_ELETRICA | TEMPERATURA | Solidos dissolvidos totais,4,6.17000008,32.8,23.0,Solidos dissolvidos totais,5.0,SIAGAS_MS_20260814,E10,-22.54091699999998,-54.14149999999995
3500072500,Terenos,Serra geral,pH | Solidos dissolvidos totais,2,6.86999989,,,Solidos dissolvidos totais,81.0,SIAGAS_MS_20260814,E10,-20.412496999999973,-54.97394399999996
3500072498,Sidrolândia,Botucatu,pH | Solidos dissolvidos totais,2,6.9000001,,,Solidos dissolvidos totais,124.8,SIAGAS_MS_20260814,E10,-20.91548899999998,-54.95568099999997
3500072495,Dourados,Serra geral,pH | TEMPERATURA | Solidos dissolvidos totais,3,7.0,,24.0,Solidos dissolvidos totais,82.0,SIAGAS_MS_20260814,E10,-22.31174999999996,-54.78713899999997
