well_id,municipality,aquifer,depth_m,source,evidence_code,latitude,longitude
3500065054,Dourados,Guarani,600.0,SIAGAS_MS_20260814,E02,-22.19166699999994,-54.69222199999996
3500053084,Miranda,Coluvionar,30.0,SIAGAS_MS_20260814,E02,-20.143332999999927,-56.28333299999997
3500027119,Caarapó,Serra geral,150.0,SIAGAS_MS_20260814,E02,-22.642499999999927,-54.82416699999993
3500026917,Três Lagoas,Serra geral,34.0,SIAGAS_MS_20260814,E02,-20.97083299999997,-51.839166999999975
3500027282,Chapadão do Sul,Bauru,100.0,SIAGAS_MS_20260814,E02,-18.807777999999928,-52.62555599999996
3500045668,Corguinho,Aquidauana,90.0,SIAGAS_MS_20260814,E02,-19.677221999999972,-55.08277799999996
3500045682,Iguatemi,Caiua,160.0,SIAGAS_MS_20260814,E02,-23.67972199999997,-54.57472199999995
3500053090,Maracaju,Guarani,105.0,SIAGAS_MS_20260814,E02,-21.613888999999972,-55.194999999999936
3500065040,Campo Grande,Serra geral,96.0,SIAGAS_MS_20260814,E02,-20.46222199999994,-54.61638899999997
3500065045,Campo Grande,Serra geral,48.0,SIAGAS_MS_20260814,E02,-20.468610999999953,-54.716388999999936
3500065046,Campo Grande,Serra geral,90.0,SIAGAS_MS_20260814,E02,-20.44222199999996,-54.67277799999994
3500065047,Campo Grande,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.484166999999957,-54.74916699999994
3500065060,Ivinhema,Caiua,100.0,SIAGAS_MS_20260814,E02,-22.338888999999938,-53.84249999999997
3500065072,Selvíria,Serra geral,96.0,SIAGAS_MS_20260814,E02,-20.361943999999937,-51.426943999999935
3500023027,Coxim,Guarani,78.5,SIAGAS_MS_20260814,E02,-18.64027699999997,-54.35972199999998
3500065009,Aral Moreira,Serra geral,130.0,SIAGAS_MS_20260814,E02,-22.944166999999936,-55.634721999999954
3500068739,Ribas do Rio Pardo,Bauru,74.0,SIAGAS_MS_20260814,E02,-20.012241999999958,-53.29814399999998
3500071611,Jateí,Bauru_Caiua,70.0,SIAGAS_MS_20260814,E02,-22.542666999999938,-54.306221999999934
3500071605,Sete Quedas,Bauru_Caiua,100.0,SIAGAS_MS_20260814,E02,-23.967555999999945,-55.01655599999998
3500071514,Três Lagoas,Bauru_Caiua,100.0,SIAGAS_MS_20260814,E02,-20.84818299999995,-51.74865599999998
3500070919,Itaquiraí,Bauru_Caiua,80.0,SIAGAS_MS_20260814,E02,-23.53314699999993,-54.06936699999994
3500070840,Nioaque,Guarani,60.0,SIAGAS_MS_20260814,E02,-21.15839699999998,-55.828307999999936
3500069727,Itaporã,Bauru_Caiua,46.0,SIAGAS_MS_20260814,E02,-22.08438899999993,-54.83758299999994
3500026934,Glória de Dourados,Caiua,60.0,SIAGAS_MS_20260814,E02,-22.464721999999938,-54.17444399999994
3500026935,Nova Andradina,Caiua,75.0,SIAGAS_MS_20260814,E02,-22.277221999999938,-53.371110999999985
3500026939,Nova Andradina,Serra geral,120.0,SIAGAS_MS_20260814,E02,-22.284999999999968,-53.37944399999998
3500026957,Caarapó,Serra geral,150.0,SIAGAS_MS_20260814,E02,-22.59555599999993,-54.81555599999996
3500026979,Dourados,Serra geral,50.0,SIAGAS_MS_20260814,E02,-21.94805599999995,-54.36694399999993
3500026997,Paranaíba,Bauru,58.0,SIAGAS_MS_20260814,E02,-19.700832999999932,-51.16999999999996
3500027019,Nova Alvorada do Sul,Serra geral,110.0,SIAGAS_MS_20260814,E02,-21.452777999999967,-54.381110999999976
3500027044,Três Lagoas,Caiua,32.0,SIAGAS_MS_20260814,E02,-20.765555999999947,-51.66555599999998
3500027149,Maracaju,Serra geral,85.0,SIAGAS_MS_20260814,E02,-21.654166999999973,-55.100832999999966
3500027154,Camapuã,Guarani,160.0,SIAGAS_MS_20260814,E02,-19.513332999999932,-54.04833299999996
3500027162,Rio Brilhante,Serra geral,95.0,SIAGAS_MS_20260814,E02,-21.807777999999928,-54.549721999999974
3500027173,Três Lagoas,Bauru,91.5,SIAGAS_MS_20260814,E02,-20.776943999999958,-51.66416699999996
3500027176,Três Lagoas,Bauru,180.0,SIAGAS_MS_20260814,E02,-20.77249999999998,-51.737499999999955
3500027212,Aral Moreira,Serra geral,213.0,SIAGAS_MS_20260814,E02,-22.94888899999995,-55.622221999999965
3500027286,Aparecida do Taboado,Caiua,82.0,SIAGAS_MS_20260814,E02,-20.088610999999958,-51.299721999999974
3500027294,Três Lagoas,Bauru,120.0,SIAGAS_MS_20260814,E02,-20.797221999999977,-51.71138899999994
3500045287,Três Lagoas,Caiua,50.0,SIAGAS_MS_20260814,E02,-20.65861099999995,-51.66555599999998
3500045398,Maracaju,Serra geral,130.0,SIAGAS_MS_20260814,E02,-21.578055999999947,-55.17944399999993
3500045626,Campo Grande,Serra geral,120.0,SIAGAS_MS_20260814,E02,-20.44972199999995,-54.59249999999997
3500023356,Sete Quedas,Serra geral,150.0,SIAGAS_MS_20260814,E02,-23.968332999999973,-55.05638799999997
3500023368,Caarapó,Serra geral,150.0,SIAGAS_MS_20260814,E02,-22.641943999999967,-54.81583299999994
3500045694,Campo Grande,Serra geral,116.0,SIAGAS_MS_20260814,E02,-20.534999999999968,-54.670555999999976
3500023202,Anastácio,Guarani,100.0,SIAGAS_MS_20260814,E02,-20.744721999999967,-55.51444399999997
3500023355,Sete Quedas,Bauru,150.0,SIAGAS_MS_20260814,E02,-23.97388799999993,-55.03499999999997
3500026962,Aral Moreira,Serra geral,50.0,SIAGAS_MS_20260814,E02,-22.946110999999974,-55.61638899999997
3500027045,Aparecida do Taboado,Bauru,120.0,SIAGAS_MS_20260814,E02,-20.04166699999996,-51.11472199999997
3500027050,Água Clara,Bauru,57.5,SIAGAS_MS_20260814,E02,-20.445832999999936,-52.871388999999965
3500023312,Inocência,Bauru,115.0,SIAGAS_MS_20260814,E02,-19.73166599999996,-51.864443999999935
3500022928,Campo Grande,Guarani,606.22,SIAGAS_MS_20260814,E02,-20.42083299999996,-54.64694399999996
3500045646,Três Lagoas,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.97888899999998,-51.77472199999994
3500022824,Terenos,Guarani,181.5,SIAGAS_MS_20260814,E02,-20.48444399999994,-54.86777699999993
3500022816,Sidrolândia,Guarani,440.0,SIAGAS_MS_20260814,E02,-20.923054999999977,-54.96361099999996
3500022567,Costa Rica,Guarani,93.0,SIAGAS_MS_20260814,E02,-18.54472199999998,-53.13972199999995
3500022930,Campo Grande,Guarani,501.0,SIAGAS_MS_20260814,E02,-20.558887999999968,-54.65111099999996
3500071764,Ribas do Rio Pardo,Bauru_Caiua,80.0,SIAGAS_MS_20260814,E02,-21.165246999999965,-53.17158299999994
3500071752,Caarapó,Bauru_Caiua,100.0,SIAGAS_MS_20260814,E02,-22.63704699999994,-54.947405999999944
3500071581,Ivinhema,Bauru_Caiua,117.0,SIAGAS_MS_20260814,E02,-22.285852999999975,-53.95501699999994
3500071535,Anaurilândia,Bauru_Caiua,100.0,SIAGAS_MS_20260814,E02,-22.165832999999964,-52.68083299999995
3500071489,Sidrolândia,Serra geral,76.0,SIAGAS_MS_20260814,E02,-21.17269399999998,-55.30008299999997
3500071469,Cassilândia,Guarani,185.5,SIAGAS_MS_20260814,E02,-19.111802999999952,-51.729071999999974
3500071450,Glória de Dourados,Serra geral,70.0,SIAGAS_MS_20260814,E02,-22.396755999999982,-54.22765799999996
3500071440,São Gabriel do Oeste,Guarani,120.0,SIAGAS_MS_20260814,E02,-19.440966999999944,-54.53443899999996
3500071332,Caarapó,Bauru_Caiua,125.0,SIAGAS_MS_20260814,E02,-22.646977999999933,-54.810532999999964
3500071321,Água Clara,Bauru_Caiua,50.0,SIAGAS_MS_20260814,E02,-20.444974999999943,-52.86348099999998
3500071286,São Gabriel do Oeste,Guarani,100.0,SIAGAS_MS_20260814,E02,-19.281596999999977,-54.62409999999994
3500071055,Chapadão do Sul,Bauru_Caiua,100.0,SIAGAS_MS_20260814,E02,-18.797221999999977,-52.602499999999964
3500071039,São Gabriel do Oeste,Guarani,100.0,SIAGAS_MS_20260814,E02,-19.321241999999927,-54.68636399999997
3500070991,Campo Grande,Serra geral,108.0,SIAGAS_MS_20260814,E02,-20.562216999999976,-54.581857999999954
3500070764,Glória de Dourados,Bauru_Caiua,44.0,SIAGAS_MS_20260814,E02,-22.41408299999995,-54.30566699999997
3500070725,São Gabriel do Oeste,Guarani,35.0,SIAGAS_MS_20260814,E02,-19.400224999999978,-54.56240299999996
3500070687,Campo Grande,Serra geral,150.0,SIAGAS_MS_20260814,E02,-20.51222199999995,-54.610555999999974
3500070672,Novo Horizonte do Sul,Bauru_Caiua,60.0,SIAGAS_MS_20260814,E02,-22.656796999999983,-53.85980299999994
3500070593,Itaporã,Serra geral,100.0,SIAGAS_MS_20260814,E02,-21.894263999999964,-54.727063999999984
3500070472,Itaporã,Serra geral,90.0,SIAGAS_MS_20260814,E02,-22.093666999999982,-54.71802799999995
3500069979,São Gabriel do Oeste,Guarani,88.0,SIAGAS_MS_20260814,E02,-19.367999999999938,-54.60469399999994
3500045612,Três Lagoas,Bauru,130.0,SIAGAS_MS_20260814,E02,-20.79416699999996,-51.72249999999997
3500045709,Três Lagoas,Serra geral,139.0,SIAGAS_MS_20260814,E02,-20.994721999999967,-51.839999999999975
3500045635,Campo Grande,,138.0,SIAGAS_MS_20260814,E02,-20.485832999999957,-54.67277799999994
3500026937,Jateí,,80.0,SIAGAS_MS_20260814,E02,-22.54222199999998,-54.143055999999945
3500045640,Nova Andradina,,80.0,SIAGAS_MS_20260814,E02,-22.29499999999996,-53.389999999999986
3500045639,Três Lagoas,,180.0,SIAGAS_MS_20260814,E02,-20.797499999999957,-51.643888999999945
3500027253,Amambai,Guarani,160.0,SIAGAS_MS_20260814,E02,-23.096666999999968,-55.23583299999996
3500072013,Aquidauana,,461.0,SIAGAS_MS_20260814,E02,-20.45897199999996,-55.791499999999985
3500072071,Aparecida do Taboado,,289.0,SIAGAS_MS_20260814,E02,-20.078363999999965,-51.099580999999944
3500072823,Bonito,,125.0,SIAGAS_MS_20260814,E02,-20.710774999999956,-56.128585999999984
3500045662,Três Lagoas,Serra geral,200.0,SIAGAS_MS_20260814,E02,-20.797499999999957,-51.87805599999996
3500073735,Dourados,,72.0,SIAGAS_MS_20260814,E02,-22.29989699999993,-54.66577499999994
3500045671,Miranda,,70.0,SIAGAS_MS_20260814,E02,-19.97277799999995,-56.30611099999999
3500072514,Rio Brilhante,,150.0,SIAGAS_MS_20260814,E02,-21.863871999999958,-54.52881099999996
3500072669,Jardim,,140.0,SIAGAS_MS_20260814,E02,-21.297635999999954,-56.22779399999996
3500072874,Jardim,,120.0,SIAGAS_MS_20260814,E02,-21.456282999999928,-56.44563299999999
3500072417,Miranda,,160.0,SIAGAS_MS_20260814,E02,-20.025027999999963,-56.81236099999995
3500072847,Bonito,,120.7,SIAGAS_MS_20260814,E02,-21.11648299999996,-56.50929699999995
3500073700,Aquidauana,,76.0,SIAGAS_MS_20260814,E02,-19.967693999999938,-56.27430599999997
3500072775,Rio Brilhante,,130.0,SIAGAS_MS_20260814,E02,-21.846666999999968,-54.06444399999998
3500072064,Campo Grande,,290.0,SIAGAS_MS_20260814,E02,-20.39719699999995,-54.557335999999964
3500072751,Corumbá,,130.0,SIAGAS_MS_20260814,E02,-19.291641999999968,-57.59269199999994
3500072461,Dois Irmãos do Buriti,,152.0,SIAGAS_MS_20260814,E02,-20.96533599999998,-55.34106899999995
3500073697,Glória de Dourados,,76.0,SIAGAS_MS_20260814,E02,-22.39104999999995,-54.21763299999998
3500073844,Aparecida do Taboado,,60.0,SIAGAS_MS_20260814,E02,-20.05683099999993,-51.10813099999996
3500072054,Aquidauana,,300.0,SIAGAS_MS_20260814,E02,-20.480946999999958,-55.62898599999994
3500073563,Três Lagoas,Bauru,80.0,SIAGAS_MS_20260814,E02,-20.748188999999968,-51.66515599999997
3500073561,Campo Grande,Serra geral,80.0,SIAGAS_MS_20260814,E02,-20.467574999999954,-54.63151099999993
3500073599,Glória de Dourados,Bauru,80.0,SIAGAS_MS_20260814,E02,-22.390555999999947,-54.21391699999998
3500045700,Campo Grande,Serra geral,78.0,SIAGAS_MS_20260814,E02,-20.631388999999956,-54.56444399999998
3500073618,São Gabriel do Oeste,Botucatu,80.0,SIAGAS_MS_20260814,E02,-19.53835799999996,-54.44034999999997
3500073632,Sidrolândia,Serra geral,80.0,SIAGAS_MS_20260814,E02,-21.035488999999927,-54.97286699999995
3500073631,Sidrolândia,Serra geral,80.0,SIAGAS_MS_20260814,E02,-21.033721999999955,-54.97319199999998
3500073647,Terenos,Serra geral,80.0,SIAGAS_MS_20260814,E02,-20.347860999999966,-54.899388999999985
3500073650,Brasilândia,Bauru,80.0,SIAGAS_MS_20260814,E02,-20.61924199999993,-52.77723599999996
3500073659,Novo Horizonte do Sul,Bauru,80.0,SIAGAS_MS_20260814,E02,-22.60933099999994,-53.90052199999997
3500073664,Inocência,Bauru,80.0,SIAGAS_MS_20260814,E02,-19.76264699999996,-51.846518999999944
3500073661,Eldorado,Bauru,80.0,SIAGAS_MS_20260814,E02,-23.78277799999995,-54.28209399999997
3500073667,Água Clara,Bauru,80.0,SIAGAS_MS_20260814,E02,-20.444082999999978,-52.87658299999998
3500073671,Dourados,Serra geral,80.0,SIAGAS_MS_20260814,E02,-22.222782999999936,-54.77313299999997
3500073679,Itaquiraí,Bauru,80.0,SIAGAS_MS_20260814,E02,-23.181366999999966,-54.05005799999998
3500073693,Campo Grande,Serra geral,78.0,SIAGAS_MS_20260814,E02,-20.46961099999993,-54.72330599999998
3500073701,Nioaque,Botucatu,75.0,SIAGAS_MS_20260814,E02,-21.158091999999954,-55.829691999999966
3500073707,Itaporã,Serra geral,75.0,SIAGAS_MS_20260814,E02,-22.065332999999953,-54.73133299999995
3500073710,Maracaju,Serra geral,75.0,SIAGAS_MS_20260814,E02,-21.635888999999963,-55.162305999999944
3500073731,Campo Grande,Bauru,72.0,SIAGAS_MS_20260814,E02,-20.468910999999935,-54.53485299999994
3500073737,Campo Grande,Serra geral,71.0,SIAGAS_MS_20260814,E02,-20.46599999999995,-54.62688899999995
3500073743,Campo Grande,Serra geral,70.0,SIAGAS_MS_20260814,E02,-20.44691899999998,-54.57679699999994
3500073784,Jateí,Bauru,67.0,SIAGAS_MS_20260814,E02,-22.50019999999995,-54.260099999999966
3500073782,Rio Brilhante,Serra geral,68.0,SIAGAS_MS_20260814,E02,-21.84583299999997,-54.66916699999996
3500073788,Glória de Dourados,Bauru,67.0,SIAGAS_MS_20260814,E02,-22.490902999999946,-54.16637199999997
3500073774,Dourados,Serra geral,68.0,SIAGAS_MS_20260814,E02,-22.393055999999945,-54.74916699999994
3500073777,Itaquiraí,Bauru,68.0,SIAGAS_MS_20260814,E02,-23.414318999999978,-54.174455999999964
3500073798,Angélica,Bauru,65.0,SIAGAS_MS_20260814,E02,-22.13986099999994,-53.81075599999997
3500073817,Jateí,Bauru,64.0,SIAGAS_MS_20260814,E02,-22.533077999999932,-54.36140299999994
3500073840,Caarapó,Serra geral,60.0,SIAGAS_MS_20260814,E02,-22.500088999999946,-54.871418999999946
3500073858,São Gabriel do Oeste,Botucatu,60.0,SIAGAS_MS_20260814,E02,-19.267702999999926,-54.565638999999976
3500073871,Anaurilândia,Bauru,60.0,SIAGAS_MS_20260814,E02,-22.17349699999994,-52.663224999999954
3500073879,Glória de Dourados,Serra geral,60.0,SIAGAS_MS_20260814,E02,-22.42441699999995,-54.33934999999997
3500073891,Campo Grande,Serra geral,60.0,SIAGAS_MS_20260814,E02,-20.45999999999998,-54.612221999999974
3500073909,Brasilândia,Bauru,60.0,SIAGAS_MS_20260814,E02,-21.17975599999994,-51.98030799999998
3500073908,Três Lagoas,Bauru,60.0,SIAGAS_MS_20260814,E02,-20.658338999999955,-51.79361699999998
3500073914,Naviraí,Bauru,60.0,SIAGAS_MS_20260814,E02,-23.041682999999978,-54.19480599999997
3500073925,Dourados,Serra geral,60.0,SIAGAS_MS_20260814,E02,-22.23183899999998,-54.74971399999998
3500073930,Naviraí,Bauru,60.0,SIAGAS_MS_20260814,E02,-23.026824999999974,-54.13001399999996
3500073937,Glória de Dourados,Bauru,58.0,SIAGAS_MS_20260814,E02,-22.41111099999995,-54.25077799999997
3500073940,Juti,Bauru,58.0,SIAGAS_MS_20260814,E02,-22.66058099999998,-54.677682999999945
3500073946,Bataguassu,Bauru,56.0,SIAGAS_MS_20260814,E02,-21.706391999999937,-52.40323099999995
3500073001,Rio Brilhante,Serra geral,120.0,SIAGAS_MS_20260814,E02,-21.775793999999962,-54.52461699999998
3500072951,Chapadão do Sul,Bauru,120.0,SIAGAS_MS_20260814,E02,-18.769405999999947,-52.919716999999935
3500072906,Dourados,Serra geral,120.0,SIAGAS_MS_20260814,E02,-22.27550599999995,-54.81623599999995
3500072891,Campo Grande,Serra geral,120.0,SIAGAS_MS_20260814,E02,-20.40119199999998,-54.61560599999996
3500072880,Brasilândia,Bauru,120.0,SIAGAS_MS_20260814,E02,-21.028516999999965,-52.68493099999995
3500072833,Campo Grande,Serra geral,123.0,SIAGAS_MS_20260814,E02,-20.501893999999936,-54.73807199999993
3500072821,Sidrolândia,Serra geral,125.0,SIAGAS_MS_20260814,E02,-20.969649999999945,-55.06363299999998
3500072815,Dois Irmãos do Buriti,Serra geral,126.0,SIAGAS_MS_20260814,E02,-20.72338899999994,-55.29336099999995
3500072773,Campo Grande,Serra geral,130.0,SIAGAS_MS_20260814,E02,-20.46873899999997,-54.680571999999984
3500072753,Campo Grande,Serra geral,130.0,SIAGAS_MS_20260814,E02,-20.44999699999994,-54.61069399999997
3500072749,Chapadão do Sul,Bauru,130.0,SIAGAS_MS_20260814,E02,-18.81110599999994,-52.80930799999993
3500072733,Campo Grande,Serra geral,130.0,SIAGAS_MS_20260814,E02,-20.545927999999947,-54.59258599999998
3500072727,Três Lagoas,Bauru,130.0,SIAGAS_MS_20260814,E02,-20.795402999999965,-51.72273099999995
3500072711,São Gabriel do Oeste,Botucatu,132.0,SIAGAS_MS_20260814,E02,-19.25202799999994,-54.32780599999995
3500072702,Campo Grande,Serra geral,132.0,SIAGAS_MS_20260814,E02,-20.884360999999956,-54.55173099999996
3500072700,Água Clara,Bauru,133.0,SIAGAS_MS_20260814,E02,-19.875805999999955,-53.36065599999995
3500072659,Coxim,Furnas,140.0,SIAGAS_MS_20260814,E02,-18.504385999999954,-54.73489699999993
3500072614,Campo Grande,Serra geral,141.0,SIAGAS_MS_20260814,E02,-20.494352999999933,-54.59617199999997
3500072601,Campo Grande,Serra geral,145.0,SIAGAS_MS_20260814,E02,-20.46299199999993,-54.611268999999936
3500072594,Antônio João,Serra geral,146.0,SIAGAS_MS_20260814,E02,-22.196110999999974,-55.94352799999996
3500072528,Campo Grande,Serra geral,150.0,SIAGAS_MS_20260814,E02,-20.423835999999937,-54.55512199999998
3500072433,Ivinhema,Bauru,160.0,SIAGAS_MS_20260814,E02,-22.39474699999994,-53.89387799999997
3500072367,Terenos,Serra geral,172.0,SIAGAS_MS_20260814,E02,-20.504407999999955,-54.86568299999993
3500072353,Sidrolândia,Serra geral,180.0,SIAGAS_MS_20260814,E02,-20.78638899999993,-54.748963999999944
3500072351,Água Clara,Serra geral,180.0,SIAGAS_MS_20260814,E02,-20.42836099999994,-52.873088999999936
3500072345,Itaporã,Serra geral,180.0,SIAGAS_MS_20260814,E02,-22.08858299999997,-54.72063899999995
3500072342,Aparecida do Taboado,Serra geral,180.0,SIAGAS_MS_20260814,E02,-20.08555599999994,-51.06641899999994
3500072330,Aparecida do Taboado,Serra geral,180.0,SIAGAS_MS_20260814,E02,-20.08583299999998,-51.063110999999935
3500072301,Campo Grande,Serra geral,188.0,SIAGAS_MS_20260814,E02,-20.501357999999982,-54.737735999999984
3500072293,Campo Grande,Serra geral,190.0,SIAGAS_MS_20260814,E02,-20.460396999999944,-54.60909399999997
3500072270,Maracaju,Botucatu,197.0,SIAGAS_MS_20260814,E02,-21.373332999999946,-55.44249999999994
3500072268,Itaporã,Serra geral,198.0,SIAGAS_MS_20260814,E02,-21.90502799999996,-54.69702799999993
3500072228,Dourados,Serra geral,200.0,SIAGAS_MS_20260814,E02,-22.160863999999947,-54.69198899999998
3500072222,Paranaíba,Bauru,200.0,SIAGAS_MS_20260814,E02,-19.704166999999927,-51.14944399999996
3500072209,Jaraguari,Serra geral,204.0,SIAGAS_MS_20260814,E02,-20.04213599999997,-54.413607999999954
3500072181,São Gabriel do Oeste,Botucatu,210.0,SIAGAS_MS_20260814,E02,-19.45055599999995,-54.52638899999994
3500072177,Campo Grande,Serra geral,214.0,SIAGAS_MS_20260814,E02,-20.469135999999935,-54.62202199999996
3500072142,Sidrolândia,Botucatu,241.0,SIAGAS_MS_20260814,E02,-20.95294999999993,-54.854727999999966
3500072134,Aparecida do Taboado,Bauru,250.0,SIAGAS_MS_20260814,E02,-20.105627999999967,-51.104938999999945
3500072036,Rio Brilhante,Serra geral,310.0,SIAGAS_MS_20260814,E02,-21.795346999999936,-54.53524699999997
3500072032,Sidrolândia,Serra geral,324.0,SIAGAS_MS_20260814,E02,-20.902221999999938,-54.92277799999994
3500072028,Dourados,Botucatu,350.0,SIAGAS_MS_20260814,E02,-22.36477199999996,-54.802885999999944
3500072026,Sidrolândia,Botucatu,350.0,SIAGAS_MS_20260814,E02,-20.902777999999955,-54.91999999999996
3500071968,Maracaju,Serra geral,555.0,SIAGAS_MS_20260814,E02,-21.77769399999994,-55.58989199999996
3500071958,Dourados,Botucatu,600.0,SIAGAS_MS_20260814,E02,-22.192249999999945,-54.69272199999995
3500071935,Ponta Porã,Botucatu,622.36,SIAGAS_MS_20260814,E02,-22.561441999999943,-55.69192499999997
3500071929,Campo Grande,Boa vista,630.27,SIAGAS_MS_20260814,E02,-20.41929399999998,-54.64054699999997
3500071879,Caarapó,Botucatu,803.0,SIAGAS_MS_20260814,E02,-22.610721999999953,-54.68552799999998
3500073021,São Gabriel do Oeste,Botucatu,120.0,SIAGAS_MS_20260814,E02,-19.404518999999937,-54.51321699999994
3500073019,Paraíso das Águas,Bauru,120.0,SIAGAS_MS_20260814,E02,-19.056555999999944,-53.30236099999996
3500073014,Chapadão do Sul,Bauru,120.0,SIAGAS_MS_20260814,E02,-18.728899999999953,-52.47679199999993
3500073007,Batayporã,Bauru,120.0,SIAGAS_MS_20260814,E02,-22.28491699999995,-53.285346999999945
3500073006,Batayporã,Bauru,120.0,SIAGAS_MS_20260814,E02,-22.284321999999975,-53.283774999999935
3500073043,Aral Moreira,Serra geral,120.0,SIAGAS_MS_20260814,E02,-22.95928299999997,-55.626057999999944
3500073039,Nova Andradina,Bauru,120.0,SIAGAS_MS_20260814,E02,-22.300232999999935,-53.36121099999997
3500073065,Três Lagoas,Bauru,120.0,SIAGAS_MS_20260814,E02,-20.745277999999928,-51.71666699999997
3500073064,Campo Grande,Serra geral,120.0,SIAGAS_MS_20260814,E02,-20.475999999999942,-54.485874999999965
3500073062,Três Lagoas,Bauru,120.0,SIAGAS_MS_20260814,E02,-20.077805999999953,-52.42500599999994
3500073056,Brasilândia,Bauru,120.0,SIAGAS_MS_20260814,E02,-21.469535999999948,-52.162868999999944
3500073054,Campo Grande,Serra geral,120.0,SIAGAS_MS_20260814,E02,-20.504388999999946,-54.651805999999965
3500073075,Campo Grande,Serra geral,117.0,SIAGAS_MS_20260814,E02,-20.500018999999952,-54.610566999999946
3500073073,Campo Grande,Serra geral,117.0,SIAGAS_MS_20260814,E02,-20.416480999999976,-54.64710599999995
3500073098,Laguna Carapã,Serra geral,112.0,SIAGAS_MS_20260814,E02,-22.47703299999995,-55.07521699999995
3500073116,Campo Grande,Serra geral,110.0,SIAGAS_MS_20260814,E02,-20.418182999999942,-54.60809999999998
3500073141,Campo Grande,Serra geral,108.0,SIAGAS_MS_20260814,E02,-20.514763999999957,-54.69209399999994
3500073156,Dourados,Serra geral,105.0,SIAGAS_MS_20260814,E02,-22.22179399999993,-54.775849999999934
3500073155,Angélica,Bauru,105.0,SIAGAS_MS_20260814,E02,-22.164349999999956,-53.77856399999996
3500073151,Nova Andradina,Bauru,106.0,SIAGAS_MS_20260814,E02,-21.996752999999956,-53.42644399999995
3500073188,Inocência,Bauru,102.0,SIAGAS_MS_20260814,E02,-19.218193999999983,-52.03738899999996
3500073181,Campo Grande,Serra geral,102.0,SIAGAS_MS_20260814,E02,-20.473316999999952,-54.72517799999997
3500073221,Campo Grande,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.496816999999965,-54.650777999999946
3500073232,Água Clara,Bauru,100.0,SIAGAS_MS_20260814,E02,-20.45199199999996,-52.842393999999956
3500073231,Ribas do Rio Pardo,Bauru,100.0,SIAGAS_MS_20260814,E02,-20.883996999999965,-53.77382199999994
3500073227,Dourados,Serra geral,100.0,SIAGAS_MS_20260814,E02,-22.322716999999955,-54.82146099999994
3500073265,Ribas do Rio Pardo,Bauru,100.0,SIAGAS_MS_20260814,E02,-20.469721999999933,-53.750610999999935
3500073263,Campo Grande,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.45519699999994,-54.65296399999994
3500073260,Terenos,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.434346999999946,-54.87878299999994
3500073277,Bataguassu,Bauru,100.0,SIAGAS_MS_20260814,E02,-21.731746999999928,-52.33648899999997
3500073275,Brasilândia,Bauru,100.0,SIAGAS_MS_20260814,E02,-21.17208599999998,-52.31070599999998
3500073289,Ivinhema,Bauru,100.0,SIAGAS_MS_20260814,E02,-22.246721999999977,-53.92238099999997
3500073343,Naviraí,Bauru,100.0,SIAGAS_MS_20260814,E02,-23.152499999999975,-53.850018999999975
3500073341,Caarapó,Bauru,100.0,SIAGAS_MS_20260814,E02,-22.792363999999964,-54.752107999999964
3500073358,Anastácio,Furnas,100.0,SIAGAS_MS_20260814,E02,-20.49018099999995,-55.80141099999997
3500073356,Ribas do Rio Pardo,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.44518599999998,-53.772332999999946
3500073385,Campo Grande,Serra geral,100.0,SIAGAS_MS_20260814,E02,-20.506752999999946,-54.60223099999996
3500045258,Itaporã,Serra geral,98.0,SIAGAS_MS_20260814,E02,-21.887499999999932,-54.706388999999945
3500073409,Bandeirantes,Serra geral,96.0,SIAGAS_MS_20260814,E02,-19.87888899999996,-54.442777999999976
3500073406,Campo Grande,Serra geral,96.5,SIAGAS_MS_20260814,E02,-20.543407999999943,-54.589430999999934
3500073453,Dourados,Serra geral,90.0,SIAGAS_MS_20260814,E02,-22.312418999999977,-54.78727799999996
3500073447,Santa Rita do Pardo,Bauru,92.0,SIAGAS_MS_20260814,E02,-21.489082999999937,-52.39713899999998
3500073446,Anaurilândia,Bauru,92.0,SIAGAS_MS_20260814,E02,-22.18502799999993,-52.71354199999996
3500073457,Itaporã,Serra geral,90.0,SIAGAS_MS_20260814,E02,-22.112971999999957,-54.837471999999934
3500073473,Brasilândia,Bauru,90.0,SIAGAS_MS_20260814,E02,-21.21566699999994,-52.30928299999994
3500073537,Paraíso das Águas,Bauru,84.0,SIAGAS_MS_20260814,E02,-19.27402799999993,-53.52555599999994
3500073551,Iguatemi,Bauru,81.0,SIAGAS_MS_20260814,E02,-23.632499999999936,-54.635130999999944
3500030618,Bonito,Cuiaba,35.0,SIAGAS_MS_20260814,E02,-21.01111099999997,-56.48361099999994
3500065096,Camapuã,Guarani,23.65,SIAGAS_MS_20260814,E02,-19.53583299999997,-54.041110999999944
3500073213,Naviraí,Bauru,100.0,SIAGAS_MS_20260814,E02,-22.908110999999963,-54.272193999999956
3500027250,Dois Irmãos do Buriti,Serra geral,126.0,SIAGAS_MS_20260814,E02,-20.683610999999928,-55.27333299999998
