well_id,municipality,aquifer,test_type,test_date,static_level_m,dynamic_level_m,stabilized_yield,interpretation_method,source,evidence_code,latitude,longitude
3500022932,Anaurilândia,Caiua,Rebaixamento,1997-06-04,10.0,17.5,28.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.191110999999978,-52.72166599999997
3500022933,Anaurilândia,Caiua,Rebaixamento,1974-08-26,20.5,34.9,22.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.182221999999967,-52.72111099999995
3500022935,Angélica,Caiua,Rebaixamento,1996-03-01,26.0,45.0,15.5,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.14749999999998,-53.78111099999995
3500022939,Angélica,Caiua,Rebaixamento,2001-05-02,25.0,60.0,30.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.156387999999936,-53.77888799999994
3500022944,Campo Grande,Serra geral,Rebaixamento,1984-10-21,2.65,12.85,61.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.456943999999964,-54.65611099999995
3500022965,Bataguassu,Caiua,Rebaixamento,1978-01-02,32.0,40.0,22.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.714721999999938,-52.425832999999955
3500022988,Brasilândia,Caiua,Escalonado,1984-09-26,26.0,36.0,25.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.257221999999956,-52.039443999999946
3500023006,Rio Verde de Mato Grosso,Furnas,Rebaixamento,1986-06-30,6.8,30.42,72.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.923887999999977,-54.84722199999993
3500023055,Nova Andradina,Bauru,Rebaixamento,1990-07-07,25.0,50.8,56.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.235832999999957,-53.340832999999975
3500023114,Corumbá,Não definido,Rebaixamento,2001-10-10,10.5,133.0,12.77,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.09916599999997,-57.685832999999946
3500023122,Corumbá,Não definido,Rebaixamento,1990-02-02,45.5,48.0,19.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.317776999999978,-57.47249999999997
3500023160,Aral Moreira,Serra geral,Escalonado,1980-03-10,7.3,16.27,13.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.94944399999997,-55.623332999999946
3500023214,Rochedo,Aquidauana,Rebaixamento,1995-02-20,37.0,54.0,18.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.956665999999927,-54.883332999999936
3500023289,Brasilândia,Caiua,Rebaixamento,1991-03-17,16.0,29.9,60.3,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.25222199999996,-52.03305499999993
3500023300,Três Lagoas,Bauru,Rebaixamento,1996-01-05,16.0,34.0,78.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.777499999999975,-51.664999999999964
3500023309,Inocência,Bauru,Escalonado,1987-07-15,39.1,71.25,11.4,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.73249999999996,-51.92944399999993
3500023372,Naviraí,Bauru,Rebaixamento,1991-09-23,29.0,53.0,45.6,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-23.048332999999957,-54.186387999999965
3500023377,Glória de Dourados,Serra geral,Rebaixamento,1963-09-01,0.0,16.0,103.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.42166599999996,-54.23194399999994
3500023381,Ivinhema,Caiua,Rebaixamento,1995-05-26,37.0,56.0,39.6,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.313887999999963,-53.82361099999997
3500022525,Campo Grande,Caiua,Rebaixamento,1990-05-31,28.0,56.0,19.4,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.424721999999974,-54.57583299999993
3500023269,Nova Alvorada do Sul,Serra geral,Escalonado,1982-03-03,41.61,47.78,41.04,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.464443999999958,-54.37972199999996
3500023282,Santa Rita do Pardo,Caiua,Escalonado,1982-01-26,0.0,22.46,28.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.30666599999995,-52.83138799999995
3500023291,Três Lagoas,Caiua,Rebaixamento,1997-03-16,13.1,35.05,66.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.78527699999995,-51.70555499999995
3500030620,Bonito,Cuiaba,Rebaixamento,2011-06-04,12.0,12.5,2.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.123332999999946,-56.50111099999998
3500045657,Três Lagoas,Bauru,Rebaixamento,2011-05-03,66.44,95.91,109.91,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.986388999999974,-51.84361099999995
3500022860,Maracaju,Guarani,Rebaixamento,2004-09-11,14.0,24.6,84.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.621110999999928,-55.15777699999995
3500022868,Caarapó,Guarani,Rebaixamento,1973-07-16,21.0,22.0,18.5,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.498332999999946,-54.865276999999935
3500023170,Angélica,,Rebaixamento,1996-03-15,9.0,25.0,22.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.15027699999996,-53.76361099999997
3500023350,Paranhos,,Rebaixamento,1991-08-15,21.3,35.65,20.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-23.897221999999942,-55.42944399999993
3500023048,Naviraí,Guarani,Rebaixamento,2004-10-21,16.0,56.0,247.7,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-23.084165999999982,-54.23333299999996
3500023297,Três Lagoas,Caiua,Rebaixamento,1993-12-18,39.0,65.0,80.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.772221999999942,-51.73638799999998
3500045658,Bataguassu,Caiua,Recuperação,2010-01-01,31.0,38.0,6.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.673610999999937,-52.27694399999996
3500045667,Maracaju,Serra geral,Rebaixamento,2011-01-01,10.0,22.0,9.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.66027799999995,-55.81277799999998
3500045690,Maracaju,Serra geral,Rebaixamento,2008-10-06,12.7,47.47,172.77,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.60555599999998,-55.174721999999974
3500045713,Três Lagoas,Bauru,Rebaixamento,2012-10-16,62.9,93.15,150.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.978332999999964,-51.83472199999994
3500065043,Campo Grande,Guarani,Rebaixamento,2015-10-24,114.04,158.1,251.1,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.484166999999957,-54.75055599999996
3500065029,Campo Grande,Serra geral,Rebaixamento,2016-08-24,80.5,110.16,6.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.47361099999995,-54.728332999999964
3500065036,Campo Grande,Serra geral,Rebaixamento,2009-07-18,110.0,140.0,8.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.39749999999998,-54.74222199999997
3500065053,Dourados,Serra geral,Rebaixamento,2009-12-02,40.62,50.7,56.57,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.141388999999947,-54.486666999999954
3500065066,Ponta Porã,Serra geral,Rebaixamento,2016-04-24,18.18,36.21,8.78,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.462499999999977,-55.73694399999994
3500065067,Ponta Porã,Serra geral,Rebaixamento,2016-04-23,15.58,53.29,24.82,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.463332999999977,-55.736388999999974
3500065075,Taquarussu,Caiua,Rebaixamento,1981-05-26,6.2,24.78,37.71,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.486388999999974,-53.358055999999976
3500065078,Três Lagoas,Caiua,Rebaixamento,1991-07-19,12.0,43.5,79.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.787777999999946,-51.70666699999998
3500065081,Três Lagoas,Caiua,Rebaixamento,2013-01-20,12.68,77.03,85.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.789721999999927,-51.728332999999964
3500065058,Figueirão,Guarani,Rebaixamento,2009-10-14,14.0,173.1,12.18,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.685277999999983,-53.635832999999934
3500065064,Maracaju,Guarani,Rebaixamento,2012-02-25,100.08,111.73,79.2,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.73277799999994,-55.51249999999993
3500065025,Camapuã,Guarani,Rebaixamento,1991-02-14,60.0,102.5,13.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.51277799999997,-54.04777799999994
3500065017,Bodoquena,Cuiaba,Rebaixamento,1981-04-07,3.78,8.28,30.7,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.55416699999995,-56.67194399999994
3500065026,Campo Grande,Serra geral,Rebaixamento,2016-03-30,10.0,82.0,5.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.421388999999976,-54.59833299999997
3500034023,Nova Andradina,Caiua,Rebaixamento,2014-09-03,11.87,18.66,12.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.07416699999993,-53.36888899999997
3500068745,Paraíso das Águas,Bauru,Rebaixamento,2023-05-24,20.79,26.92,9.56,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.892105999999956,-53.01424999999995
3500068741,Naviraí,Bauru,Rebaixamento,2023-04-14,31.22,38.89,1.099,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.915724999999952,-54.28233299999994
3500023164,Antônio João,Serra geral,Rebaixamento,1979-10-03,4.5,26.5,28.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.192776999999978,-55.953332999999986
3500026948,Nova Alvorada do Sul,Serra geral,Rebaixamento,2008-12-02,16.0,80.0,0.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.589721999999938,-54.24916699999994
3500026976,Rio Brilhante,Serra geral,Rebaixamento,2008-10-16,11.5,31.0,8.4,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.890277999999967,-54.49222199999997
3500027000,Aparecida do Taboado,Caiua,Rebaixamento,2008-04-28,15.0,45.0,15.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.059443999999928,-51.102777999999944
3500023182,Anaurilândia,Caiua,Escalonado,1980-07-11,23.8,47.66,40.61,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.17972199999997,-52.71749999999997
3500023321,Paranaíba,Serra geral,Rebaixamento,1982-03-11,22.51,50.71,58.66,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.678610999999933,-51.194443999999976
3500045672,Três Lagoas,Bauru,Rebaixamento,2011-01-01,19.0,56.0,24.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.893610999999964,-52.31166699999994
3500030640,Bandeirantes,Serra geral,Rebaixamento,1993-04-22,6.5,44.5,39.6,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.923888999999974,-54.352777999999944
3500023249,Camapuã,Botucatu,Escalonado,1992-02-04,30.0,71.0,20.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.558610999999928,-54.040276999999946
3500045652,Rio Brilhante,Serra geral,Rebaixamento,2003-01-01,15.0,25.0,0.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.864999999999952,-54.27027799999996
3500053091,Glória de Dourados,,Rebaixamento,2008-04-24,8.0,34.0,12.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.432221999999967,-54.31416699999994
3500023317,Aparecida do Taboado,Serra geral,Rebaixamento,1980-10-20,12.95,30.02,14.63,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.07472199999995,-51.10027699999995
3500045157,Campo Grande,Guarani,Rebaixamento,2008-04-24,10.0,67.0,13.2,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.438332999999943,-54.590832999999975
3500045615,Ribas do Rio Pardo,,Rebaixamento,2001-05-01,26.0,32.0,4.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.47194399999995,-53.75138899999996
3500045648,Ivinhema,Guarani,Rebaixamento,2013-08-14,121.15,221.44,243.18,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.395277999999962,-53.893055999999945
3500023166,Antônio João,Serra geral,Escalonado,1991-11-11,22.05,96.47,1.3,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.204721999999947,-56.03638799999993
3500023240,Figueirão,Guarani,Rebaixamento,1988-10-31,52.1,109.8,4.2,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.682221999999967,-53.63722199999995
3500045666,Bataguassu,Bauru,Rebaixamento,2008-01-01,52.0,90.0,69.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.74166699999995,-52.474999999999966
3500023387,Nova Andradina,Caiua,Rebaixamento,1994-08-22,34.0,58.0,45.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.235554999999977,-53.341110999999955
3500023275,Bataguassu,Bauru,Escalonado,1985-02-24,45.0,57.0,13.5,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.717221999999936,-52.385276999999974
3500023384,Taquarussu,Bauru,Rebaixamento,1995-04-06,9.0,17.0,20.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.485554999999977,-53.34944399999995
3500053085,Miranda,Coluvionar,Rebaixamento,2010-01-01,7.0,16.0,10.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.13999999999993,-56.287499999999966
3500023287,Brasilândia,Caiua,Rebaixamento,1978-09-16,18.0,24.57,26.4,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.25222199999996,-52.03333299999997
3500026928,Campo Grande,Serra geral,Rebaixamento,2008-12-09,25.0,43.0,8.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.468610999999953,-54.590555999999935
3500045603,Itaporã,Serra geral,Rebaixamento,2012-04-05,22.0,38.0,4.68,Boulton,SGB_HIDRO_MS_2024_POCOS,E08,-22.080555999999945,-54.85861099999994
3500045675,Rio Brilhante,Serra geral,Recuperação,2010-01-01,12.0,22.0,12.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.836666999999977,-54.20472199999995
3500045705,Três Lagoas,Bauru,Rebaixamento,2012-09-03,37.84,74.1,153.9,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.988888999999972,-51.82111099999997
3500045707,Três Lagoas,Bauru,Rebaixamento,2012-07-09,51.31,91.43,105.7,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.997777999999983,-51.83527799999996
3500065038,Campo Grande,Serra geral,Rebaixamento,2013-11-13,10.0,18.0,3.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.47888899999998,-54.72111099999995
3500065055,Fátima do Sul,Serra geral,Continuo,1987-02-17,14.1,16.22,16.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.32416699999993,-54.34722199999993
3500065062,Japorã,Caiua,Rebaixamento,2016-05-02,25.15,37.95,8.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-23.892777999999964,-54.40833299999997
3500065071,Rio Verde de Mato Grosso,Furnas,Rebaixamento,2009-03-17,6.0,60.88,116.52,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.925832999999955,-54.85722199999998
3500065057,Figueirão,Guarani,Rebaixamento,2012-12-13,7.04,112.27,1.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.678610999999933,-53.632221999999956
3500022590,Alcinópolis,Guarani,Rebaixamento,2004-01-27,27.0,67.0,19.2,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-18.325832999999932,-53.708887999999945
3500023068,Itaporã,Guarani,Rebaixamento,1987-04-19,5.5,27.0,92.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.08722199999994,-54.79472199999998
3500023124,Jardim,Guarani,Rebaixamento,1987-01-27,28.53,47.46,1.547,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.54249999999996,-56.601943999999946
3500065023,Camapuã,Guarani,Rebaixamento,1994-10-01,30.0,71.0,20.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-19.558055999999965,-54.03972199999998
3500065001,Água Clara,Bauru,Rebaixamento,2016-12-23,1.05,43.97,1.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.446943999999974,-52.87472199999996
3500065006,Antônio João,Serra geral,Rebaixamento,1979-10-03,4.5,28.5,28.8,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.191943999999978,-55.95666699999998
3500065014,Bataguassu,Caiua,Rebaixamento,1984-07-17,29.4,42.8,36.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-21.709443999999962,-52.40888899999993
3500065021,Caarapó,Caiua,Rebaixamento,2009-11-22,131.13,208.48,0.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.60666699999996,-54.694443999999976
3500065027,Campo Grande,Bauru,Rebaixamento,2016-04-12,4.38,8.86,3.56,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.48249999999996,-54.640832999999986
3500026956,Caarapó,Serra geral,Rebaixamento,2009-02-17,32.0,58.0,29.4,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.59583299999997,-54.81444399999998
3500045119,Dourados,Caiua,Rebaixamento,2008-04-28,10.0,34.0,12.0,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-22.214999999999975,-54.31416699999994
3500045616,Água Clara,Bauru,Rebaixamento,2010-10-25,12.3,34.3,12.41,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.444999999999936,-52.87944399999998
3500023256,Ribas do Rio Pardo,Serra geral,Rebaixamento,1979-07-29,4.0,18.42,20.57,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-20.437776999999983,-53.75333299999994
3500023393,Naviraí,Caiua,Rebaixamento,1975-02-05,9.66,93.15,34.41,UNKNOWN,SGB_HIDRO_MS_2024_POCOS,E08,-23.05666599999995,-54.20055499999995
