well_id,municipality,aquifer,specific_capacity,unit,source,evidence_code,latitude,longitude
3500027161,Rio Brilhante,Serra geral,1.524,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-21.80305599999997,-54.538610999999946
3500027172,Aquidauana,Aquidauana,0.055,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-20.478332999999964,-55.79472199999998
3500027178,Ponta Porã,Serra geral,4.466,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-22.57444399999997,-55.68916699999994
3500027187,Naviraí,Caiua,1.467,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-23.061388999999963,-54.19999999999993
3500027193,Ponta Porã,Serra geral,6.0,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-22.518055999999945,-55.73138899999998
3500027203,Santa Rita do Pardo,Caiua,1.633,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-21.301943999999935,-52.822221999999954
3500027238,Aral Moreira,Serra geral,1.355,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-22.958055999999942,-55.62472199999996
3500027273,Dourados,Serra geral,8.667,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-22.08499999999998,-54.50583299999994
3500027279,Aquidauana,Aquidauana,0.09,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-20.483888999999976,-55.63611099999997
3500027283,Sidrolândia,Serra geral,0.321,SOURCE_UNIT_NOT_VERIFIED,SIAGAS_MS_20260814,E06,-20.943888999999956,-54.966943999999955
