pih_cell_id,source_hex_id,area_nominal_km2,centroide_lon,centroide_lat,area_efetiva_ms_km2,percentual_hexagono_em_ms,celula_borda_estadual,fonte_limite,status,n_record,n_depth_positive,n_depth_present,n_aquifer_present,n_drilling_date_present,n_ne_present,n_nd_present,n_specific_yield_present,n_ph_present,n_ec_present,n_temperature_present,n_chemical_parameter_present,n_chemical_concentration_present,n_unique_wells,analysis_status,n_E01,n_E02,n_E03,n_E04,n_E05,n_E06,n_E07,n_E08,n_E09,n_E10,n_E11,n_E12,state_E01,pct_E02_of_E01,state_E02,pct_E03_of_E01,state_E03,pct_E04_of_E01,state_E04,pct_E05_of_E01,state_E05,pct_E06_of_E01,state_E06,pct_E07_of_E01,state_E07,pct_E08_of_E01,state_E08,pct_E09_of_E01,state_E09,pct_E10_of_E01,state_E10,pct_E11_of_E01,state_E11,pct_E12_of_E01,state_E12,E02_depth_median_m,E02_depth_p10_m,E02_depth_p90_m,E03_aquifer_n_unique,E04_zero_review_count,E05_zero_review_count,E07_test_types,E09_zero_review_count,E10_available_fields_median,E10_n_pH,E10_n_EC,E10_n_temperature,E10_n_chemical_parameter,E11_age_median_years,E11_age_p25_years,E11_age_p75_years,E12_comparison_statuses,cutoff_date
PIH-1000-0001,HX1000-11-3,1000,-55.334191,-23.953427,513.1979,51.32,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,9,9,9,8,9,9,9,9,5,3,3,1,1,9,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,9,9,8,9,9,9,4,4,0,5,6,7,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,88.8889,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,44.4444,EVIDENCE_PRESENT,44.4444,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,55.5556,EVIDENCE_PRESENT,66.6667,EVIDENCE_PRESENT,77.7778,REVIEW_REQUIRED_PRESENT,92.0,76.0,150.0,2,0,0,Escalonado:2 | Rebaixamento:2,0,3.0,5,3,3,5,36.2435,21.431,37.45025,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:6 | UNKNOWN:1,2026-08-29
PIH-1000-0002,HX1000-12-3,1000,-55.000516,-23.954722,502.5806,50.26,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,6,6,6,6,6,6,6,6,3,1,2,1,1,6,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,6,6,6,6,6,6,3,3,0,3,4,5,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,66.6667,EVIDENCE_PRESENT,83.3333,REVIEW_REQUIRED_PRESENT,150.0,80.0,372.0,3,0,0,Escalonado:2 | Rebaixamento:1,0,2.0,3,1,2,3,42.248999999999995,38.0955,45.09925,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:5,2026-08-29
PIH-1000-0003,HX1000-13-3,1000,-54.666839,-23.955369,131.9311,13.19,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,1,1,1,1,0,1,1,1,0,0,0,0,0,1,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,1,1,1,1,1,1,1,0,0,0,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,155.0,155.0,155.0,1,0,0,Rebaixamento:1,0,,0,0,0,0,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,2026-08-29
PIH-1000-0004,HX1000-14-3,1000,-54.333161,-23.955369,636.5003,63.65,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,30,29,29,27,29,29,29,27,15,14,12,13,13,30,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,30,29,27,29,29,27,10,10,1,16,14,18,WELLS_PRESENT,96.6667,EVIDENCE_PRESENT,90.0,EVIDENCE_PRESENT,96.6667,EVIDENCE_PRESENT,96.6667,EVIDENCE_PRESENT,90.0,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,33.3333,EVIDENCE_PRESENT,3.3333,EVIDENCE_PRESENT,53.3333,EVIDENCE_PRESENT,46.6667,EVIDENCE_PRESENT,60.0,REVIEW_REQUIRED_PRESENT,128.0,72.4,162.0,3,0,0,Escalonado:1 | Rebaixamento:9,0,4.0,15,14,12,16,34.4735,17.11575,39.56625,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:15 | UNKNOWN:3,2026-08-29
PIH-1000-0005,HX1000-15-3,1000,-53.999484,-23.954722,115.8073,11.58,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0006,HX1000-11-4,1000,-55.499062,-23.686723,433.2633,43.33,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0007,HX1000-12-4,1000,-55.166043,-23.688334,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,4,4,4,4,4,4,4,4,2,1,1,1,1,4,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,4,4,4,4,4,4,2,2,0,2,3,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,103.0,103.0,114.9,2,0,0,Escalonado:1 | Rebaixamento:1,0,3.0,2,1,1,2,24.569,20.787,34.9415,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,2026-08-29
PIH-1000-0008,HX1000-13-4,1000,-54.833022,-23.6893,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,2,2,2,2,2,2,2,2,1,1,1,1,1,2,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,2,2,2,2,2,2,1,1,0,1,1,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,REVIEW_REQUIRED_PRESENT,103.5,90.3,116.7,2,0,0,Rebaixamento:1,0,4.0,1,1,1,1,7.847,7.847,7.847,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,2026-08-29
PIH-1000-0009,HX1000-14-4,1000,-54.5,-23.689622,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,23,22,22,21,22,21,21,21,9,6,2,5,5,23,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,23,22,21,21,21,21,10,10,0,9,16,7,WELLS_PRESENT,95.6522,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,91.3043,EVIDENCE_PRESENT,43.4783,EVIDENCE_PRESENT,43.4783,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,39.1304,EVIDENCE_PRESENT,69.5652,EVIDENCE_PRESENT,30.4348,REVIEW_REQUIRED_PRESENT,132.5,69.2,155.0,2,0,0,Rebaixamento:10,0,3.0,9,6,2,9,25.0585,17.005,33.46325,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:5 | UNKNOWN:2,2026-08-29
PIH-1000-0010,HX1000-15-4,1000,-54.166978,-23.6893,881.6342,88.16,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,30,28,28,28,28,28,28,27,9,7,7,7,7,30,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,30,28,28,28,28,27,9,9,0,10,15,12,WELLS_PRESENT,93.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,93.3333,EVIDENCE_PRESENT,90.0,EVIDENCE_PRESENT,30.0,EVIDENCE_PRESENT,30.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,33.3333,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,40.0,REVIEW_REQUIRED_PRESENT,142.0,85.7,152.0,4,0,0,Rebaixamento:9,0,3.0,9,7,7,10,30.938,17.005,35.94,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:10 | UNKNOWN:2,2026-08-29
PIH-1000-0011,HX1000-10-5,1000,-55.663305,-23.419877,81.4953,8.15,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0012,HX1000-11-5,1000,-55.330934,-23.4218,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0013,HX1000-12-5,1000,-54.998561,-23.423082,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,3,3,3,3,3,3,3,3,3,3,3,2,2,3,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,3,3,3,3,3,3,0,0,0,3,0,2,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,66.6667,REVIEW_REQUIRED_PRESENT,81.0,68.2,96.2,2,0,0,,0,4.0,3,3,3,3,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:2,2026-08-29
PIH-1000-0014,HX1000-13-5,1000,-54.666187,-23.423723,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0015,HX1000-14-5,1000,-54.333813,-23.423723,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,17,16,16,14,16,16,16,15,11,10,8,9,9,17,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,17,16,14,16,16,15,3,3,0,11,5,12,WELLS_PRESENT,94.1176,EVIDENCE_PRESENT,82.3529,EVIDENCE_PRESENT,94.1176,EVIDENCE_PRESENT,94.1176,EVIDENCE_PRESENT,88.2353,EVIDENCE_PRESENT,17.6471,EVIDENCE_PRESENT,17.6471,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,64.7059,EVIDENCE_PRESENT,29.4118,EVIDENCE_PRESENT,70.5882,REVIEW_REQUIRED_PRESENT,98.0,79.0,120.05,3,0,0,Rebaixamento:3,0,4.0,11,10,8,11,32.219,17.005,36.843,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:9 | UNKNOWN:3,2026-08-29
PIH-1000-0016,HX1000-15-5,1000,-54.001439,-23.423082,763.9832,76.4,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,22,20,20,18,20,20,20,19,19,16,16,17,17,22,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,22,20,18,20,20,19,1,1,0,19,1,21,WELLS_PRESENT,90.9091,EVIDENCE_PRESENT,81.8182,EVIDENCE_PRESENT,90.9091,EVIDENCE_PRESENT,90.9091,EVIDENCE_PRESENT,86.3636,EVIDENCE_PRESENT,4.5455,EVIDENCE_PRESENT,4.5455,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,86.3636,EVIDENCE_PRESENT,4.5455,EVIDENCE_PRESENT,95.4545,REVIEW_REQUIRED_PRESENT,98.0,79.8,120.0,2,0,0,Rebaixamento:1,0,4.0,19,16,16,19,34.062,34.062,34.062,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:17 | UNKNOWN:4,2026-08-29
PIH-1000-0017,HX1000-16-5,1000,-53.669066,-23.4218,81.4533,8.15,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0018,HX1000-11-6,1000,-55.495202,-23.155122,762.8281,76.28,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,2,2,2,2,2,2,2,2,0,0,0,0,0,2,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,2,2,2,2,2,2,2,2,0,0,2,0,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_REVIEW_FLAG_IN_AUDITED_WELLS,155.0,127.0,183.0,1,0,0,Rebaixamento:2,0,,0,0,0,0,6.3875,5.42925,7.345750000000001,,2026-08-29
PIH-1000-0019,HX1000-12-6,1000,-55.163469,-23.156716,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,47,43,43,39,37,37,36,35,15,13,10,11,11,47,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,47,43,39,37,36,35,16,16,0,15,25,9,WELLS_PRESENT,91.4894,EVIDENCE_PRESENT,82.9787,EVIDENCE_PRESENT,78.7234,EVIDENCE_PRESENT,76.5957,EVIDENCE_PRESENT,74.4681,EVIDENCE_PRESENT,34.0426,EVIDENCE_PRESENT,34.0426,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,31.9149,EVIDENCE_PRESENT,53.1915,EVIDENCE_PRESENT,19.1489,REVIEW_REQUIRED_PRESENT,148.0,94.6,160.0,5,0,0,Escalonado:6 | Rebaixamento:10,0,4.0,15,13,10,15,38.19,16.895,44.413,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1 | UNKNOWN:8,2026-08-29
PIH-1000-0020,HX1000-13-6,1000,-54.831735,-23.157673,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0021,HX1000-14-6,1000,-54.5,-23.157992,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,1,1,1,1,1,1,0,0,0,1,0,1,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,100.0,100.0,100.0,1,0,0,,0,4.0,1,1,1,1,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:1,2026-08-29
PIH-1000-0022,HX1000-15-6,1000,-54.168265,-23.157673,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,50,48,48,48,48,44,43,43,27,22,24,18,18,50,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,50,48,48,44,43,43,17,17,0,27,23,24,WELLS_PRESENT,96.0,EVIDENCE_PRESENT,96.0,EVIDENCE_PRESENT,88.0,EVIDENCE_PRESENT,86.0,EVIDENCE_PRESENT,86.0,EVIDENCE_PRESENT,34.0,EVIDENCE_PRESENT,34.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,54.0,EVIDENCE_PRESENT,46.0,EVIDENCE_PRESENT,48.0,REVIEW_REQUIRED_PRESENT,100.0,70.0,132.0,6,0,0,Rebaixamento:17,0,4.0,27,22,24,27,25.9,17.624,34.171,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:22 | UNKNOWN:2,2026-08-29
PIH-1000-0023,HX1000-16-6,1000,-53.836531,-23.156716,983.7424,98.37,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,5,5,5,5,5,5,5,5,5,4,5,5,5,5,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,5,5,5,5,5,5,0,0,0,5,0,5,WELLS_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,100.0,REVIEW_REQUIRED_PRESENT,100.0,75.2,120.0,1,0,0,,0,4.0,5,4,5,5,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA:5,2026-08-29
PIH-1000-0024,HX1000-17-6,1000,-53.504798,-23.155122,38.0592,3.81,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,UNKNOWN_NO_WELLS_IN_DATASET,,,,0,0,0,,0,,0,0,0,0,,,,,2026-08-29
PIH-1000-0025,HX1000-10-7,1000,-55.658857,-22.888299,431.5279,43.15,Sim,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,24,23,23,21,22,22,22,21,11,3,5,9,9,24,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,24,23,21,22,22,21,13,13,0,11,17,3,WELLS_PRESENT,95.8333,EVIDENCE_PRESENT,87.5,EVIDENCE_PRESENT,91.6667,EVIDENCE_PRESENT,91.6667,EVIDENCE_PRESENT,87.5,EVIDENCE_PRESENT,54.1667,EVIDENCE_PRESENT,54.1667,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,45.8333,EVIDENCE_PRESENT,70.8333,EVIDENCE_PRESENT,12.5,REVIEW_REQUIRED_PRESENT,130.0,86.4,213.0,1,0,0,Continuo:2 | Escalonado:4 | Rebaixamento:7,0,2.0,11,3,5,11,45.309,16.895,46.144,UNKNOWN:3,2026-08-29
PIH-1000-0026,HX1000-11-7,1000,-55.327757,-22.890204,1000.0,100.0,Não,IBGE Malha Municipal Digital 2025,CANDIDATE_SCALE_NOT_ADOPTED,4,3,3,3,3,3,3,3,1,1,1,1,1,4,MALHA_EVIDENCE_MATRIX_V1_NO_PIH_SCORE,4,3,3,3,3,3,2,2,0,1,2,1,WELLS_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,75.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,0.0,NO_EVIDENCE_IN_AUDITED_WELLS,25.0,EVIDENCE_PRESENT,50.0,EVIDENCE_PRESENT,25.0,REVIEW_REQUIRED_PRESENT,114.5,82.9,166.9,2,0,0,Escalonado:1 | Rebaixamento:1,0,4.0,1,1,1,1,23.5165,15.860750000000001,31.172250000000005,UNKNOWN:1,2026-08-29
