cell_id,scale_km2,grid_family,area_effective_km2,question_code,question_name,n_wells,direct_evidence_n,direct_evidence_pct_of_wells,cell_state_code,cell_state_label,support_points_n,cross_scale_exact_state_support_n,cross_scale_exact_state_support_pct,cross_scale_direct_all_support_n,cross_scale_direct_some_support_n,cross_scale_direct_none_support_n,origin_exact_state_support_n,origin_exact_state_support_pct,origin_direct_all_support_n,origin_direct_some_support_n,origin_direct_none_support_n,hydro_surface_units_n,hydro_surface_domains_n,hydro_context_state,hydro_dominant_unit,hydro_dominant_domain,top_blocking_requirements,method_version
SCALE-150-O00-01810,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Bauru,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01811,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,1,1,100.0,2,EVIDENCIA_DIRETA_PRESENTE,7,1,14.285714,1,6,0,0,0.0,0,7,0,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Bauru,Granular (Gr),Q01_R03=1|Q01_R05=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01812,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,0,0.0,0,7,0,4,57.142857,0,3,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Bauru,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01813,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Bauru,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01814,150,SCALE_PRIMARY_O00_V1,149.9381513895164,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,0,0.0,0,7,0,7,100.0,0,0,7,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Bauru,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01815,150,SCALE_PRIMARY_O00_V1,107.37456115931415,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,2,0,0.0,0,2,0,2,100.0,0,0,2,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Bauru,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01816,150,SCALE_PRIMARY_O00_V1,44.880085646653285,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,2,0,0.0,0,2,0,2,100.0,0,0,2,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Serra Geral,Fraturada (Fr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01817,150,SCALE_PRIMARY_O00_V1,124.84114281662325,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,0,0.0,0,4,0,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01818,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,8,7,87.5,2,EVIDENCIA_DIRETA_PRESENTE,7,4,57.142857,4,3,0,4,57.142857,4,3,0,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Embasamento Indiferenciado,Fraturada (Fr),Q01_R03=8|Q01_R05=8|Q01_R06=5|Q01_R02=1|Q01_R04=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01819,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,4,4,100.0,2,EVIDENCIA_DIRETA_PRESENTE,6,4,66.666667,4,2,0,5,83.333333,5,1,0,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Embasamento Indiferenciado,Fraturada (Fr),Q01_R03=4|Q01_R05=4|Q01_R06=4,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01820,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01821,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,1,14.285714,0,6,1,7,100.0,0,0,7,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01822,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,3,75.0,0,1,3,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01823,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,6,85.714286,0,1,6,7,100.0,0,0,7,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01824,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,5,71.428571,0,2,5,7,100.0,0,0,7,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01825,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01826,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,7,100.0,0,0,7,7,100.0,0,0,7,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-150-O00-01827,150,SCALE_PRIMARY_O00_V1,149.99999999999324,Q01,Nível e profundidade da água,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,7,7,100.0,0,0,7,7,100.0,0,0,7,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
