indicator_a,source_field_a,indicator_b,source_field_b,n11_both,n10_a_only,n01_b_only,n00_neither,jaccard_presence,phi_presence,a_implies_b_in_acquired_set,b_implies_a_in_acquired_set,causal_interpretation_allowed,independence_demonstrated,method_version
EVIDENCIA_DATADA,temporal_any_dated,ENSAIO_DATADO,test_dated,1581,56,0,2240,0.96579108,0.9706880040547464,False,True,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,QUIMICA_DATADA,chemistry_dated,530,1107,0,2240,0.32376298,0.46548934886339843,False,True,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,812,825,821,1419,0.33034988,0.12955436366650191,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,PERFIL_LITOLOGICO,explicit_profile_documented,0,1637,0,2240,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,INTERVALO_CAPTADO,capture_interval_demonstrated,0,1637,0,2240,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,SERIE_TEMPORAL,time_series_demonstrated,0,1637,0,2240,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
EVIDENCIA_DATADA,temporal_any_dated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,1637,0,2240,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,ENSAIO_DATADO,test_dated,19,1,1562,2295,0.01201011,0.0794514822209196,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,QUIMICA_DATADA,chemistry_dated,20,0,510,3347,0.03773585,0.18095896339528583,True,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,8,12,1625,2232,0.00486322,-0.0030921280986028437,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,PERFIL_LITOLOGICO,explicit_profile_documented,0,20,0,3857,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,INTERVALO_CAPTADO,capture_interval_demonstrated,0,20,0,3857,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,SERIE_TEMPORAL,time_series_demonstrated,0,20,0,3857,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
NIVEL_DATADO,level_measurement_dated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,20,0,3857,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,QUIMICA_DATADA,chemistry_dated,474,1107,56,2240,0.28955406,0.39398670253886553,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,799,782,834,1462,0.33084886,0.14146572228408677,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,PERFIL_LITOLOGICO,explicit_profile_documented,0,1581,0,2296,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,INTERVALO_CAPTADO,capture_interval_demonstrated,0,1581,0,2296,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,SERIE_TEMPORAL,time_series_demonstrated,0,1581,0,2296,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
ENSAIO_DATADO,test_dated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,1581,0,2296,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
QUIMICA_DATADA,chemistry_dated,HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,236,294,1397,1950,0.12247016,0.01940782802951281,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
QUIMICA_DATADA,chemistry_dated,PERFIL_LITOLOGICO,explicit_profile_documented,0,530,0,3347,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
QUIMICA_DATADA,chemistry_dated,INTERVALO_CAPTADO,capture_interval_demonstrated,0,530,0,3347,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
QUIMICA_DATADA,chemistry_dated,SERIE_TEMPORAL,time_series_demonstrated,0,530,0,3347,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
QUIMICA_DATADA,chemistry_dated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,530,0,3347,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,PERFIL_LITOLOGICO,explicit_profile_documented,0,1633,0,2244,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,INTERVALO_CAPTADO,capture_interval_demonstrated,0,1633,0,2244,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,SERIE_TEMPORAL,time_series_demonstrated,0,1633,0,2244,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
HIDROESTRATIGRAFIA_CONSISTENTE,hydrostrat_consistent,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,1633,0,2244,0.0,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
PERFIL_LITOLOGICO,explicit_profile_documented,INTERVALO_CAPTADO,capture_interval_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
PERFIL_LITOLOGICO,explicit_profile_documented,SERIE_TEMPORAL,time_series_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
PERFIL_LITOLOGICO,explicit_profile_documented,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
INTERVALO_CAPTADO,capture_interval_demonstrated,SERIE_TEMPORAL,time_series_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
INTERVALO_CAPTADO,capture_interval_demonstrated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
SERIE_TEMPORAL,time_series_demonstrated,INDEPENDENCIA_DEMONSTRADA,independence_demonstrated,0,0,0,3877,,,False,False,False,False,PIH_MS_V2.4_SUF_PERGUNTA_V1
