well_id,latitude,longitude,municipality_declared,municipality_spatial,sgb2024_unit_aflorante,hydrolithologic_domain,question_code,question_name,direct_evidence_present,critical_requirements_n,critical_demonstrated_n,critical_review_n,critical_unknown_n,minimum_documentary_met,record_state,blocking_requirements_n,blocking_codes,representativeness_state,weight_used,score_used,cutoff_date,method_version
3500022543,-22.309721999999965,-53.82888799999995,Ivinhema,Ivinhema,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022543,-22.309721999999965,-53.82888799999995,Ivinhema,Ivinhema,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022556,-22.23888799999997,-53.33749999999998,Nova Andradina,Nova Andradina,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,4,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q01_R03|Q01_R05|Q01_R06,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022556,-22.23888799999997,-53.33749999999998,Nova Andradina,Nova Andradina,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,4,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q02_R02|Q02_R03|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022556,-22.23888799999997,-53.33749999999998,Nova Andradina,Nova Andradina,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,2,1,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,7,Q03_R02|Q03_R03|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022556,-22.23888799999997,-53.33749999999998,Nova Andradina,Nova Andradina,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,3,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q04_R03|Q04_R04|Q04_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022556,-22.23888799999997,-53.33749999999998,Nova Andradina,Nova Andradina,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,3,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q05_R02|Q05_R04|Q05_R05|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022579,-20.79305499999998,-51.73111099999994,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022579,-20.79305499999998,-51.73111099999994,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022579,-20.79305499999998,-51.73111099999994,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022579,-20.79305499999998,-51.73111099999994,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022579,-20.79305499999998,-51.73111099999994,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022584,-20.77722199999993,-51.74138799999997,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,4,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q01_R03|Q01_R05|Q01_R06,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022584,-20.77722199999993,-51.74138799999997,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,4,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q02_R02|Q02_R03|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022584,-20.77722199999993,-51.74138799999997,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,2,1,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,7,Q03_R02|Q03_R03|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022584,-20.77722199999993,-51.74138799999997,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,3,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q04_R03|Q04_R04|Q04_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022584,-20.77722199999993,-51.74138799999997,Três Lagoas,Três Lagoas,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,3,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q05_R02|Q05_R04|Q05_R05|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022621,-23.568610999999976,-55.06444399999998,Tacuru,Tacuru,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022621,-23.568610999999976,-55.06444399999998,Tacuru,Tacuru,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022621,-23.568610999999976,-55.06444399999998,Tacuru,Tacuru,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022621,-23.568610999999976,-55.06444399999998,Tacuru,Tacuru,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022621,-23.568610999999976,-55.06444399999998,Tacuru,Tacuru,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022622,-22.21999999999997,-55.614443999999935,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022622,-22.21999999999997,-55.614443999999935,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022622,-22.21999999999997,-55.614443999999935,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022622,-22.21999999999997,-55.614443999999935,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022622,-22.21999999999997,-55.614443999999935,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022638,-18.50194399999998,-54.68222199999997,Coxim,Coxim,Formação Furnas,Granular,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022638,-18.50194399999998,-54.68222199999997,Coxim,Coxim,Formação Furnas,Granular,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022638,-18.50194399999998,-54.68222199999997,Coxim,Coxim,Formação Furnas,Granular,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022638,-18.50194399999998,-54.68222199999997,Coxim,Coxim,Formação Furnas,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022638,-18.50194399999998,-54.68222199999997,Coxim,Coxim,Formação Furnas,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022643,-22.23444399999994,-55.50249999999994,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022643,-22.23444399999994,-55.50249999999994,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022643,-22.23444399999994,-55.50249999999994,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022643,-22.23444399999994,-55.50249999999994,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022643,-22.23444399999994,-55.50249999999994,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022646,-22.206387999999947,-55.580832999999984,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022646,-22.206387999999947,-55.580832999999984,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022646,-22.206387999999947,-55.580832999999984,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022646,-22.206387999999947,-55.580832999999984,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022646,-22.206387999999947,-55.580832999999984,Ponta Porã,Ponta Porã,Formação Serra Geral,Fraturada,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022659,-20.392499999999927,-54.57472199999995,Campo Grande,Campo Grande,Formação Serra Geral,Fraturada,Q01,Nível e profundidade da água,True,7,4,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q01_R03|Q01_R05|Q01_R06,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022659,-20.392499999999927,-54.57472199999995,Campo Grande,Campo Grande,Formação Serra Geral,Fraturada,Q02,Propriedades hidráulicas,True,9,4,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q02_R02|Q02_R03|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022659,-20.392499999999927,-54.57472199999995,Campo Grande,Campo Grande,Formação Serra Geral,Fraturada,Q03,Hidroquímica,False,9,2,1,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,7,Q03_R02|Q03_R03|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022659,-20.392499999999927,-54.57472199999995,Campo Grande,Campo Grande,Formação Serra Geral,Fraturada,Q04,Geometria e estratigrafia do aquífero,True,6,3,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q04_R03|Q04_R04|Q04_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022659,-20.392499999999927,-54.57472199999995,Campo Grande,Campo Grande,Formação Serra Geral,Fraturada,Q05,Monitoramento temporal,True,8,3,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q05_R02|Q05_R04|Q05_R05|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022661,-21.15749999999997,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q01,Nível e profundidade da água,True,7,4,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q01_R03|Q01_R05|Q01_R06,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022661,-21.15749999999997,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q02,Propriedades hidráulicas,True,9,4,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q02_R02|Q02_R03|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022661,-21.15749999999997,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q03,Hidroquímica,False,9,2,1,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,7,Q03_R02|Q03_R03|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022661,-21.15749999999997,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,3,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q04_R03|Q04_R04|Q04_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022661,-21.15749999999997,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q05,Monitoramento temporal,True,8,3,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q05_R02|Q05_R04|Q05_R05|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022662,-21.166387999999927,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q01,Nível e profundidade da água,True,7,4,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q01_R03|Q01_R05|Q01_R06,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022662,-21.166387999999927,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q02,Propriedades hidráulicas,True,9,4,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q02_R02|Q02_R03|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022662,-21.166387999999927,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q03,Hidroquímica,False,9,2,1,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,7,Q03_R02|Q03_R03|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022662,-21.166387999999927,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,3,1,2,False,EVIDENCIA_PARCIAL_COM_REVISAO,3,Q04_R03|Q04_R04|Q04_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022662,-21.166387999999927,-55.82638799999995,Nioaque,Nioaque,Formação Botucatu,Granular,Q05,Monitoramento temporal,True,8,3,1,4,False,EVIDENCIA_PARCIAL_COM_REVISAO,5,Q05_R02|Q05_R04|Q05_R05|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022672,-22.29361099999994,-53.27333299999998,Batayporã,Batayporã,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022672,-22.29361099999994,-53.27333299999998,Batayporã,Batayporã,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022672,-22.29361099999994,-53.27333299999998,Batayporã,Batayporã,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022672,-22.29361099999994,-53.27333299999998,Batayporã,Batayporã,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022672,-22.29361099999994,-53.27333299999998,Batayporã,Batayporã,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022706,-23.664443999999943,-54.56416599999994,Iguatemi,Iguatemi,Grupo Caiuá,Granular,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022706,-23.664443999999943,-54.56416599999994,Iguatemi,Iguatemi,Grupo Caiuá,Granular,Q02,Propriedades hidráulicas,True,9,5,0,4,False,EVIDENCIA_PARCIAL,4,Q02_R02|Q02_R06|Q02_R07|Q02_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022706,-23.664443999999943,-54.56416599999994,Iguatemi,Iguatemi,Grupo Caiuá,Granular,Q03,Hidroquímica,False,9,3,0,6,False,UNKNOWN_SEM_EVIDENCIA_DIRETA_NO_CONJUNTO,6,Q03_R02|Q03_R04|Q03_R05|Q03_R06|Q03_R07|Q03_R08,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022706,-23.664443999999943,-54.56416599999994,Iguatemi,Iguatemi,Grupo Caiuá,Granular,Q04,Geometria e estratigrafia do aquífero,True,6,4,0,2,False,EVIDENCIA_PARCIAL,2,Q04_R03|Q04_R04,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022706,-23.664443999999943,-54.56416599999994,Iguatemi,Iguatemi,Grupo Caiuá,Granular,Q05,Monitoramento temporal,True,8,4,0,4,False,EVIDENCIA_PARCIAL,4,Q05_R02|Q05_R04|Q05_R06|Q05_R07,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
3500022780,-22.00999999999993,-57.02944399999996,Caracol,Caracol,Embasamento Indiferenciado,Fraturada,Q01,Nível e profundidade da água,True,7,5,0,2,False,EVIDENCIA_PARCIAL,2,Q01_R03|Q01_R05,NAO_AVALIAVEL_NO_NIVEL_DO_REGISTRO,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
